time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0009,-0.0001,642.06,1590.15,1408.02,553.87,2388.08,9055.18,47.35,521.23,2388.08,8126.75,8.4314,393,38.9,23.3147,197,0
2,0.0031,-0.0002,642.74,1584.08,1413.33,553.53,2388.05,9056.76,47.35,521.24,2388.08,8131.25,8.4829,392,38.7,23.3071,196,0
3,0.0023,-0.0001,642.48,1591.55,1407.27,553.69,2388.05,9050.68,47.35,522.22,2388.1,8129.61,8.4557,394,38.92,23.3058,195,0
4,0.0033,-0.0004,642.15,1587.86,1406.12,553.61,2388.12,9053.92,47.37,521.7,2388.06,8137.89,8.427,394,38.88,23.3084,194,0
5,0.0005,-0.0003,642.47,1591.8,1407.1,553.6,2388.08,9058.1,47.37,521.75,2388.11,8132.09,8.3875,389,38.85,23.3685,193,0
6,-0.0025,0.0003,642.61,1590.11,1408.48,554.43,2388.1,9055.88,47.4,521.65,2388.04,8133.19,8.4337,390,38.8,23.282,192,0
7,-0.0024,0.0001,642.87,1584.31,1399.97,553.67,2388.09,9055.37,47.62,521.66,2388.09,8134.64,8.4543,392,38.92,23.3122,191,0
8,-0.0022,0.0003,642.28,1586.09,1408.93,553.73,2388.08,9051.39,47.41,521.24,2388.12,8134.08,8.3887,393,38.8,23.3752,190,0
9,-0.0017,0.0004,642.43,1591.44,1409.82,553.53,2388.05,9044.87,47.47,521.68,2388.07,8133.53,8.4202,395,38.85,23.3325,189,0
10,0.003,-0.0005,641.98,1588.22,1406.35,553.89,2388.12,9052.39,47.33,521.81,2388.14,8136.24,8.4266,392,38.81,23.3621,188,0
11,-0.0024,-0.0004,643.43,1592.12,1409.24,553.68,2388.09,9052.57,47.4,522.17,2388.06,8138.05,8.439,392,38.97,23.3675,187,0
12,0.0013,0.0001,642.75,1588.07,1409.32,553.14,2388.05,9056.88,47.72,521.21,2388.1,8132.7,8.4328,393,38.98,23.3678,186,0
13,0.0001,0.0002,642.79,1583.43,1398.87,553.33,2388.1,9047.27,47.65,521.52,2388.06,8138.01,8.4275,393,38.79,23.2779,185,0
14,0.0014,-0.0001,642.22,1587.32,1406.07,553.78,2388.14,9053.55,47.48,521.61,2388.1,8136.08,8.4424,394,38.78,23.3083,184,0
15,0.003,0.0004,642.49,1592.32,1406.72,553.46,2388.13,9056.8,47.5,521.76,2388.07,8132.01,8.4421,392,38.73,23.3599,183,0
16,-0.001,-0.0,642.73,1588.38,1413.98,553.78,2388.06,9047.99,47.46,521.65,2388.08,8133.74,8.4465,392,38.72,23.3539,182,0
17,-0.0003,-0.0,642.56,1586.96,1399.33,554.31,2388.12,9059.26,47.37,521.4,2388.13,8134.1,8.4139,392,38.98,23.3481,181,0
18,0.0015,0.0002,641.79,1591.12,1401.89,553.73,2388.06,9064.59,47.5,522.02,2388.03,8132.53,8.436,393,39.1,23.3561,180,0
19,0.001,0.0003,642.79,1585.56,1405.83,553.66,2388.06,9049.0,47.61,521.89,2388.0,8134.42,8.4499,393,38.85,23.3607,179,0
20,-0.0006,-0.0001,642.43,1594.53,1402.15,553.55,2388.11,9052.97,47.52,521.22,2388.09,8130.0,8.442,395,38.83,23.3278,178,0
21,-0.0019,-0.0004,642.76,1585.4,1411.95,553.76,2388.11,9046.28,47.37,521.45,2388.08,8132.02,8.445,393,38.89,23.2928,177,0
22,-0.0014,-0.0001,642.57,1589.93,1409.23,553.52,2388.09,9051.14,47.53,521.65,2388.03,8134.71,8.4154,394,38.94,23.3473,176,0
23,-0.0023,0.0,642.28,1593.82,1410.48,553.28,2388.06,9050.38,47.41,521.64,2388.09,8138.91,8.4193,394,38.9,23.4066,175,0
24,0.0012,0.0004,642.83,1589.33,1407.11,553.76,2388.06,9057.95,47.43,521.73,2388.1,8133.54,8.4233,392,38.78,23.2919,174,0
25,0.0019,0.0003,642.03,1583.81,1403.7,553.44,2388.16,9056.21,47.49,521.19,2388.19,8134.19,8.4292,393,38.98,23.2907,173,0
26,0.0007,0.0002,642.5,1593.87,1404.94,553.58,2388.09,9051.4,47.37,521.67,2388.09,8134.52,8.4243,391,38.87,23.3926,172,0
27,-0.0028,-0.0001,643.15,1583.97,1404.43,552.76,2388.13,9053.1,47.38,521.61,2388.11,8135.91,8.4575,393,38.95,23.3114,171,0
28,0.0002,-0.0005,643.16,1588.49,1404.82,553.49,2388.07,9051.09,47.35,521.91,2388.11,8133.0,8.444,394,38.81,23.3402,170,0
29,-0.0016,0.0004,642.25,1591.59,1399.5,553.54,2388.12,9052.29,47.43,521.84,2388.08,8140.43,8.4147,392,38.9,23.3381,169,0
30,-0.0007,0.0001,642.29,1599.65,1404.18,553.93,2388.1,9049.99,47.58,520.97,2388.11,8130.82,8.428,391,38.84,23.4566,168,0
31,-0.0026,0.0002,642.76,1591.84,1407.47,553.09,2388.09,9052.16,47.61,521.66,2388.05,8136.27,8.4106,394,38.94,23.3784,167,0
32,0.0004,-0.0001,642.58,1594.31,1412.26,553.93,2388.15,9046.99,47.56,521.74,2388.07,8128.06,8.4678,393,38.7,23.3007,166,0
33,0.0007,0.0002,642.62,1584.88,1411.94,553.12,2388.12,9056.42,47.55,521.47,2388.13,8137.37,8.431,393,38.86,23.3495,165,0
34,-0.0008,0.0002,642.83,1589.25,1407.82,554.57,2388.07,9051.4,47.33,521.57,2388.07,8132.43,8.4112,393,38.83,23.2101,164,0
35,-0.0015,0.0003,643.1,1589.03,1406.63,553.97,2388.07,9051.53,47.41,521.56,2388.11,8135.45,8.4503,393,38.92,23.3144,163,0
36,-0.0029,-0.0002,642.72,1585.69,1404.53,553.9,2388.08,9054.75,47.36,521.1,2388.1,8130.97,8.43,394,38.86,23.3018,162,0
37,0.0023,0.0001,642.53,1594.55,1406.04,553.59,2388.07,9047.97,47.5,522.11,2388.1,8131.83,8.3991,392,38.73,23.4281,161,0
38,0.0053,-0.0005,642.56,1592.53,1395.94,553.49,2388.06,9050.16,47.43,522.07,2388.06,8133.64,8.4398,392,38.84,23.26,160,0
39,0.0006,0.0001,641.99,1592.82,1403.22,553.37,2388.09,9053.82,47.45,521.77,2388.03,8134.17,8.4324,394,38.94,23.3601,159,0
40,0.001,0.0001,642.56,1586.88,1414.76,553.89,2388.1,9048.67,47.6,521.51,2388.09,8134.71,8.402,393,38.79,23.2655,158,0
41,0.0052,0.0002,642.37,1589.09,1407.81,553.46,2388.12,9047.55,47.42,521.55,2388.1,8137.08,8.3876,393,38.93,23.3789,157,0
42,0.0028,0.0003,642.5,1594.35,1405.83,553.44,2388.08,9057.05,47.51,521.39,2388.08,8138.81,8.4093,394,39.0,23.3633,156,0
43,-0.0002,-0.0005,642.92,1584.08,1403.06,553.84,2388.15,9056.02,47.29,521.41,2388.06,8136.37,8.4137,394,38.83,23.3823,155,0
44,0.0019,0.0005,642.89,1591.69,1409.01,553.01,2388.11,9054.51,47.63,520.9,2388.12,8135.05,8.4286,393,38.84,23.2743,154,0
