time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0065,-0.0003,642.22,1591.86,1401.89,553.48,2388.1,9057.74,47.44,521.81,2388.09,8136.55,8.3948,392,38.87,23.4047,340,0
2,0.0005,-0.0001,642.47,1574.26,1394.91,553.95,2388.01,9052.5,47.35,521.46,2388.08,8135.54,8.3753,393,38.86,23.3022,339,0
3,0.0002,-0.0001,642.59,1587.48,1408.34,554.54,2388.02,9054.54,47.3,522.72,2388.03,8137.39,8.3695,393,38.75,23.3307,338,0
4,0.0,-0.0001,642.46,1579.68,1406.09,554.19,2388.05,9052.43,47.46,521.8,2388.05,8135.96,8.4237,392,38.88,23.4558,337,0
5,0.002,0.0002,641.86,1583.83,1406.2,554.65,2388.05,9057.69,47.5,522.47,2388.02,8138.76,8.4283,391,38.91,23.2863,336,0
6,0.0016,0.0001,642.41,1586.57,1410.85,554.01,2388.02,9055.37,47.32,521.83,2388.02,8132.81,8.3991,394,38.98,23.4858,335,0
7,0.001,-0.0004,642.53,1586.81,1402.28,554.69,2387.99,9054.37,47.39,521.46,2388.0,8132.69,8.4068,393,38.86,23.3233,334,0
8,-0.0029,0.0,642.47,1589.95,1399.74,554.52,2388.07,9056.13,47.31,522.43,2388.07,8136.02,8.4451,392,38.95,23.3773,333,0
9,-0.0047,0.0001,642.56,1587.89,1401.61,554.09,2388.02,9059.93,47.23,522.2,2388.03,8141.35,8.4149,392,39.05,23.4278,332,0
10,0.0007,0.0004,642.01,1583.57,1405.64,554.55,2388.12,9049.06,47.16,522.06,2388.05,8139.29,8.4174,392,38.91,23.4279,331,0
11,-0.002,-0.0001,642.29,1588.19,1401.86,553.73,2388.02,9057.85,47.24,521.91,2388.05,8137.74,8.4027,391,39.03,23.357,330,0
12,-0.0027,-0.0003,642.17,1582.46,1403.46,553.86,2388.03,9059.18,47.41,522.27,2388.08,8139.02,8.4135,391,39.01,23.2859,329,0
13,-0.0018,0.0004,641.98,1586.12,1401.89,553.47,2388.02,9058.62,47.45,521.75,2388.04,8138.59,8.4141,391,39.0,23.3892,328,0
14,-0.0008,0.0,641.88,1583.3,1404.06,554.48,2388.09,9058.8,47.36,522.04,2388.02,8134.96,8.4563,392,39.07,23.4336,327,0
15,-0.0015,-0.0002,642.53,1583.04,1406.82,554.67,2388.13,9049.89,47.41,522.2,2388.03,8139.18,8.4059,393,38.95,23.4128,326,0
16,-0.0009,0.0004,642.62,1581.02,1404.36,554.46,2388.02,9051.78,47.26,522.05,2388.03,8132.58,8.4214,392,38.92,23.2979,325,0
