time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0024,-0.0004,642.43,1590.79,1402.02,553.5,2388.07,9051.54,47.37,522.2,2388.07,8130.9,8.4426,394,39.04,23.3916,188,0
2,0.0011,0.0002,642.85,1581.46,1409.7,553.44,2388.06,9051.9,47.54,521.63,2388.11,8128.71,8.4429,393,38.87,23.3181,187,0
3,0.0056,-0.0,642.88,1586.05,1407.64,553.51,2388.06,9057.29,47.27,521.8,2388.11,8132.02,8.4657,393,39.02,23.3529,186,0
4,-0.001,0.0003,642.79,1585.93,1403.47,553.93,2388.15,9048.64,47.43,521.8,2388.09,8130.1,8.4147,392,38.98,23.3574,185,0
5,0.0044,0.0002,642.66,1583.4,1407.29,553.83,2388.12,9053.72,47.48,521.94,2388.01,8132.74,8.4201,392,38.96,23.3705,184,0
6,0.0018,0.0003,642.72,1581.43,1410.88,552.84,2388.05,9048.96,47.49,521.33,2388.07,8130.32,8.4301,392,38.82,23.327,183,0
7,0.0061,0.0004,642.44,1592.72,1406.89,553.39,2388.1,9048.84,47.5,521.3,2388.17,8133.31,8.4494,393,38.95,23.3256,182,0
8,-0.0009,0.0002,643.14,1590.58,1403.19,553.86,2388.09,9058.21,47.48,521.46,2388.11,8131.46,8.4504,393,38.85,23.2731,181,0
9,0.0024,-0.0002,642.5,1586.98,1409.36,553.83,2388.12,9053.72,47.41,521.29,2388.09,8139.72,8.4558,394,38.91,23.292,180,0
10,-0.0009,-0.0002,643.17,1595.37,1409.32,553.16,2388.11,9057.49,47.61,521.31,2388.11,8138.55,8.4885,392,38.95,23.2847,179,0
11,0.0015,-0.0003,643.23,1583.73,1410.89,553.24,2388.08,9046.78,47.64,521.53,2388.1,8127.61,8.3709,393,38.87,23.3555,178,0
12,0.0003,0.0004,642.25,1592.65,1407.6,553.16,2388.06,9052.91,47.27,521.61,2388.07,8130.29,8.424,393,38.95,23.4622,177,0
