time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0011,0.0,642.42,1578.16,1394.95,554.02,2388.04,9050.02,47.22,522.4,2388.08,8132.87,8.4024,391,38.93,23.3745,196,0
2,-0.0058,0.0002,642.12,1589.31,1397.56,554.38,2388.03,9056.56,47.43,522.37,2388.0,8131.45,8.4324,392,39.16,23.4421,195,0
3,-0.0011,-0.0001,642.69,1579.19,1400.69,554.81,2388.03,9043.73,47.2,522.49,2388.06,8134.01,8.3765,392,39.28,23.3033,194,0
4,0.0037,-0.0004,642.37,1585.03,1393.3,554.59,2388.02,9049.34,47.14,521.79,2388.08,8135.7,8.4084,391,39.07,23.3458,193,0
5,0.0001,-0.0003,642.68,1588.49,1402.41,554.5,2388.05,9052.14,47.2,522.26,2388.02,8142.14,8.4066,392,38.96,23.3975,192,0
6,0.0009,-0.0001,642.2,1581.28,1401.92,554.02,2387.98,9054.35,47.29,522.68,2388.06,8137.12,8.4112,392,39.08,23.2535,191,0
7,0.0002,0.0003,642.52,1585.46,1393.51,553.44,2388.02,9045.27,47.21,522.38,2388.0,8140.62,8.3775,393,39.13,23.3547,190,0
8,0.0013,0.0002,642.02,1590.12,1402.45,554.31,2388.08,9048.75,47.11,522.54,2388.06,8134.55,8.3599,393,39.02,23.5069,189,0
9,-0.0018,0.0002,641.91,1582.67,1405.22,554.27,2388.0,9050.4,47.11,522.58,2388.04,8137.14,8.3708,392,38.96,23.3949,188,0
10,0.0019,-0.0001,641.81,1584.55,1401.0,554.68,2388.03,9053.57,47.12,522.23,2388.05,8131.79,8.441,391,39.07,23.3845,187,0
11,-0.0014,-0.0004,642.08,1589.98,1402.3,554.05,2388.06,9049.05,47.21,522.35,2388.07,8134.69,8.3846,391,38.96,23.3419,186,0
12,0.0056,-0.0002,642.55,1581.01,1397.64,554.91,2388.05,9044.42,47.14,521.96,2388.12,8134.18,8.3992,391,38.96,23.394,185,0
13,0.0008,-0.0002,642.38,1579.42,1403.94,554.71,2388.03,9050.57,47.09,522.29,2388.06,8132.63,8.381,392,39.05,23.3953,184,0
14,-0.0002,0.0001,642.42,1587.64,1397.69,554.15,2388.05,9048.02,47.44,522.17,2388.11,8133.6,8.4142,391,39.04,23.3609,183,0
15,0.0012,0.0003,641.77,1581.63,1400.13,553.86,2388.01,9052.38,47.18,522.39,2388.0,8132.26,8.4105,393,38.9,23.5045,182,0
16,0.0005,-0.0001,642.36,1590.19,1390.26,554.2,2387.98,9054.36,47.28,522.3,2388.0,8135.91,8.4301,391,39.15,23.4895,181,0
17,0.0019,-0.0001,641.98,1585.35,1394.83,553.65,2388.03,9056.41,47.2,522.12,2388.02,8131.31,8.4184,391,38.99,23.4574,180,0
18,-0.0008,0.0005,642.03,1588.11,1392.57,554.19,2388.07,9056.26,47.2,521.97,2388.06,8137.43,8.3789,393,38.95,23.5054,179,0
19,0.0029,0.0001,642.09,1588.53,1401.55,554.01,2388.01,9043.09,47.14,521.76,2388.1,8127.49,8.4165,390,38.96,23.4093,178,0
20,0.0021,-0.0005,642.16,1585.17,1400.2,554.31,2388.09,9050.72,47.27,522.41,2388.02,8128.91,8.4181,393,39.19,23.3929,177,0
21,-0.0009,-0.0001,642.21,1582.42,1405.53,553.7,2388.0,9053.9,47.22,522.13,2388.09,8140.26,8.409,393,39.11,23.3612,176,0
22,0.0041,0.0004,642.98,1582.28,1396.77,554.91,2388.06,9054.82,47.2,522.04,2388.06,8135.9,8.4144,391,38.97,23.4407,175,0
23,0.0037,-0.0003,642.25,1585.51,1398.46,554.15,2388.04,9055.3,47.16,522.07,2388.02,8136.36,8.3804,392,38.95,23.4848,174,0
24,0.0019,0.0003,641.88,1579.35,1398.41,553.81,2388.06,9049.54,47.22,521.57,2388.05,8140.41,8.4236,392,38.79,23.4698,173,0
25,0.0005,0.0005,642.0,1586.84,1392.29,554.41,2388.01,9053.57,47.17,522.63,2388.01,8132.44,8.4128,391,39.0,23.4144,172,0
