time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0021,-0.0004,642.85,1586.83,1403.72,553.81,2388.1,9044.91,47.51,521.04,2388.15,8126.14,8.432,392,38.98,23.4472,229,1
2,-0.0003,0.0005,642.01,1585.04,1408.44,552.88,2388.11,9050.68,47.37,521.78,2388.11,8128.11,8.4518,394,38.8,23.2932,228,1
3,-0.0016,-0.0,642.35,1584.13,1405.1,553.73,2388.13,9047.51,47.43,521.45,2388.06,8130.37,8.4354,394,38.74,23.251,227,1
4,-0.0004,0.0005,642.55,1592.42,1405.92,553.79,2388.13,9048.33,47.5,521.53,2388.11,8127.32,8.4187,392,38.98,23.3807,226,1
5,0.0021,-0.0001,642.38,1588.13,1399.72,553.64,2388.07,9049.37,47.29,520.93,2388.05,8129.83,8.4501,391,38.8,23.297,225,1
6,0.0007,0.0004,642.74,1590.35,1413.87,554.36,2388.1,9047.58,47.45,521.91,2388.12,8127.98,8.4588,394,38.96,23.3451,224,1
7,0.004,0.0005,642.34,1589.76,1410.2,553.94,2388.1,9047.49,47.42,521.36,2388.17,8126.82,8.4436,392,38.66,23.372,223,1
8,-0.0023,0.0006,642.24,1590.04,1410.09,554.48,2388.1,9043.82,47.63,521.68,2388.13,8129.85,8.4387,393,38.62,23.3443,222,1
9,0.0032,0.0005,642.87,1591.58,1403.9,553.32,2388.14,9044.23,47.46,521.67,2388.13,8129.6,8.4279,394,38.78,23.3189,221,1
10,-0.0009,0.0,642.33,1588.11,1405.93,553.31,2388.1,9042.43,47.53,521.59,2388.13,8130.18,8.4246,392,38.94,23.3077,220,1
11,-0.0016,-0.0004,642.11,1590.85,1406.76,553.19,2388.15,9051.54,47.36,521.51,2388.08,8124.2,8.4431,391,38.74,23.2851,219,1
12,-0.0018,0.0003,642.13,1588.56,1406.97,553.39,2388.11,9051.03,47.57,521.26,2388.15,8128.7,8.3837,392,38.62,23.2574,218,1
13,-0.0007,0.0003,642.63,1583.09,1401.16,553.9,2388.12,9049.44,47.51,521.53,2388.1,8129.54,8.4074,393,38.91,23.3313,217,1
14,0.0003,0.0005,643.03,1583.85,1407.83,553.56,2388.12,9040.61,47.51,521.06,2388.08,8130.37,8.4071,393,38.79,23.4092,216,1
15,0.0023,-0.0004,642.82,1591.45,1407.76,554.06,2388.11,9042.43,47.25,521.71,2388.11,8124.11,8.4628,392,38.83,23.3627,215,1
16,0.002,0.0004,643.11,1598.66,1401.54,553.53,2388.07,9045.33,47.44,521.43,2388.08,8132.94,8.4017,392,39.07,23.3018,214,1
17,0.0029,0.0005,642.85,1581.71,1411.93,553.51,2388.11,9042.96,47.46,521.46,2388.1,8131.97,8.4191,392,38.98,23.3514,213,1
18,-0.0023,0.0003,642.46,1584.37,1406.8,553.97,2388.12,9052.2,47.34,521.29,2388.12,8124.93,8.4192,392,38.85,23.3673,212,1
19,0.0029,-0.0003,642.43,1592.25,1402.92,553.73,2388.09,9049.82,47.47,521.17,2388.07,8127.22,8.432,393,38.9,23.3796,211,1
20,-0.002,0.0004,642.11,1586.74,1409.28,553.24,2388.14,9046.88,47.49,522.03,2388.12,8126.13,8.4284,393,38.73,23.3354,210,1
21,0.0027,-0.0002,642.83,1584.95,1402.98,553.15,2388.11,9040.95,47.43,521.55,2388.09,8127.03,8.4326,394,38.86,23.4104,209,1
22,0.0012,0.0004,642.52,1582.69,1411.48,553.17,2388.06,9052.02,47.32,521.24,2388.13,8131.19,8.4124,393,39.0,23.3353,208,1
23,0.0027,-0.0003,642.57,1575.77,1405.23,553.09,2388.12,9044.19,47.49,521.38,2388.08,8131.97,8.4539,392,38.99,23.3806,207,1
24,-0.0012,0.0,642.12,1589.55,1408.37,553.21,2388.11,9045.53,47.28,521.38,2388.06,8123.64,8.4316,393,38.84,23.3507,206,1
25,-0.0006,0.0003,642.69,1588.03,1396.61,553.82,2388.14,9043.15,47.36,522.05,2388.07,8125.22,8.4248,395,38.78,23.2456,205,1
26,0.0046,0.0005,642.43,1586.86,1404.38,553.95,2388.06,9047.92,47.49,521.23,2388.13,8126.99,8.4308,393,39.11,23.3263,204,1
27,-0.0035,-0.0004,641.7,1593.58,1407.33,553.94,2388.04,9050.86,47.47,521.55,2388.11,8125.51,8.4521,392,39.05,23.3549,203,1
28,0.0015,0.0003,642.4,1592.49,1412.61,553.64,2388.1,9050.78,47.49,521.3,2388.13,8129.09,8.4279,392,38.97,23.3029,202,1
29,0.001,-0.0002,642.2,1583.91,1413.5,553.41,2388.09,9046.42,47.57,521.98,2388.1,8127.85,8.4331,393,38.67,23.2909,201,1
