time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0037,0.0002,642.66,1588.3,1392.25,553.3,2388.17,9052.54,47.44,521.76,2388.13,8130.23,8.4377,393,38.66,23.2146,184,1
2,0.0008,-0.0001,642.55,1590.37,1413.83,554.33,2388.08,9047.61,47.62,521.62,2388.12,8136.26,8.4602,393,38.83,23.3626,183,1
3,0.0004,-0.0005,643.62,1586.74,1408.62,553.94,2388.12,9055.27,47.46,521.51,2388.1,8131.42,8.399,393,38.78,23.2833,182,1
4,0.0007,-0.0003,643.04,1589.6,1412.19,553.18,2388.13,9047.89,47.51,520.98,2388.09,8133.99,8.4308,395,39.01,23.3077,181,1
5,-0.0032,-0.0001,642.1,1587.23,1408.13,552.94,2388.13,9057.0,47.59,521.22,2388.09,8127.56,8.4253,393,38.92,23.1403,180,1
6,0.0011,0.0003,642.17,1592.74,1410.83,553.13,2388.09,9051.94,47.51,521.66,2388.07,8133.47,8.467,395,38.8,23.387,179,1
7,0.0028,0.0005,642.44,1590.79,1409.0,552.91,2388.11,9051.56,47.41,521.28,2388.1,8133.93,8.4333,394,38.9,23.2716,178,1
8,-0.0022,-0.0004,642.24,1580.72,1408.6,553.27,2388.13,9053.9,47.48,521.96,2388.07,8129.63,8.4129,393,38.83,23.2389,177,1
9,0.0023,-0.0003,642.27,1580.36,1414.7,553.21,2388.13,9049.19,47.75,521.39,2388.13,8130.14,8.4519,393,38.76,23.3685,176,1
10,0.0015,-0.0004,643.42,1587.59,1416.48,553.88,2388.09,9056.24,47.52,521.85,2388.13,8134.07,8.4274,393,38.68,23.2907,175,1
11,-0.0028,0.0001,642.99,1593.0,1409.51,553.91,2388.11,9052.87,47.58,521.33,2388.1,8134.17,8.4555,394,38.78,23.2839,174,1
12,-0.003,-0.0003,643.02,1601.02,1412.01,553.02,2388.12,9058.32,47.59,520.71,2388.1,8135.77,8.4655,394,38.65,23.2453,173,1
13,-0.0002,0.0003,642.91,1586.05,1408.53,552.13,2388.13,9058.03,47.68,521.6,2388.06,8131.88,8.4259,392,38.85,23.3184,172,1
14,-0.0006,0.0001,642.58,1588.22,1416.61,553.06,2388.12,9060.04,47.53,522.05,2388.13,8131.76,8.409,392,38.8,23.3618,171,1
15,0.0023,0.0002,642.93,1595.52,1405.62,553.59,2388.1,9050.54,47.6,521.51,2388.1,8136.69,8.4467,392,38.98,23.2601,170,1
16,-0.0,0.0003,641.93,1590.07,1411.21,553.45,2388.12,9056.97,47.52,521.12,2388.14,8139.51,8.441,394,38.8,23.2677,169,1
17,-0.0003,0.0001,642.38,1588.24,1403.27,553.65,2388.07,9051.17,47.58,521.9,2388.08,8137.7,8.4585,393,38.79,23.2894,168,1
18,0.0025,-0.0002,642.37,1584.99,1410.61,553.29,2388.18,9056.27,47.72,520.82,2388.08,8133.8,8.4245,394,38.84,23.3161,167,1
19,0.0,0.0003,642.65,1588.34,1406.36,553.56,2388.09,9053.0,47.71,521.49,2388.08,8133.71,8.4314,391,39.01,23.2337,166,1
20,-0.002,-0.0001,642.58,1588.29,1404.34,553.69,2388.14,9053.59,47.5,521.15,2388.08,8133.8,8.4597,393,38.75,23.2536,165,1
21,0.0008,-0.0003,642.81,1592.16,1416.05,553.74,2388.21,9056.19,47.43,520.79,2388.07,8138.11,8.4216,394,38.76,23.3359,164,1
22,-0.0007,0.0001,642.98,1595.58,1411.86,553.16,2388.09,9039.34,47.63,522.13,2388.12,8132.01,8.4601,393,39.05,23.2644,163,1
23,0.0006,0.0002,642.71,1579.8,1410.17,553.28,2388.1,9051.12,47.6,521.16,2388.11,8132.89,8.4144,394,38.93,23.2766,162,1
24,0.0016,0.0002,642.96,1593.27,1409.32,553.07,2388.11,9054.02,47.68,521.12,2388.08,8132.99,8.4307,394,38.94,23.3565,161,1
25,-0.0021,0.0001,643.14,1597.04,1408.55,553.63,2388.1,9052.77,47.5,521.76,2388.12,8131.35,8.4601,393,38.85,23.3419,160,1
26,-0.0003,-0.0005,642.93,1593.45,1407.11,553.45,2388.1,9052.54,47.47,521.48,2388.17,8136.2,8.4572,394,38.82,23.2487,159,1
27,0.0047,-0.0005,642.81,1593.3,1401.96,553.28,2388.11,9046.96,47.68,521.28,2388.07,8132.35,8.4631,395,38.81,23.2838,158,1
28,-0.0002,-0.0001,642.6,1584.15,1407.58,553.64,2388.08,9054.48,47.53,521.37,2388.08,8133.1,8.3979,394,38.79,23.2776,157,1
29,0.0018,-0.0003,642.96,1584.54,1416.0,552.87,2388.08,9051.65,47.35,521.55,2388.14,8133.77,8.4288,392,38.98,23.2935,156,1
30,-0.005,0.0003,642.82,1592.69,1408.16,553.57,2388.11,9056.92,47.71,521.36,2388.11,8132.56,8.4217,392,38.69,23.394,155,1
31,-0.002,0.0003,643.11,1592.38,1403.18,553.17,2388.11,9050.94,47.56,522.1,2388.15,8133.71,8.4462,393,38.85,23.321,154,1
32,0.0006,0.0,642.66,1589.59,1405.0,553.82,2388.08,9055.39,47.3,521.91,2388.14,8134.13,8.4081,392,38.76,23.2931,153,1
33,0.0016,-0.0003,642.72,1591.63,1412.88,554.13,2388.1,9055.75,47.62,521.62,2388.09,8137.43,8.4606,392,38.62,23.1953,152,1
34,-0.0004,0.0001,642.76,1593.83,1414.18,553.41,2388.1,9060.29,47.62,521.49,2388.05,8134.68,8.4514,393,38.92,23.3678,151,1
35,0.0012,0.0001,642.56,1588.19,1415.91,553.06,2388.14,9051.46,47.63,520.97,2388.06,8134.78,8.4187,394,38.84,23.191,150,1
36,0.0025,-0.0001,642.8,1587.58,1412.64,553.23,2388.15,9053.12,47.66,521.45,2388.12,8139.26,8.4518,392,38.91,23.2912,149,1
37,-0.0055,-0.0003,642.85,1585.26,1415.51,553.17,2388.1,9053.21,47.6,521.34,2388.13,8137.38,8.4229,392,38.73,23.2421,148,1
38,-0.0011,0.0003,642.46,1583.13,1406.84,553.45,2388.13,9047.88,47.51,521.81,2388.02,8133.52,8.4504,393,38.88,23.319,147,1
39,-0.002,-0.0001,642.79,1581.22,1406.37,554.09,2388.09,9056.5,47.52,521.43,2388.08,8131.77,8.4465,393,38.82,23.3046,146,1
40,0.0002,-0.0005,642.06,1583.56,1409.31,553.61,2388.09,9055.66,47.48,521.55,2388.1,8130.92,8.4333,395,38.7,23.1905,145,1
41,0.0049,0.0003,642.43,1592.54,1401.49,554.12,2388.12,9048.25,47.64,521.11,2388.1,8136.41,8.4701,393,38.85,23.2436,144,1
42,0.0029,-0.0001,643.44,1587.71,1408.84,553.18,2388.1,9047.75,47.59,521.61,2388.11,8132.3,8.4211,393,38.84,23.2439,143,1
43,-0.004,-0.0005,642.46,1582.82,1413.67,552.94,2388.12,9049.83,47.73,521.46,2388.04,8137.5,8.4385,393,38.88,23.298,142,1
44,-0.0016,-0.0001,642.95,1587.97,1408.29,553.37,2388.09,9053.2,47.47,521.73,2388.16,8127.81,8.425,395,38.62,23.2653,141,1
45,0.0029,-0.0005,642.68,1591.31,1411.79,552.86,2388.08,9047.17,47.37,521.34,2388.07,8131.3,8.4331,394,38.7,23.2211,140,1
46,0.003,0.0003,642.87,1590.05,1408.45,553.39,2388.09,9058.81,47.59,521.39,2388.1,8136.89,8.4216,393,38.63,23.3665,139,1
47,-0.0004,0.0,642.53,1586.42,1408.0,554.29,2388.14,9050.7,47.49,521.72,2388.18,8123.64,8.4219,393,38.82,23.3231,138,1
48,-0.0031,-0.0002,642.71,1583.68,1406.56,553.9,2388.13,9064.8,47.52,521.39,2388.12,8131.74,8.4648,392,38.88,23.2074,137,1
49,0.0001,0.0003,643.36,1588.18,1412.39,553.37,2388.06,9042.68,47.34,521.58,2388.12,8141.18,8.4587,392,38.64,23.2376,136,1
50,-0.0038,-0.0002,642.58,1593.51,1406.64,553.47,2388.09,9053.68,47.5,521.37,2388.11,8133.14,8.456,395,38.89,23.3301,135,1
51,0.0022,0.0002,643.43,1593.97,1403.61,553.24,2388.12,9060.41,47.51,521.72,2388.13,8137.34,8.4217,394,38.86,23.336,134,1
