time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0023,0.0002,643.0,1589.87,1404.3,553.44,2388.1,9063.7,47.56,521.93,2388.02,8136.61,8.4498,391,38.88,23.2767,233,0
2,0.0002,0.0,642.72,1588.75,1406.6,553.77,2388.13,9055.4,47.67,520.66,2388.06,8136.47,8.4217,393,38.79,23.2626,232,0
3,-0.001,-0.0001,642.9,1587.31,1404.3,552.91,2388.05,9055.83,47.49,521.14,2388.07,8136.89,8.4432,391,38.79,23.276,231,0
4,0.0013,-0.0,642.42,1583.0,1417.06,553.69,2388.04,9057.87,47.61,521.63,2388.09,8133.4,8.439,393,38.87,23.2784,230,0
5,-0.0009,-0.0003,642.55,1585.71,1406.9,553.06,2388.06,9054.13,47.55,521.48,2388.09,8135.61,8.4171,392,38.88,23.2748,229,0
6,0.001,-0.0003,643.16,1586.19,1403.67,552.42,2388.07,9054.09,47.48,521.62,2388.05,8130.93,8.4453,393,38.82,23.3133,228,0
7,0.0014,0.0004,642.44,1583.76,1404.13,554.4,2388.07,9058.45,47.56,521.07,2388.08,8142.14,8.4528,392,38.94,23.2666,227,0
8,-0.0017,-0.0005,642.66,1589.12,1408.09,553.43,2388.11,9051.23,47.46,521.09,2388.06,8132.59,8.4364,392,38.79,23.2775,226,0
9,0.0039,0.0004,642.39,1584.35,1403.87,553.46,2388.1,9056.89,47.61,521.43,2388.09,8135.27,8.4559,392,38.88,23.3822,225,0
10,0.0025,-0.0005,642.73,1585.04,1397.76,553.64,2388.09,9054.98,47.48,521.9,2388.12,8131.19,8.4414,392,38.89,23.4045,224,0
11,0.0019,0.0002,642.56,1586.04,1410.55,553.34,2388.08,9055.25,47.42,521.51,2388.11,8138.91,8.4197,394,38.84,23.2635,223,0
12,0.0037,0.0003,642.39,1585.47,1407.66,554.31,2388.06,9058.02,47.54,521.69,2388.1,8134.99,8.4545,393,38.66,23.3024,222,0
13,-0.0026,0.0003,642.76,1589.63,1405.47,553.92,2388.11,9050.25,47.37,521.45,2388.07,8133.4,8.4751,394,38.7,23.2503,221,0
14,0.0019,0.0002,642.31,1591.06,1411.72,552.96,2388.06,9059.48,47.6,521.67,2388.12,8136.14,8.4054,392,38.93,23.3803,220,0
