time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0009,0.0004,642.76,1581.27,1397.98,554.28,2388.09,9051.07,47.44,522.4,2388.1,8138.35,8.4426,392,38.91,23.3684,212,1
2,0.0023,-0.0,642.53,1591.31,1405.73,553.7,2388.06,9044.57,47.34,521.82,2388.12,8125.46,8.4252,393,39.15,23.4285,211,1
3,0.0,0.0001,642.39,1588.19,1402.37,553.84,2388.04,9043.02,47.39,521.66,2388.05,8127.28,8.4303,393,38.99,23.3593,210,1
4,-0.0038,-0.0005,642.31,1581.9,1394.32,554.53,2388.1,9048.48,47.37,521.9,2388.08,8132.76,8.4618,392,38.91,23.3359,209,1
5,0.0006,-0.0004,642.87,1583.99,1400.95,554.53,2388.06,9046.92,47.48,522.12,2388.05,8126.61,8.3926,393,38.86,23.4376,208,1
6,0.0027,-0.0005,642.14,1597.17,1405.86,554.15,2388.06,9044.78,47.35,521.95,2388.09,8127.16,8.3984,393,39.01,23.2852,207,1
7,0.0007,0.0001,641.95,1584.41,1402.77,554.66,2388.08,9050.46,47.51,521.93,2388.06,8122.99,8.4395,393,38.97,23.3341,206,1
8,0.0014,0.0004,642.33,1586.74,1407.47,553.55,2388.08,9042.84,47.36,521.95,2388.12,8128.17,8.4101,391,38.89,23.199,205,1
9,0.0002,0.0002,642.25,1590.21,1394.7,553.39,2388.11,9043.22,47.46,522.02,2388.06,8127.26,8.3678,394,39.01,23.5178,204,1
10,-0.0005,-0.0005,642.27,1589.65,1398.02,553.59,2388.05,9042.12,47.4,521.61,2388.08,8132.72,8.4002,391,39.03,23.2579,203,1
11,-0.0025,0.0002,642.41,1586.85,1401.16,553.57,2388.09,9048.78,47.36,521.89,2388.04,8130.97,8.4067,393,38.91,23.4331,202,1
12,-0.0033,-0.0001,642.54,1588.43,1406.14,553.56,2388.09,9036.03,47.15,521.64,2388.11,8126.57,8.4262,393,38.92,23.383,201,1
13,-0.0014,0.0004,642.59,1582.37,1406.9,554.34,2388.02,9041.84,47.35,522.25,2388.07,8132.11,8.4279,394,38.98,23.3475,200,1
14,0.0024,0.0003,642.65,1582.83,1398.62,554.17,2388.03,9039.92,47.27,522.01,2388.1,8124.11,8.4332,393,39.14,23.4272,199,1
15,-0.0003,0.0001,642.11,1582.02,1406.85,553.75,2388.1,9044.48,47.2,521.85,2388.06,8125.89,8.4046,393,38.93,23.4104,198,1
16,-0.001,-0.0004,642.44,1584.99,1398.83,554.27,2388.12,9048.1,47.37,522.27,2388.08,8131.76,8.4219,393,38.98,23.3591,197,1
17,0.0004,0.0,642.36,1589.92,1403.61,553.41,2388.07,9051.21,47.39,522.01,2388.11,8129.09,8.4115,392,38.92,23.2839,196,1
18,0.001,0.0003,642.33,1589.33,1396.85,554.96,2388.07,9038.26,47.33,521.78,2388.05,8126.71,8.4167,390,38.96,23.3844,195,1
19,0.0003,0.0004,642.01,1587.78,1406.67,553.59,2388.12,9049.94,47.39,522.17,2388.01,8128.29,8.3752,393,39.07,23.3562,194,1
20,0.0014,-0.0004,642.5,1584.24,1406.74,553.94,2388.11,9039.54,47.36,521.94,2388.06,8123.21,8.4223,392,38.88,23.4481,193,1
21,0.0006,0.0001,642.96,1588.49,1404.55,553.81,2388.08,9040.26,47.36,521.95,2388.07,8129.09,8.3464,392,38.92,23.355,192,1
22,0.0005,0.0002,642.25,1588.6,1400.56,554.38,2388.06,9048.04,47.33,521.86,2388.07,8122.19,8.4283,393,39.05,23.3009,191,1
23,0.0018,0.0005,641.93,1587.37,1397.45,554.29,2388.09,9040.22,47.31,521.53,2388.07,8123.78,8.4254,392,38.88,23.4429,190,1
24,-0.0011,0.0,642.43,1586.5,1404.68,553.3,2388.05,9034.47,47.34,521.54,2388.12,8125.96,8.3948,392,38.99,23.3997,189,1
25,-0.0011,-0.0001,642.42,1590.4,1400.09,554.02,2388.05,9046.14,47.24,522.16,2388.05,8128.16,8.4113,391,38.99,23.2881,188,1
26,-0.0025,0.0003,642.0,1588.33,1397.69,553.72,2388.1,9042.53,47.36,521.65,2388.09,8129.31,8.4462,392,38.9,23.3184,187,1
27,-0.0012,-0.0003,642.36,1581.79,1394.42,553.32,2388.1,9045.68,47.14,522.48,2388.07,8132.3,8.4074,391,38.95,23.3493,186,1
28,0.0016,0.0001,642.53,1584.49,1403.61,553.81,2388.0,9042.31,47.26,521.84,2388.12,8125.23,8.4021,392,38.95,23.4271,185,1
29,0.0016,-0.0003,642.51,1589.28,1405.87,554.03,2388.06,9040.91,47.57,521.69,2388.1,8122.38,8.4303,392,39.05,23.3153,184,1
30,0.0016,-0.0002,642.11,1586.93,1402.73,553.7,2388.11,9047.02,47.34,522.75,2388.08,8131.0,8.4429,393,38.66,23.4715,183,1
31,-0.0011,0.0002,642.3,1587.02,1404.26,553.96,2388.07,9044.3,47.29,521.85,2388.07,8126.27,8.405,393,38.89,23.3778,182,1
