time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0005,0.0004,642.38,1589.49,1395.48,554.76,2387.97,9071.27,47.24,522.19,2387.99,8141.69,8.4081,390,38.97,23.4073,258,1
2,0.0008,-0.0003,642.57,1583.11,1395.97,553.97,2388.0,9078.21,47.0,522.3,2388.02,8148.24,8.4216,391,38.85,23.5043,257,1
3,-0.0014,-0.0002,642.25,1589.44,1397.74,554.95,2387.95,9063.37,47.18,522.36,2387.98,8148.83,8.4258,392,39.07,23.4113,256,1
4,-0.002,0.0001,642.31,1585.59,1397.85,553.3,2388.06,9068.16,47.07,522.09,2388.06,8150.3,8.4175,392,39.12,23.4616,255,1
5,0.0016,0.0,642.25,1587.23,1402.54,554.64,2388.04,9066.99,47.31,522.0,2388.01,8149.4,8.4099,391,38.94,23.4781,254,1
6,0.0011,-0.0005,642.49,1586.12,1403.1,553.89,2388.07,9067.91,47.29,521.89,2388.0,8151.48,8.406,392,39.07,23.394,253,1
7,-0.0038,0.0002,642.45,1588.36,1391.19,554.66,2387.98,9069.13,47.21,522.54,2388.0,8153.91,8.3984,392,38.91,23.349,252,1
8,-0.0007,-0.0005,642.41,1586.97,1401.42,554.05,2388.01,9064.8,47.19,522.26,2388.08,8146.34,8.402,392,38.95,23.381,251,1
9,-0.0026,0.0,642.22,1582.13,1401.77,554.31,2387.97,9069.41,47.23,521.78,2388.04,8153.01,8.3848,392,38.93,23.4429,250,1
10,0.0019,-0.0002,642.29,1588.96,1393.25,554.14,2387.96,9065.28,47.14,522.09,2388.02,8151.36,8.4222,392,38.96,23.3398,249,1
11,0.0026,-0.0002,642.74,1585.25,1393.96,554.11,2388.01,9074.91,47.39,522.12,2387.98,8144.89,8.3948,392,39.14,23.3074,248,1
12,-0.0036,-0.0004,642.08,1590.55,1397.36,554.21,2387.99,9071.72,47.28,522.13,2387.99,8149.4,8.3766,393,38.92,23.3777,247,1
13,-0.0011,0.0001,642.47,1584.88,1392.15,554.61,2387.95,9065.52,47.17,522.55,2388.01,8144.81,8.4199,391,39.01,23.4383,246,1
14,0.0009,0.0001,641.76,1579.88,1390.48,554.47,2388.05,9067.42,47.18,521.98,2388.01,8148.8,8.4196,391,39.02,23.4888,245,1
15,-0.005,0.0004,642.29,1582.42,1398.41,554.02,2388.08,9068.28,47.24,521.89,2388.0,8146.48,8.3901,393,39.07,23.3772,244,1
16,0.0024,0.0003,642.3,1588.69,1405.02,554.14,2387.97,9073.41,47.04,522.54,2388.02,8153.29,8.4122,391,39.08,23.3613,243,1
17,-0.0019,0.0001,642.08,1588.75,1397.63,554.94,2387.94,9071.39,47.34,522.02,2387.99,8151.04,8.419,390,38.93,23.404,242,1
18,-0.0036,0.0002,642.47,1583.49,1394.65,553.92,2387.98,9073.12,47.21,522.31,2388.04,8149.43,8.388,392,38.87,23.4165,241,1
19,-0.001,-0.0,642.01,1586.11,1397.51,554.2,2388.0,9065.77,47.16,522.26,2388.0,8153.83,8.4216,392,39.02,23.4083,240,1
20,-0.0028,0.0004,641.99,1585.03,1395.92,554.26,2388.02,9068.68,47.22,522.61,2388.02,8149.54,8.4111,392,38.87,23.3776,239,1
21,0.0001,-0.0002,641.77,1589.77,1404.33,554.69,2388.03,9071.68,47.23,521.78,2387.97,8148.23,8.3926,393,38.79,23.3863,238,1
22,0.0011,0.0004,641.44,1578.03,1394.58,554.63,2388.0,9071.1,47.25,522.02,2388.0,8145.29,8.3609,393,39.01,23.2512,237,1
23,-0.0057,-0.0001,641.76,1586.41,1398.09,554.38,2388.01,9067.09,47.21,522.48,2388.01,8146.64,8.4143,391,39.06,23.3937,236,1
24,0.0057,0.0002,642.44,1583.32,1398.75,553.84,2387.99,9066.23,47.3,522.65,2388.02,8151.81,8.4022,391,39.03,23.4204,235,1
25,-0.0009,-0.0004,641.79,1578.13,1397.07,554.2,2388.07,9072.66,47.26,522.27,2387.97,8149.05,8.4361,392,39.05,23.3838,234,1
