time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0011,0.0005,641.69,1586.17,1391.14,554.09,2388.03,9064.32,47.41,522.65,2388.06,8131.23,8.4038,391,39.01,23.4007,184,1
2,0.0004,0.0001,641.93,1588.58,1402.26,554.39,2388.08,9053.22,47.25,521.61,2388.06,8132.7,8.4303,392,39.05,23.422,183,1
3,0.0005,0.0002,642.21,1588.22,1404.55,554.26,2388.08,9056.56,47.3,522.55,2388.02,8132.44,8.4122,391,39.0,23.4059,182,1
4,-0.0021,-0.0003,642.49,1587.64,1394.6,554.43,2388.06,9060.9,47.28,521.86,2388.07,8133.19,8.3839,391,39.15,23.3759,181,1
5,0.0008,0.0002,642.25,1583.02,1403.49,554.19,2388.02,9052.97,47.18,521.95,2388.06,8132.3,8.4181,392,38.98,23.3824,180,1
6,0.0033,-0.0004,641.46,1586.64,1401.9,554.11,2388.02,9055.16,47.15,522.38,2388.04,8140.25,8.3751,390,38.85,23.4206,179,1
7,-0.0032,-0.0001,642.02,1584.95,1407.88,553.74,2388.02,9054.7,47.31,522.31,2388.07,8133.85,8.442,392,39.11,23.4092,178,1
8,0.0002,-0.0005,642.68,1587.4,1391.01,554.67,2388.02,9054.3,47.45,521.96,2388.05,8140.33,8.4213,393,39.09,23.3394,177,1
9,-0.0003,0.0004,642.18,1577.83,1402.74,553.46,2388.07,9058.03,47.3,521.87,2388.06,8136.49,8.3787,392,38.92,23.4099,176,1
10,0.0021,0.0003,641.89,1584.64,1394.87,554.12,2388.02,9053.56,47.32,521.73,2388.05,8139.55,8.4089,391,39.08,23.3028,175,1
11,0.0026,-0.0003,641.78,1584.18,1402.93,553.77,2388.03,9057.11,47.3,521.93,2388.08,8141.6,8.401,392,38.85,23.3946,174,1
12,0.0004,0.0003,642.19,1586.32,1400.37,554.19,2388.04,9053.93,47.24,522.31,2388.04,8137.03,8.3713,392,38.95,23.348,173,1
13,0.0024,-0.0003,642.61,1582.63,1401.53,554.26,2388.05,9057.7,47.26,522.52,2388.05,8143.03,8.4046,392,39.04,23.398,172,1
14,0.0006,-0.0005,642.35,1586.21,1405.73,554.01,2388.1,9056.64,47.06,522.65,2388.08,8136.98,8.4146,393,38.98,23.3352,171,1
15,0.0031,0.0003,643.11,1580.86,1397.06,554.61,2388.08,9057.25,47.2,521.97,2388.08,8137.24,8.4288,394,38.99,23.4502,170,1
16,0.0018,0.0003,641.85,1581.41,1408.72,553.65,2388.05,9061.91,47.44,521.72,2388.06,8138.45,8.3972,393,38.91,23.3309,169,1
17,-0.0022,-0.0004,642.31,1583.0,1400.57,553.56,2388.0,9056.2,47.2,522.55,2387.99,8131.89,8.3898,392,38.89,23.4659,168,1
18,-0.0021,0.0004,642.6,1583.21,1405.55,554.18,2388.03,9050.81,47.17,521.82,2387.99,8138.21,8.4418,392,39.0,23.3785,167,1
19,-0.0003,-0.0002,642.56,1583.55,1401.88,554.19,2388.09,9047.98,47.28,521.87,2388.04,8133.32,8.3837,393,39.01,23.3041,166,1
