time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0031,0.0002,641.77,1583.59,1395.26,554.39,2387.98,9066.49,47.19,522.34,2388.0,8152.22,8.4102,393,38.98,23.4468,268,1
2,0.0002,0.0003,642.42,1589.69,1394.88,555.57,2388.01,9063.03,47.09,522.6,2387.99,8153.04,8.4053,392,39.12,23.4075,267,1
3,0.0002,-0.0005,642.07,1582.45,1396.29,554.49,2388.01,9068.21,47.11,522.85,2388.02,8148.42,8.399,393,39.18,23.3298,266,1
4,0.0017,-0.0004,642.08,1586.84,1397.94,555.16,2387.96,9070.56,47.29,522.11,2387.99,8148.81,8.3876,390,39.22,23.4306,265,1
5,-0.0007,0.0001,642.03,1581.45,1394.28,554.59,2387.98,9069.25,47.09,522.6,2387.95,8147.69,8.4129,390,39.17,23.3331,264,1
6,0.0018,0.0002,642.32,1586.1,1390.56,554.53,2388.03,9062.14,47.16,522.87,2388.02,8148.03,8.4204,393,39.0,23.3878,263,1
7,0.0019,0.0001,642.78,1585.21,1399.1,554.85,2387.92,9069.18,47.14,522.52,2388.0,8151.1,8.3913,393,39.2,23.382,262,1
8,-0.0016,-0.0002,642.49,1585.88,1393.41,554.33,2387.98,9073.13,47.03,522.41,2387.98,8145.43,8.4054,391,39.11,23.4495,261,1
9,0.0029,0.0002,641.69,1581.46,1394.2,554.67,2388.0,9062.62,47.34,522.58,2388.03,8148.79,8.3796,392,39.12,23.3762,260,1
10,0.0001,0.0003,642.18,1583.92,1390.3,554.84,2388.02,9071.57,47.32,522.67,2388.01,8146.61,8.4089,390,39.06,23.4213,259,1
11,-0.0026,-0.0003,641.9,1585.25,1393.09,554.2,2387.96,9064.45,47.3,522.0,2388.01,8146.73,8.4091,391,39.12,23.4847,258,1
12,-0.0009,-0.0001,641.97,1583.89,1394.07,554.27,2388.02,9070.86,47.12,522.96,2388.01,8147.24,8.4233,391,38.87,23.3806,257,1
13,-0.0051,-0.0005,641.9,1579.55,1402.31,554.75,2388.03,9056.42,47.11,522.42,2387.94,8149.69,8.386,392,38.96,23.4476,256,1
14,-0.0,0.0004,641.93,1578.03,1396.28,554.52,2387.97,9062.88,47.26,522.19,2388.03,8153.4,8.4214,393,39.07,23.3733,255,1
15,0.0011,-0.0001,641.88,1589.42,1394.11,554.45,2388.07,9066.3,47.09,522.74,2388.03,8144.15,8.4073,391,38.96,23.4795,254,1
16,-0.0037,0.0004,641.56,1578.43,1390.29,555.11,2388.0,9065.46,47.08,522.24,2388.02,8144.59,8.4266,391,39.12,23.4884,253,1
17,-0.0008,-0.0001,642.0,1581.87,1400.59,554.31,2387.98,9066.79,47.11,522.89,2388.02,8153.44,8.4072,391,39.04,23.4556,252,1
18,-0.0027,0.0001,642.05,1584.71,1391.09,554.25,2388.07,9066.52,46.98,522.64,2387.97,8143.8,8.4151,392,39.02,23.461,251,1
19,-0.0009,-0.0002,642.36,1588.06,1397.43,554.38,2387.95,9071.5,46.98,522.65,2387.99,8151.75,8.3674,392,38.97,23.3752,250,1
20,0.0019,0.0002,642.27,1582.85,1393.07,554.69,2387.98,9060.46,47.13,522.0,2387.99,8147.39,8.3831,391,38.86,23.3702,249,1
