time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0048,-0.0004,642.11,1584.55,1401.07,553.92,2388.06,9062.1,47.32,522.11,2387.97,8141.53,8.4081,389,38.92,23.5003,171,0
2,-0.0032,-0.0001,642.22,1589.81,1396.08,554.55,2387.99,9060.22,47.27,522.68,2387.99,8146.0,8.4052,391,38.91,23.3183,170,0
3,-0.0006,-0.0003,642.81,1582.54,1394.82,554.16,2388.01,9062.01,47.26,522.12,2387.98,8140.5,8.4239,391,38.9,23.3864,169,0
4,0.0002,-0.0002,641.34,1579.31,1399.88,554.38,2387.96,9063.73,47.26,522.3,2388.02,8148.89,8.4267,391,38.89,23.2962,168,0
5,-0.0003,0.0004,642.19,1588.7,1390.42,554.28,2388.02,9063.99,47.18,522.82,2388.01,8142.25,8.4278,392,38.91,23.3607,167,0
6,0.0013,-0.0,642.09,1580.56,1392.21,554.31,2388.0,9058.57,47.31,522.58,2388.01,8138.43,8.4004,391,39.05,23.3907,166,0
7,0.0014,-0.0003,641.88,1583.93,1396.79,554.67,2388.0,9062.14,47.37,522.04,2388.01,8140.23,8.4107,391,39.06,23.4697,165,0
8,0.0049,0.0002,641.89,1583.58,1402.23,554.51,2388.02,9066.99,47.21,522.13,2388.04,8144.65,8.3649,391,38.98,23.568,164,0
9,-0.0006,0.0002,642.3,1583.2,1395.24,554.23,2388.0,9057.85,47.37,522.08,2388.02,8148.15,8.3745,391,39.05,23.4673,163,0
10,-0.0037,-0.0,641.79,1589.27,1397.8,554.07,2388.0,9063.35,47.13,521.94,2388.01,8138.01,8.4431,391,38.9,23.4103,162,0
11,0.0034,0.0003,642.38,1585.0,1394.32,553.99,2388.06,9056.19,47.25,521.85,2388.08,8142.32,8.4158,391,38.86,23.3868,161,0
12,0.0014,0.0,642.24,1587.45,1393.36,554.49,2388.05,9051.88,47.15,521.71,2388.05,8142.01,8.4131,392,38.87,23.3288,160,0
13,-0.0063,0.0002,642.26,1588.01,1392.97,554.06,2387.99,9061.2,47.18,522.54,2387.99,8142.16,8.4267,392,38.93,23.474,159,0
14,-0.0003,-0.0,642.13,1579.74,1405.8,553.43,2388.03,9057.75,47.38,522.65,2388.06,8150.5,8.3879,392,38.9,23.4725,158,0
15,0.0029,0.0002,641.79,1579.08,1401.71,554.24,2388.02,9058.78,47.09,522.43,2388.01,8145.45,8.4353,392,38.9,23.3275,157,0
16,0.005,0.0001,642.03,1583.5,1407.92,554.72,2388.02,9064.3,47.18,521.86,2388.04,8143.81,8.3943,392,38.98,23.3815,156,0
17,0.0005,0.0003,643.53,1598.36,1401.01,554.67,2388.01,9060.07,47.29,521.46,2388.08,8138.16,8.4091,392,39.08,23.397,155,0
18,-0.001,-0.0002,642.63,1589.54,1396.83,554.67,2388.03,9062.38,47.41,522.04,2388.01,8142.95,8.3993,391,38.81,23.439,154,0
19,0.0028,0.0004,642.32,1580.65,1387.7,554.39,2387.97,9052.64,47.19,521.89,2388.02,8141.2,8.4066,392,39.1,23.4402,153,0
20,-0.0027,0.0005,642.52,1582.35,1399.63,553.69,2387.99,9058.56,47.11,521.93,2388.04,8143.56,8.3854,393,39.07,23.4653,152,0
21,0.0018,0.0001,642.4,1581.17,1400.48,554.15,2387.97,9061.13,47.07,522.2,2388.01,8146.71,8.3895,392,39.06,23.3849,151,0
22,0.0011,0.0004,642.0,1584.14,1399.34,554.57,2388.03,9051.71,47.11,522.17,2388.1,8139.87,8.415,392,38.94,23.4247,150,0
23,0.0054,0.0005,641.8,1584.96,1397.13,554.19,2388.02,9056.22,47.25,522.81,2388.04,8145.08,8.4273,392,38.79,23.3814,149,0
24,0.0005,0.0005,642.23,1581.51,1403.11,554.22,2388.05,9069.98,47.18,522.1,2387.99,8143.42,8.3777,393,39.01,23.4124,148,0
25,-0.004,0.0003,641.72,1587.26,1398.37,554.2,2388.01,9060.64,47.15,523.13,2388.0,8145.41,8.4102,392,38.94,23.3692,147,0
26,0.0019,0.0001,641.84,1579.66,1400.69,553.72,2388.03,9061.59,47.09,521.88,2388.05,8140.86,8.4058,393,39.02,23.4245,146,0
27,0.001,-0.0,642.02,1579.51,1405.96,554.53,2388.05,9061.81,47.42,521.85,2388.01,8145.23,8.3927,392,38.9,23.3729,145,0
28,0.0049,-0.0004,641.94,1585.41,1404.52,554.0,2388.1,9059.94,47.36,522.23,2388.03,8140.23,8.4364,392,39.01,23.4023,144,0
29,0.0013,0.0001,642.46,1589.54,1397.14,553.88,2387.98,9056.15,47.14,522.55,2387.99,8140.25,8.3947,392,38.93,23.4316,143,0
30,-0.0033,-0.0001,642.08,1580.9,1396.21,554.21,2388.01,9069.29,47.18,522.01,2388.05,8140.33,8.3846,393,39.11,23.3871,142,0
31,0.003,0.0,642.18,1586.7,1405.22,554.51,2388.02,9069.03,47.45,522.23,2388.04,8142.55,8.3937,392,39.08,23.3949,141,0
32,-0.0004,-0.0003,641.64,1584.62,1395.75,553.92,2388.02,9061.34,47.31,522.4,2388.06,8140.3,8.4219,391,39.11,23.3317,140,0
33,-0.0009,0.0001,641.71,1575.81,1397.64,554.1,2388.05,9056.16,47.29,521.53,2388.01,8138.89,8.422,392,39.06,23.4139,139,0
34,0.0015,0.0003,641.95,1590.26,1400.5,554.46,2388.02,9061.04,47.31,522.41,2388.06,8142.54,8.4084,391,38.89,23.3522,138,0
35,0.0023,-0.0002,641.98,1587.39,1393.17,554.85,2388.01,9059.75,47.21,521.98,2388.02,8138.16,8.4078,390,38.92,23.4472,137,0
36,0.0023,-0.0003,642.73,1590.66,1402.7,553.77,2388.03,9054.74,47.16,521.83,2387.99,8140.41,8.3665,393,38.87,23.438,136,0
37,0.0019,-0.0003,641.98,1584.45,1397.56,554.54,2388.06,9061.59,47.38,522.35,2388.01,8139.03,8.3919,390,38.77,23.346,135,0
38,0.0004,0.0005,642.12,1588.91,1396.63,554.83,2388.02,9063.43,47.32,522.1,2388.04,8141.83,8.3888,392,39.01,23.431,134,0
39,-0.0014,0.0004,641.97,1583.37,1394.21,554.34,2388.04,9068.22,47.15,521.85,2388.02,8144.24,8.4034,392,38.99,23.4507,133,0
40,-0.0013,0.0002,642.32,1575.36,1402.26,554.49,2388.02,9060.59,47.21,522.4,2388.0,8141.77,8.4128,391,38.89,23.3785,132,0
41,0.0017,-0.0001,642.63,1583.86,1400.11,553.78,2388.01,9073.64,47.13,522.17,2388.04,8146.33,8.4258,391,39.08,23.3598,131,0
42,-0.0004,0.0002,642.22,1588.47,1389.17,554.01,2387.98,9057.94,47.45,522.56,2388.01,8143.13,8.4192,391,38.88,23.4395,130,0
43,0.0001,0.0005,642.55,1583.94,1405.45,554.54,2388.01,9058.23,47.34,522.2,2388.1,8138.64,8.4263,392,39.14,23.3822,129,0
44,0.0002,-0.0002,642.62,1584.44,1396.13,554.6,2388.04,9061.82,47.25,521.7,2388.06,8140.52,8.4215,394,39.15,23.4093,128,0
45,-0.0024,-0.0004,642.18,1580.41,1398.87,553.85,2388.05,9065.7,47.08,522.15,2388.03,8144.83,8.411,391,38.72,23.3272,127,0
46,-0.0018,0.0002,641.79,1590.88,1400.68,553.89,2388.01,9060.61,47.08,522.1,2388.08,8143.1,8.4083,393,39.15,23.3679,126,0
47,-0.0002,-0.0002,642.24,1582.92,1400.89,554.47,2388.02,9058.21,47.42,522.1,2388.08,8141.54,8.3898,392,38.9,23.2949,125,0
48,0.0005,0.0002,642.51,1585.45,1398.34,554.21,2388.03,9057.67,47.24,522.07,2388.05,8140.22,8.4084,392,38.88,23.317,124,0
49,-0.0005,0.0001,642.7,1583.56,1397.89,553.8,2388.09,9052.93,47.35,521.7,2388.02,8136.35,8.4013,392,38.97,23.4629,123,0
50,-0.001,0.0005,641.67,1586.36,1393.73,553.65,2388.01,9065.65,47.43,522.35,2388.05,8142.45,8.406,392,39.0,23.4202,122,0
