time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0034,-0.0003,642.66,1581.02,1400.05,554.87,2387.99,9064.13,47.19,522.24,2388.08,8153.35,8.413,391,38.94,23.3608,215,0
2,0.0019,0.0003,642.35,1591.17,1403.99,554.48,2387.97,9067.53,47.26,522.02,2388.02,8143.42,8.3996,391,39.02,23.3779,214,0
3,-0.004,-0.0004,642.2,1589.71,1398.08,554.91,2387.99,9068.64,47.45,522.07,2388.02,8143.22,8.4215,391,38.95,23.3598,213,0
4,0.0026,-0.0004,641.74,1585.53,1408.89,555.07,2388.05,9071.36,47.27,521.79,2388.07,8145.13,8.4023,391,39.09,23.3986,212,0
5,-0.0006,0.0001,642.11,1578.21,1406.45,554.83,2388.0,9063.7,47.14,522.32,2388.03,8146.4,8.3793,391,38.91,23.4437,211,0
6,-0.0031,-0.0004,642.63,1589.03,1404.52,553.89,2387.99,9060.44,47.27,523.09,2388.04,8146.57,8.4035,391,38.76,23.4517,210,0
7,0.0013,-0.0004,642.26,1579.0,1400.55,553.96,2388.02,9062.93,47.15,522.43,2388.06,8145.23,8.4,392,38.94,23.5234,209,0
8,-0.0,-0.0004,642.35,1582.59,1399.75,554.02,2388.05,9063.62,47.33,522.51,2388.05,8150.17,8.4147,392,38.97,23.3617,208,0
9,-0.0006,-0.0002,642.21,1582.04,1398.77,554.63,2388.03,9062.24,47.21,521.89,2388.02,8143.67,8.3797,392,39.11,23.3347,207,0
10,-0.0003,0.0005,641.93,1586.49,1391.09,554.88,2388.01,9064.75,47.17,522.55,2388.02,8141.51,8.4026,392,38.96,23.4328,206,0
11,-0.0007,-0.0004,642.08,1581.89,1395.51,554.13,2388.02,9058.42,47.33,522.34,2388.0,8149.94,8.4099,392,39.04,23.3279,205,0
12,0.0026,0.0004,642.52,1580.81,1397.28,554.85,2388.04,9061.76,47.3,522.35,2388.02,8141.58,8.3841,391,38.9,23.3475,204,0
13,-0.0042,0.0002,642.49,1585.24,1398.72,554.66,2388.01,9063.05,47.25,522.28,2387.98,8151.39,8.387,391,38.93,23.3529,203,0
14,-0.0016,0.0002,642.69,1585.0,1402.3,554.24,2388.07,9062.88,47.18,522.17,2388.06,8143.26,8.3834,392,39.06,23.3631,202,0
15,0.0056,0.0004,642.1,1584.93,1393.25,554.62,2388.0,9061.26,47.24,522.37,2387.98,8140.26,8.4384,392,38.83,23.4242,201,0
16,0.0032,0.0005,642.68,1583.94,1405.22,553.92,2388.02,9067.72,47.26,521.67,2387.98,8148.42,8.4058,393,39.09,23.3661,200,0
17,-0.0008,-0.0003,642.23,1591.01,1406.69,554.62,2387.98,9059.67,47.23,522.1,2388.07,8146.11,8.415,392,39.12,23.3098,199,0
18,0.0042,-0.0004,641.96,1584.48,1398.87,553.94,2388.04,9068.2,47.27,522.54,2387.98,8148.12,8.4417,390,38.98,23.4416,198,0
19,0.0017,0.0003,641.75,1584.57,1396.24,554.19,2387.97,9060.53,47.38,522.58,2387.99,8145.28,8.3845,393,38.92,23.3302,197,0
