time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0014,-0.0001,642.44,1590.79,1412.71,554.09,2388.11,9050.18,47.6,521.1,2388.13,8120.76,8.431,393,38.82,23.3856,257,0
2,-0.0023,-0.0,642.73,1594.18,1404.4,554.05,2388.13,9046.86,47.46,521.43,2388.11,8126.19,8.426,393,38.8,23.3724,256,0
3,0.0006,-0.0005,643.09,1587.94,1408.19,553.39,2388.13,9047.44,47.66,521.24,2388.13,8130.38,8.4463,392,38.72,23.3329,255,0
4,-0.0018,0.0002,642.74,1590.48,1410.26,553.72,2388.14,9042.37,47.7,521.37,2388.11,8126.63,8.4531,393,38.83,23.3149,254,0
5,0.0021,0.0002,642.88,1584.48,1409.54,554.14,2388.14,9052.69,47.52,520.9,2388.17,8129.45,8.4645,392,38.74,23.278,253,0
6,0.0023,-0.0004,642.22,1591.72,1407.86,553.48,2388.13,9044.41,47.56,521.29,2388.14,8122.46,8.4455,394,38.87,23.2612,252,0
7,0.0007,0.0002,642.97,1589.78,1404.21,553.08,2388.17,9048.09,47.57,521.14,2388.18,8128.42,8.4142,393,38.86,23.2795,251,0
8,-0.0007,0.0001,642.52,1588.59,1409.73,553.47,2388.1,9049.85,47.55,521.08,2388.14,8122.66,8.4401,394,38.93,23.1523,250,0
9,0.0003,0.0001,642.89,1593.17,1408.81,553.39,2388.16,9044.39,47.55,521.43,2388.09,8122.34,8.4478,393,38.83,23.2897,249,0
10,-0.0017,-0.0003,642.04,1587.15,1405.05,553.79,2388.14,9049.58,47.48,521.65,2388.14,8125.75,8.4085,395,38.98,23.344,248,0
11,-0.0008,-0.0,642.57,1588.92,1408.0,552.95,2388.13,9046.44,47.56,521.03,2388.11,8128.03,8.4192,391,38.81,23.2437,247,0
