time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0035,-0.0003,642.35,1588.33,1401.91,553.6,2388.1,9042.83,47.44,521.29,2388.13,8125.68,8.4299,393,38.77,23.1735,257,0
2,-0.0002,-0.0003,642.33,1589.74,1406.03,552.96,2388.11,9039.25,47.62,521.32,2388.12,8123.78,8.4127,392,38.96,23.3675,256,0
3,0.0008,0.0005,642.59,1591.55,1406.38,552.99,2388.09,9047.01,47.43,521.16,2388.11,8124.08,8.4399,393,38.87,23.2698,255,0
4,0.0047,-0.0002,642.98,1586.73,1397.79,553.49,2388.14,9044.43,47.44,521.4,2388.17,8125.7,8.4117,392,38.83,23.2956,254,0
5,0.0003,0.0004,642.75,1588.02,1404.65,552.89,2388.12,9041.94,47.49,521.64,2388.1,8121.37,8.4247,393,38.83,23.3348,253,0
6,0.0054,-0.0004,642.49,1591.26,1401.17,553.79,2388.13,9052.13,47.46,521.38,2388.13,8126.95,8.4418,393,38.99,23.228,252,0
7,0.0036,0.0002,642.42,1594.79,1406.79,553.73,2388.1,9043.7,47.39,521.77,2388.13,8122.15,8.4134,395,39.01,23.2317,251,0
8,-0.0046,0.0005,642.94,1597.2,1412.92,553.17,2388.16,9042.65,47.42,521.55,2388.09,8129.24,8.4598,393,38.98,23.3471,250,0
9,0.0012,-0.0003,642.3,1591.35,1402.14,553.95,2388.12,9043.21,47.62,521.07,2388.13,8123.46,8.4426,394,39.01,23.2633,249,0
10,0.0024,0.0002,642.69,1592.34,1407.26,553.46,2388.08,9047.49,47.44,521.52,2388.09,8128.52,8.4241,393,38.92,23.242,248,0
11,-0.0037,0.0003,642.67,1588.01,1404.33,553.52,2388.12,9048.44,47.66,521.89,2388.09,8127.21,8.4446,391,38.96,23.3054,247,0
12,0.0002,-0.0003,642.52,1594.0,1403.13,553.04,2388.11,9047.39,47.5,521.49,2388.1,8128.08,8.4229,392,38.89,23.3865,246,0
13,0.0004,-0.0002,642.52,1591.39,1408.18,553.35,2388.09,9043.89,47.43,521.6,2388.13,8126.67,8.4028,392,39.04,23.3027,245,0
14,0.0009,-0.0004,643.46,1583.99,1404.55,553.55,2388.12,9047.95,47.48,521.46,2388.05,8130.6,8.457,393,38.81,23.3142,244,0
15,-0.0013,0.0003,642.56,1590.34,1414.77,553.03,2388.14,9037.86,47.53,521.06,2388.13,8120.63,8.431,392,38.68,23.3228,243,0
16,0.0024,0.0002,642.82,1594.77,1406.96,553.26,2388.12,9047.63,47.48,521.87,2388.15,8125.33,8.4105,394,38.69,23.3162,242,0
17,0.0007,0.0005,642.56,1585.94,1408.5,553.56,2388.16,9034.34,47.42,521.97,2388.1,8128.66,8.477,392,38.92,23.3617,241,0
18,0.0,-0.0003,643.05,1591.84,1399.09,553.3,2388.16,9044.61,47.38,521.8,2388.11,8126.66,8.4275,394,38.91,23.3441,240,0
