time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0007,-0.0003,642.53,1588.31,1413.64,553.33,2388.1,9058.18,47.71,521.14,2388.12,8135.52,8.4434,392,38.76,23.281,155,0
2,0.0031,0.0004,643.2,1595.76,1399.79,553.25,2388.1,9056.7,47.62,521.21,2388.11,8141.75,8.4312,393,38.85,23.2111,154,0
3,-0.0003,0.0001,642.65,1595.12,1409.8,552.97,2388.14,9057.76,47.38,521.67,2388.1,8138.62,8.4099,393,38.93,23.3368,153,0
4,-0.0046,-0.0001,642.52,1590.77,1412.93,553.53,2388.11,9050.4,47.52,521.53,2388.11,8132.51,8.4282,395,38.65,23.3241,152,0
5,0.0021,0.0003,642.83,1590.97,1409.11,554.32,2388.16,9057.46,47.46,521.81,2388.11,8135.87,8.4732,394,38.74,23.3345,151,0
6,0.0021,0.0002,642.71,1588.98,1413.46,553.06,2388.11,9064.03,47.54,521.42,2388.11,8132.36,8.4301,395,38.67,23.2562,150,0
7,-0.0002,0.0001,642.45,1590.13,1402.86,553.55,2388.14,9055.79,47.53,521.18,2388.13,8138.03,8.4399,393,38.69,23.3006,149,0
8,0.0002,0.0,642.65,1589.99,1411.23,552.92,2388.13,9059.69,47.66,520.83,2388.11,8138.6,8.4406,392,38.88,23.2973,148,0
9,-0.0004,0.0002,642.4,1589.47,1406.09,553.39,2388.07,9053.45,47.53,521.2,2388.13,8138.11,8.4467,393,38.73,23.2534,147,0
10,-0.0043,0.0005,642.88,1581.72,1412.01,553.38,2388.14,9063.41,47.66,521.42,2388.11,8135.89,8.434,393,38.81,23.4039,146,0
11,-0.0017,-0.0004,642.61,1591.26,1407.39,552.95,2388.15,9060.01,47.59,520.8,2388.15,8140.49,8.4357,393,38.88,23.222,145,0
12,0.0007,0.0002,642.25,1593.93,1412.03,552.84,2388.04,9062.83,47.39,521.19,2388.12,8137.74,8.4848,393,38.62,23.3359,144,0
13,-0.0023,-0.0001,643.15,1584.19,1404.72,553.35,2388.17,9060.0,47.51,521.22,2388.11,8137.48,8.4344,392,38.73,23.2646,143,0
14,0.0029,0.0001,642.73,1599.19,1408.53,553.49,2388.14,9058.53,47.39,521.63,2388.09,8133.82,8.4277,393,38.68,23.2429,142,0
15,0.002,-0.0001,642.24,1584.62,1419.89,552.97,2388.05,9061.51,47.5,521.37,2388.08,8137.49,8.4229,394,38.79,23.3324,141,0
16,0.0008,0.0001,642.72,1583.98,1408.3,553.11,2388.13,9045.48,47.58,521.4,2388.12,8135.8,8.4478,393,38.77,23.3115,140,0
17,-0.0005,-0.0001,642.22,1586.89,1413.53,552.53,2388.13,9047.94,47.49,521.57,2388.15,8137.73,8.4176,393,38.87,23.1591,139,0
18,0.0003,0.0003,642.86,1588.62,1410.55,553.14,2388.11,9054.67,47.85,521.12,2388.1,8138.21,8.4533,394,38.86,23.2154,138,0
19,-0.0,-0.0002,642.92,1592.1,1410.89,553.08,2388.14,9058.73,47.59,520.9,2388.14,8138.54,8.4774,393,38.92,23.3998,137,0
20,0.0001,0.0001,642.35,1593.57,1404.17,553.21,2388.13,9057.1,47.65,521.39,2388.12,8139.42,8.4271,391,38.72,23.0989,136,0
21,-0.002,-0.0002,643.08,1589.77,1413.23,553.64,2388.13,9060.84,47.4,521.52,2388.08,8140.09,8.4476,391,38.53,23.199,135,0
22,0.0016,-0.0,642.27,1587.27,1409.71,552.35,2388.09,9062.27,47.68,521.22,2388.14,8141.74,8.4386,393,38.85,23.2997,134,0
23,0.0025,-0.0002,643.18,1597.47,1407.61,553.14,2388.08,9059.76,47.57,521.37,2388.13,8137.92,8.4603,393,38.61,23.2407,133,0
24,0.002,-0.0002,642.08,1592.99,1407.47,553.44,2388.1,9052.79,47.71,520.93,2388.11,8133.61,8.4522,393,38.91,23.1466,132,0
25,0.0016,0.0001,642.84,1594.52,1399.72,553.09,2388.08,9059.45,47.53,521.75,2388.07,8139.25,8.438,392,38.84,23.3453,131,0
26,-0.0003,-0.0002,642.71,1586.53,1409.36,553.56,2388.15,9068.46,47.62,520.91,2388.17,8136.38,8.4709,394,38.94,23.3311,130,0
27,-0.0005,-0.0002,643.08,1582.19,1416.22,553.47,2388.08,9045.94,47.55,521.8,2388.13,8134.91,8.4323,394,38.89,23.4184,129,0
28,0.0017,-0.0004,642.61,1594.8,1409.28,553.58,2388.09,9053.07,47.62,521.42,2388.1,8136.68,8.4782,392,38.8,23.2208,128,0
29,0.0009,-0.0001,642.89,1590.97,1403.04,553.49,2388.06,9059.11,47.49,520.99,2388.14,8141.12,8.466,393,38.96,23.3545,127,0
30,-0.0016,-0.0004,642.88,1589.59,1411.47,553.07,2388.17,9059.22,47.58,521.16,2388.11,8141.21,8.4471,394,38.77,23.2888,126,0
31,-0.0074,0.0001,643.03,1593.97,1409.16,552.96,2388.18,9059.93,47.64,520.85,2388.11,8137.03,8.4568,393,38.84,23.3496,125,0
32,-0.0003,0.0,642.68,1585.89,1410.53,552.81,2388.11,9049.42,47.59,520.94,2388.08,8137.63,8.4371,394,38.9,23.396,124,0
33,-0.0015,0.0003,642.76,1588.61,1415.82,552.77,2388.08,9059.74,47.57,521.45,2388.1,8136.71,8.4417,395,38.76,23.2558,123,0
34,0.0016,-0.0004,642.98,1585.51,1414.99,552.75,2388.12,9060.95,47.55,520.81,2388.12,8135.71,8.3842,394,38.68,23.3852,122,0
35,0.0003,0.0005,641.99,1588.87,1405.43,553.85,2388.13,9063.12,47.56,520.9,2388.15,8136.33,8.434,394,38.93,23.3954,121,0
36,-0.0027,0.0003,642.98,1590.58,1405.11,553.06,2388.08,9057.66,47.59,521.74,2388.08,8135.07,8.416,391,38.92,23.2829,120,0
37,0.0024,0.0001,642.68,1591.97,1414.65,553.36,2388.08,9057.39,47.78,521.38,2388.1,8134.1,8.4625,394,38.87,23.2908,119,0
38,-0.0031,-0.0003,643.22,1584.79,1417.73,552.96,2388.11,9060.03,47.58,521.17,2388.09,8136.08,8.4522,395,38.73,23.2943,118,0
39,-0.0018,0.0001,642.75,1587.07,1419.1,553.14,2388.13,9062.26,47.68,521.23,2388.07,8137.51,8.451,393,38.9,23.3931,117,0
40,0.0006,-0.0001,642.65,1592.86,1408.49,552.64,2388.14,9055.83,47.61,521.6,2388.13,8134.79,8.4172,393,38.73,23.2059,116,0
