time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0012,0.0002,642.18,1588.8,1402.01,554.6,2388.07,9047.93,47.27,522.05,2388.09,8128.58,8.3918,393,38.89,23.3684,257,0
2,-0.0018,-0.0001,641.88,1593.16,1399.12,553.26,2388.07,9048.39,47.55,522.25,2388.07,8127.35,8.4228,393,38.82,23.1583,256,0
3,-0.0019,-0.0005,642.13,1590.7,1406.24,554.0,2388.08,9044.06,47.26,521.6,2388.06,8131.55,8.4193,393,39.13,23.4247,255,0
4,-0.0017,-0.0003,642.21,1585.16,1405.02,553.41,2388.09,9044.25,47.21,521.28,2388.08,8132.61,8.4331,392,38.91,23.3831,254,0
5,-0.0004,0.0,642.44,1586.62,1401.43,553.38,2388.07,9048.69,47.31,521.8,2388.09,8128.1,8.416,392,38.89,23.3398,253,0
6,0.0008,0.0002,642.82,1582.83,1401.1,553.65,2388.11,9051.76,47.17,522.24,2388.05,8128.59,8.3905,392,38.96,23.3268,252,0
7,0.0001,0.0001,641.85,1588.45,1405.55,554.37,2388.04,9043.09,47.33,522.33,2388.09,8130.21,8.4185,391,38.72,23.4918,251,0
8,0.0036,0.0001,642.43,1578.38,1402.15,553.7,2388.05,9048.45,47.36,522.0,2388.11,8134.51,8.4362,392,38.95,23.4366,250,0
9,-0.0045,-0.0001,641.98,1583.88,1405.76,553.7,2388.04,9050.46,47.43,522.14,2388.06,8128.76,8.3818,393,38.89,23.3456,249,0
10,-0.0039,-0.0004,642.03,1586.88,1404.02,553.31,2388.13,9042.78,47.37,522.46,2388.08,8128.82,8.4367,391,38.84,23.3609,248,0
11,0.0021,-0.0,642.5,1585.53,1406.32,554.25,2388.11,9051.65,47.44,522.05,2388.09,8132.26,8.4428,392,38.71,23.3716,247,0
12,0.0022,0.0001,642.29,1582.18,1406.67,554.38,2388.11,9047.72,47.3,522.21,2388.05,8132.68,8.4375,391,39.01,23.3361,246,0
13,-0.0021,-0.0005,642.47,1584.3,1404.19,553.68,2388.06,9046.87,47.32,521.29,2388.14,8132.34,8.4427,391,38.9,23.4039,245,0
14,0.0018,-0.0004,642.21,1592.08,1404.19,554.0,2388.12,9053.36,47.46,521.42,2388.09,8132.55,8.4494,393,38.72,23.4016,244,0
15,-0.0012,-0.0004,642.32,1588.47,1404.91,553.1,2388.08,9044.32,47.49,522.07,2388.1,8124.31,8.4144,393,38.91,23.2798,243,0
16,-0.0004,-0.0005,642.82,1590.79,1400.95,554.15,2388.08,9050.31,47.24,522.11,2388.05,8129.69,8.4099,393,38.93,23.4363,242,0
17,0.0027,0.0001,642.13,1585.77,1407.39,554.33,2388.11,9048.21,47.39,522.01,2388.13,8131.09,8.4283,393,38.98,23.4734,241,0
18,0.0009,-0.0003,642.74,1586.62,1402.7,554.36,2388.05,9045.96,47.28,521.81,2388.11,8130.33,8.4431,392,38.88,23.3907,240,0
