time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0012,-0.0003,642.36,1585.31,1410.49,554.17,2388.03,9063.14,47.35,521.77,2388.05,8140.22,8.4118,393,38.97,23.3626,262,0
2,-0.0003,0.0002,642.36,1592.02,1413.11,553.47,2388.08,9063.19,47.5,521.77,2388.09,8143.61,8.4475,391,39.02,23.2508,261,0
3,0.0004,0.0003,642.42,1590.35,1404.77,553.76,2388.03,9062.22,47.29,521.71,2388.06,8141.84,8.3996,392,38.88,23.3794,260,0
4,0.0016,0.0005,642.75,1591.52,1405.2,553.64,2388.01,9059.76,47.5,522.01,2388.04,8145.62,8.4355,392,38.93,23.3148,259,0
5,0.0008,0.0,642.78,1581.17,1400.21,554.46,2388.08,9061.0,47.33,521.85,2388.03,8138.39,8.4251,394,38.99,23.2897,258,0
6,0.0015,-0.0001,642.54,1585.23,1398.6,553.6,2388.05,9051.65,47.53,521.8,2388.1,8140.25,8.3948,392,38.89,23.3806,257,0
7,-0.0004,0.0001,642.08,1592.13,1407.66,553.45,2388.07,9057.31,47.36,521.82,2388.04,8134.94,8.431,392,38.78,23.3228,256,0
8,0.0013,-0.0,642.54,1589.52,1404.29,554.03,2388.02,9055.02,47.54,521.36,2388.09,8137.26,8.4564,393,39.0,23.4121,255,0
9,-0.0007,-0.0001,642.35,1583.79,1400.58,553.61,2388.03,9050.65,47.33,521.42,2388.03,8138.31,8.4233,392,38.85,23.4172,254,0
10,-0.001,-0.0003,643.47,1587.51,1405.85,553.51,2388.03,9059.11,47.31,521.97,2388.08,8143.37,8.4154,393,38.95,23.3992,253,0
11,-0.0004,-0.0002,642.7,1595.59,1403.98,554.44,2388.1,9056.3,47.44,522.13,2388.06,8142.92,8.4208,391,38.79,23.3079,252,0
12,-0.0011,0.0003,642.88,1587.2,1405.0,554.09,2388.1,9060.52,47.22,521.48,2388.1,8134.43,8.4682,392,38.84,23.3434,251,0
13,0.0041,0.0,642.53,1580.81,1399.29,553.72,2388.06,9056.15,47.4,521.72,2388.07,8137.4,8.4245,394,38.83,23.3546,250,0
14,0.0017,0.0005,642.43,1592.47,1405.22,553.49,2388.04,9058.11,47.37,521.67,2388.11,8139.83,8.4157,393,38.69,23.3443,249,0
15,0.0021,0.0003,642.51,1584.95,1402.21,554.31,2388.06,9063.51,47.53,522.29,2388.08,8143.03,8.3952,392,38.63,23.3275,248,0
16,0.0033,0.0002,642.76,1582.78,1400.33,554.11,2388.07,9061.23,47.34,521.93,2388.07,8143.89,8.4256,391,38.88,23.3454,247,0
17,-0.0005,0.0001,642.3,1581.44,1410.59,553.48,2388.08,9056.78,47.35,521.71,2388.03,8141.26,8.4374,393,38.92,23.303,246,0
18,-0.0001,0.0002,642.22,1585.83,1404.27,553.58,2388.07,9052.81,47.38,521.58,2388.09,8136.67,8.4202,391,38.85,23.4397,245,0
19,-0.003,-0.0003,642.72,1591.02,1402.36,553.72,2388.07,9061.6,47.41,521.37,2388.1,8137.7,8.4411,392,38.78,23.3033,244,0
20,-0.0027,0.0005,642.24,1584.21,1403.03,553.4,2388.03,9059.77,47.36,521.42,2388.02,8147.42,8.3881,392,38.74,23.4238,243,0
21,-0.0063,0.0003,642.49,1591.7,1409.15,553.73,2388.06,9061.76,47.49,521.65,2388.03,8139.75,8.4356,394,38.83,23.2694,242,0
22,-0.0007,0.0001,641.99,1590.04,1406.36,554.15,2388.15,9064.89,47.59,522.35,2388.08,8136.67,8.4091,392,38.91,23.2282,241,0
23,0.0001,0.0002,642.23,1583.54,1409.46,553.99,2388.05,9057.28,47.47,521.31,2388.03,8137.92,8.4385,394,38.73,23.3493,240,0
