time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0006,0.0001,643.17,1592.96,1403.55,553.55,2388.13,9039.56,47.71,521.66,2388.16,8114.99,8.4392,394,38.88,23.2411,169,0
2,-0.0007,-0.0,642.76,1584.18,1410.07,553.43,2388.1,9040.17,47.31,521.51,2388.1,8127.21,8.4252,391,38.84,23.327,168,0
3,0.0006,0.0004,642.15,1591.01,1412.72,552.66,2388.12,9046.4,47.54,521.45,2388.1,8122.59,8.4467,392,38.94,23.356,167,0
4,0.0043,0.0001,642.07,1586.03,1409.4,553.29,2388.11,9035.03,47.68,520.95,2388.15,8123.23,8.4426,392,38.81,23.2868,166,0
5,-0.0055,-0.0002,642.7,1591.79,1407.08,552.87,2388.09,9038.6,47.6,521.21,2388.12,8119.07,8.4568,393,38.79,23.2128,165,0
6,0.0032,0.0005,642.89,1589.09,1404.07,553.41,2388.15,9037.09,47.71,521.72,2388.13,8124.51,8.4773,393,38.73,23.2997,164,0
7,-0.0004,0.0003,642.95,1590.79,1405.16,553.37,2388.08,9040.35,47.49,521.52,2388.19,8122.39,8.4347,393,38.82,23.3652,163,0
8,0.0016,0.0003,642.45,1587.12,1408.99,553.29,2388.15,9040.33,47.61,521.89,2388.1,8122.79,8.4635,393,38.95,23.3005,162,0
9,0.0016,-0.0004,642.31,1588.66,1409.23,553.96,2388.16,9037.65,47.52,521.75,2388.12,8122.34,8.4721,393,38.92,23.2729,161,0
10,-0.0023,-0.0001,642.91,1588.76,1400.25,553.54,2388.16,9041.4,47.46,521.71,2388.12,8125.02,8.4689,393,38.91,23.2817,160,0
11,-0.0006,0.0003,642.46,1594.02,1417.75,553.37,2388.08,9038.58,47.49,521.79,2388.14,8119.27,8.4394,390,38.86,23.3068,159,0
12,-0.001,-0.0001,643.22,1593.25,1400.5,553.73,2388.16,9038.54,47.62,520.9,2388.12,8126.58,8.4374,392,38.79,23.4243,158,0
13,-0.0023,0.0001,642.65,1585.51,1405.33,553.56,2388.12,9046.89,47.35,521.29,2388.15,8121.65,8.4668,392,38.75,23.3089,157,0
14,-0.0026,-0.0,642.84,1590.71,1407.41,553.26,2388.1,9044.71,47.53,521.47,2388.21,8124.55,8.4634,393,38.74,23.2338,156,0
15,0.0004,-0.0004,642.56,1590.14,1407.49,553.15,2388.1,9034.77,47.54,521.25,2388.09,8122.04,8.4193,392,38.75,23.304,155,0
16,-0.0029,-0.0005,642.85,1588.2,1404.33,553.83,2388.15,9042.08,47.25,521.3,2388.14,8125.31,8.4716,393,38.77,23.2778,154,0
17,-0.0024,0.0002,642.54,1588.06,1408.33,553.04,2388.07,9045.16,47.49,521.3,2388.18,8124.07,8.4567,393,38.86,23.2742,153,0
18,0.0015,-0.0004,642.49,1588.12,1405.54,553.0,2388.18,9034.87,47.69,521.75,2388.17,8119.07,8.4145,392,38.79,23.2062,152,0
19,-0.0019,0.0004,642.85,1593.62,1410.57,552.95,2388.16,9041.43,47.6,521.4,2388.13,8118.95,8.4423,394,38.95,23.2929,151,0
20,0.0008,-0.0003,642.72,1589.67,1414.47,553.29,2388.11,9036.52,47.63,521.35,2388.13,8120.44,8.4208,393,38.88,23.1987,150,0
21,-0.0031,-0.0004,642.95,1592.94,1409.17,553.13,2388.18,9040.7,47.45,521.32,2388.11,8121.64,8.4438,391,38.97,23.3052,149,0
22,0.0011,-0.0002,642.36,1586.41,1409.86,553.13,2388.22,9037.52,47.53,521.3,2388.06,8122.1,8.4454,393,38.87,23.3522,148,0
