time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0018,-0.0003,641.82,1587.44,1400.17,554.43,2388.0,9055.79,47.35,522.15,2388.04,8137.62,8.4068,392,38.84,23.4836,200,0
2,0.0017,-0.0002,642.46,1587.02,1400.57,554.32,2388.04,9068.76,47.33,522.4,2388.09,8144.79,8.4068,392,38.96,23.3865,199,0
3,-0.0015,-0.0001,642.27,1584.48,1399.93,553.84,2388.02,9058.35,47.2,522.55,2387.99,8143.59,8.4092,392,39.01,23.4362,198,0
4,-0.0037,-0.0001,642.31,1584.94,1402.02,554.67,2388.02,9061.39,47.27,521.83,2388.02,8145.47,8.4322,392,38.84,23.3513,197,0
5,-0.0042,-0.0005,642.12,1578.93,1399.48,553.94,2388.01,9056.11,47.18,521.69,2388.03,8139.92,8.4355,393,39.14,23.3293,196,0
6,-0.0011,-0.0005,642.19,1588.18,1401.68,553.63,2388.02,9058.23,47.45,522.14,2388.03,8141.03,8.411,392,38.86,23.4299,195,0
7,-0.0032,-0.0,642.43,1588.9,1401.81,554.21,2388.05,9062.25,47.17,521.96,2388.06,8141.87,8.4296,394,38.88,23.4498,194,0
8,0.0015,-0.0004,642.26,1588.48,1402.43,554.02,2388.05,9058.7,47.39,522.17,2388.08,8141.73,8.4133,392,38.89,23.3647,193,0
9,-0.0021,-0.0004,641.57,1585.23,1408.18,554.72,2388.04,9064.87,47.25,522.24,2388.05,8138.47,8.3966,393,39.0,23.3596,192,0
10,0.0029,-0.0005,642.39,1586.31,1400.64,554.2,2388.04,9059.51,47.28,522.66,2388.05,8142.28,8.3925,392,39.13,23.3207,191,0
11,-0.0046,0.0004,642.01,1580.86,1408.55,554.42,2388.01,9054.28,47.33,521.96,2388.06,8139.78,8.396,391,38.94,23.3083,190,0
12,0.0007,-0.0005,641.83,1589.26,1406.92,553.8,2388.05,9057.01,47.36,522.02,2388.0,8136.71,8.3916,392,39.17,23.3521,189,0
13,-0.002,0.0,642.18,1584.43,1403.23,554.15,2387.97,9051.41,47.21,522.34,2388.03,8140.44,8.3877,392,38.95,23.3709,188,0
14,-0.0001,0.0002,642.34,1591.29,1403.67,554.34,2388.02,9062.92,47.49,522.06,2388.07,8139.82,8.4062,392,39.06,23.388,187,0
15,-0.0009,-0.0004,642.29,1591.32,1401.34,555.12,2388.01,9055.99,47.5,522.4,2388.03,8140.24,8.3623,392,38.88,23.3763,186,0
16,-0.0033,-0.0001,642.31,1591.52,1398.68,554.46,2388.05,9057.01,47.52,522.21,2388.03,8141.75,8.4556,391,38.95,23.2825,185,0
17,0.0031,-0.0,642.37,1585.91,1399.72,553.86,2388.06,9057.77,47.28,521.95,2388.06,8138.63,8.3976,392,38.93,23.3542,184,0
18,-0.0023,-0.0003,642.71,1589.06,1405.9,554.28,2388.07,9060.13,47.33,521.58,2388.06,8145.6,8.3885,389,38.75,23.3325,183,0
19,-0.0011,-0.0002,643.02,1588.82,1402.03,554.16,2388.06,9064.61,47.42,521.74,2388.07,8138.81,8.4467,392,38.93,23.3266,182,0
20,0.0006,0.0001,642.31,1581.42,1398.0,553.83,2388.01,9053.78,47.41,522.41,2388.02,8139.82,8.4209,393,38.89,23.2519,181,0
21,0.0016,-0.0001,642.25,1583.57,1400.04,554.19,2388.06,9054.94,47.13,522.09,2388.07,8137.18,8.4176,392,38.91,23.4113,180,0
22,0.0008,0.0002,642.19,1592.69,1404.83,553.45,2388.07,9065.94,47.17,522.12,2388.04,8138.55,8.3919,393,38.87,23.4156,179,0
23,0.0008,-0.0001,642.63,1587.18,1404.02,554.46,2388.04,9055.07,47.33,521.79,2388.08,8139.69,8.413,392,38.95,23.4283,178,0
24,0.001,-0.0001,642.49,1584.35,1396.52,553.63,2388.01,9054.82,47.16,522.13,2388.04,8143.72,8.3848,392,38.98,23.3199,177,0
25,0.0005,-0.0001,642.33,1583.2,1401.98,554.09,2388.06,9063.51,47.36,521.94,2388.07,8139.03,8.4103,393,38.99,23.3375,176,0
26,0.0004,0.0002,642.2,1588.17,1399.03,554.32,2388.11,9057.63,47.17,521.67,2388.08,8140.73,8.4561,393,39.08,23.3851,175,0
27,-0.0028,0.0002,642.65,1579.05,1399.18,554.76,2388.07,9054.88,47.43,522.28,2388.09,8135.95,8.4,393,39.02,23.3691,174,0
28,0.0026,-0.0002,643.07,1584.53,1397.6,554.24,2388.05,9054.04,47.48,522.11,2388.13,8142.13,8.4018,391,38.75,23.5374,173,0
29,0.0004,-0.0002,642.52,1581.88,1406.66,554.68,2388.01,9057.08,47.36,522.42,2388.11,8142.29,8.4239,392,38.98,23.2999,172,0
30,-0.0032,-0.0004,642.45,1589.4,1398.67,554.49,2388.07,9061.6,47.25,521.75,2388.04,8139.16,8.4267,393,38.9,23.4163,171,0
31,-0.0003,-0.0001,642.1,1581.48,1404.84,553.76,2388.13,9061.82,47.35,522.12,2388.04,8141.55,8.4326,391,38.87,23.2459,170,0
32,0.0006,-0.0005,642.45,1587.25,1406.95,553.23,2388.03,9063.44,47.29,521.91,2388.02,8139.77,8.3926,392,38.95,23.4177,169,0
33,0.0032,0.0002,642.6,1591.05,1395.96,553.55,2388.01,9054.44,47.28,521.85,2388.04,8136.99,8.4344,393,39.02,23.3844,168,0
34,0.002,-0.0002,642.31,1578.73,1398.32,554.31,2388.03,9055.7,47.39,521.97,2388.1,8144.79,8.4056,393,38.98,23.3522,167,0
35,0.0034,0.0004,642.34,1581.29,1403.6,553.39,2388.04,9057.52,47.17,521.88,2388.04,8143.55,8.4209,393,38.93,23.3455,166,0
36,0.0,-0.0004,642.24,1585.67,1400.28,553.67,2388.04,9057.44,47.27,521.59,2388.0,8138.22,8.4124,393,39.12,23.3566,165,0
37,-0.0015,-0.0004,642.48,1584.99,1395.15,554.34,2388.01,9062.7,47.38,522.13,2388.06,8141.95,8.4153,391,38.93,23.4317,164,0
38,0.0017,0.0,642.15,1583.64,1394.51,553.95,2388.02,9061.92,47.47,522.15,2388.04,8133.61,8.4127,391,38.87,23.439,163,0
39,-0.0011,-0.0005,642.41,1590.17,1395.72,554.75,2387.99,9058.65,47.27,522.14,2388.09,8140.47,8.3995,392,38.87,23.3715,162,0
40,-0.0006,0.0003,641.76,1587.47,1407.82,553.06,2388.02,9071.98,47.3,522.17,2388.1,8138.2,8.426,393,38.74,23.3231,161,0
41,-0.0019,0.0003,642.38,1585.75,1404.62,553.84,2388.02,9063.67,47.37,522.03,2388.06,8142.2,8.3917,392,38.91,23.3278,160,0
42,-0.0028,-0.0001,642.77,1595.95,1399.21,553.53,2388.11,9053.32,47.32,522.14,2388.07,8134.67,8.4247,392,38.95,23.4647,159,0
