time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0026,-0.0004,642.27,1570.12,1395.33,554.39,2388.04,9049.0,47.22,522.75,2388.08,8130.18,8.3746,390,39.07,23.4241,242,0
2,0.0023,-0.0002,642.26,1586.19,1397.23,554.55,2388.01,9040.59,47.27,522.69,2388.03,8134.32,8.3723,393,39.11,23.4347,241,0
3,0.0031,0.0001,642.26,1584.88,1392.93,554.22,2388.01,9050.68,47.14,522.56,2387.99,8138.53,8.3793,390,39.09,23.4182,240,0
4,0.0008,0.0001,642.3,1582.61,1394.01,554.63,2388.01,9053.85,47.06,522.23,2388.04,8134.7,8.4426,391,39.01,23.4582,239,0
5,-0.0029,0.0005,642.21,1585.7,1404.84,555.61,2388.02,9049.6,47.02,522.38,2388.05,8134.65,8.4301,392,39.12,23.3561,238,0
6,-0.0012,0.0002,642.33,1584.75,1399.38,554.47,2387.98,9051.58,47.1,522.93,2387.97,8134.18,8.3834,393,39.0,23.4688,237,0
7,0.0018,0.0005,642.08,1580.41,1399.71,554.56,2387.96,9049.93,47.19,522.23,2388.05,8135.4,8.3755,394,39.04,23.5118,236,0
8,-0.0009,0.0,641.67,1582.81,1397.37,554.37,2388.04,9054.35,47.32,522.54,2387.98,8131.38,8.3803,393,39.15,23.3799,235,0
9,0.004,0.0002,641.63,1589.48,1397.65,555.21,2388.03,9048.04,47.21,522.38,2388.06,8135.1,8.4116,392,39.15,23.3919,234,0
10,-0.0021,-0.0,641.75,1582.57,1397.22,554.48,2388.02,9050.59,47.26,522.29,2388.04,8132.02,8.3748,391,39.03,23.3944,233,0
11,-0.0024,0.0006,642.49,1589.6,1398.87,554.46,2388.04,9048.12,47.07,522.52,2388.0,8133.92,8.3925,392,39.16,23.46,232,0
12,-0.0009,-0.0,641.58,1582.6,1394.81,554.57,2387.97,9055.35,47.21,523.03,2388.04,8131.64,8.3931,390,39.05,23.3974,231,0
13,-0.0011,-0.0004,642.45,1585.41,1398.36,553.57,2388.07,9047.14,47.11,522.58,2388.05,8136.99,8.4092,391,39.15,23.5044,230,0
14,-0.0007,-0.0001,641.67,1581.96,1390.22,554.36,2388.06,9054.57,47.16,521.84,2388.05,8136.57,8.3567,391,39.14,23.4645,229,0
15,0.0024,-0.0003,642.65,1581.74,1395.66,554.54,2387.97,9049.16,47.12,522.65,2388.01,8136.71,8.3929,391,39.07,23.4396,228,0
16,0.0014,-0.0002,641.68,1590.41,1397.63,554.46,2388.0,9051.18,47.19,522.03,2388.04,8131.92,8.3827,391,39.11,23.4643,227,0
17,-0.0005,0.0003,642.18,1589.27,1404.23,554.85,2388.01,9053.77,47.39,521.81,2388.06,8137.6,8.3969,391,38.93,23.5095,226,0
18,0.0011,-0.0001,642.32,1583.89,1398.61,555.2,2388.0,9048.48,47.25,522.04,2388.08,8136.11,8.3892,391,39.21,23.4062,225,0
19,-0.0025,-0.0004,641.84,1581.18,1393.65,554.68,2388.02,9053.88,47.01,522.4,2388.01,8136.75,8.3977,391,39.01,23.4227,224,0
20,-0.0011,0.0003,642.46,1582.05,1395.13,554.89,2388.07,9053.35,47.15,522.47,2388.06,8130.98,8.3925,391,39.02,23.4618,223,0
21,0.0019,0.0003,641.78,1586.84,1394.42,555.09,2388.01,9053.31,47.09,522.0,2388.0,8131.07,8.4171,391,38.84,23.4243,222,0
22,-0.0002,-0.0001,642.24,1581.05,1394.02,554.54,2388.04,9052.84,47.13,521.88,2388.07,8141.44,8.3823,390,38.99,23.4411,221,0
23,-0.0011,0.0002,642.51,1582.52,1399.9,554.77,2388.0,9044.88,47.18,521.94,2388.03,8131.19,8.3965,391,38.99,23.3951,220,0
24,-0.0014,-0.0002,642.52,1582.27,1390.23,554.49,2388.03,9050.43,46.93,523.15,2388.0,8131.21,8.4057,391,38.8,23.3463,219,0
25,0.0017,-0.0,642.33,1586.7,1398.26,554.67,2388.1,9049.74,47.01,522.95,2388.0,8136.51,8.3792,390,39.0,23.4491,218,0
26,-0.0002,0.0005,642.06,1584.25,1398.9,554.77,2388.11,9048.73,47.05,522.69,2387.98,8135.28,8.3741,394,39.07,23.4076,217,0
27,0.0,0.0,642.26,1589.1,1405.88,554.46,2388.02,9051.46,47.28,522.59,2388.1,8138.87,8.3953,390,39.02,23.3834,216,0
28,-0.003,0.0005,641.65,1595.4,1396.22,554.26,2388.0,9058.48,47.03,522.48,2388.1,8136.61,8.3986,391,38.99,23.4758,215,0
29,0.005,-0.0002,642.13,1585.02,1401.92,554.1,2388.03,9053.89,47.21,522.07,2388.05,8130.71,8.3733,394,38.87,23.3613,214,0
30,-0.0015,-0.0004,641.92,1582.21,1400.52,554.24,2388.0,9052.99,47.19,522.57,2388.05,8136.72,8.3987,390,39.15,23.338,213,0
31,-0.0022,0.0003,642.39,1580.24,1398.46,554.82,2387.98,9058.09,47.16,522.44,2388.04,8139.36,8.3919,393,39.0,23.3508,212,0
32,-0.0024,0.0003,641.94,1580.77,1397.55,554.8,2388.02,9051.37,47.22,522.32,2388.01,8131.91,8.3928,389,38.83,23.3226,211,0
33,0.0013,0.0004,642.29,1583.33,1394.34,554.39,2388.07,9055.3,47.28,522.8,2388.02,8141.17,8.3789,392,39.11,23.4231,210,0
34,0.0014,-0.0002,641.99,1584.2,1397.87,554.37,2388.02,9051.22,47.07,522.69,2388.04,8135.78,8.389,391,38.96,23.4317,209,0
35,0.0013,0.0002,642.07,1577.23,1393.42,554.88,2388.02,9048.34,47.08,521.86,2388.03,8135.53,8.4076,392,39.01,23.4019,208,0
36,0.0025,-0.0004,641.81,1590.3,1395.08,554.0,2388.01,9058.02,47.32,522.56,2388.0,8129.88,8.396,391,38.85,23.3518,207,0
37,-0.0,0.0005,642.19,1581.74,1403.99,554.67,2388.03,9045.02,47.3,522.08,2388.01,8132.27,8.3744,392,39.12,23.4667,206,0
38,-0.0017,0.0005,642.07,1584.39,1400.27,554.39,2387.98,9055.27,47.19,522.77,2387.97,8135.76,8.3798,391,39.17,23.4461,205,0
39,0.0013,-0.0002,642.05,1580.13,1408.02,554.86,2388.04,9051.81,47.09,523.04,2387.99,8135.23,8.3738,389,38.93,23.4225,204,0
40,0.0029,0.0001,641.7,1587.7,1394.85,553.82,2388.05,9048.68,47.13,523.16,2388.05,8135.8,8.4044,393,39.16,23.4066,203,0
41,0.0,-0.0003,641.63,1586.38,1397.09,555.02,2388.08,9053.59,47.14,522.5,2388.05,8134.64,8.4212,392,39.12,23.3605,202,0
42,0.0004,-0.0003,642.06,1585.32,1405.12,555.06,2388.01,9050.92,47.2,522.53,2388.04,8131.11,8.3885,394,38.95,23.3733,201,0
43,0.0012,0.0001,642.4,1584.48,1399.87,554.13,2388.08,9056.7,47.12,521.98,2388.08,8131.56,8.4166,391,38.98,23.3712,200,0
44,0.0016,0.0005,642.18,1588.17,1403.24,554.95,2387.93,9049.44,47.01,522.13,2388.06,8132.81,8.3943,391,39.03,23.4225,199,0
45,-0.0017,0.0004,641.84,1579.17,1398.16,554.36,2388.04,9045.86,47.15,522.3,2387.99,8136.47,8.4138,391,39.04,23.3962,198,0
46,0.0004,0.0004,641.91,1587.52,1395.55,555.05,2388.02,9057.13,47.22,522.62,2387.98,8140.45,8.3763,392,39.13,23.5021,197,0
47,-0.0038,0.0005,641.87,1588.79,1394.37,554.11,2388.04,9046.7,47.13,523.01,2388.02,8133.4,8.4504,391,39.14,23.4754,196,0
48,0.0016,0.0005,642.23,1582.48,1400.99,554.86,2388.01,9045.93,47.1,522.5,2388.04,8140.5,8.3825,391,39.2,23.4215,195,0
49,-0.0068,0.0005,642.05,1588.81,1395.95,554.7,2388.03,9044.5,47.15,522.68,2388.07,8132.54,8.4232,393,39.04,23.4052,194,0
50,0.0023,-0.0003,642.6,1586.42,1399.96,555.14,2388.06,9046.71,47.25,522.25,2388.08,8140.73,8.3695,391,38.97,23.3958,193,0
51,-0.0025,0.0004,641.82,1581.28,1393.34,553.98,2387.99,9051.99,47.38,522.39,2388.05,8130.75,8.375,392,39.01,23.5036,192,0
52,-0.001,-0.0001,641.34,1586.99,1394.18,554.14,2387.98,9055.16,47.24,522.47,2388.01,8135.11,8.3873,393,39.04,23.3426,191,0
53,-0.0009,0.0,642.49,1585.87,1390.3,554.45,2388.02,9052.72,47.26,522.22,2388.06,8131.4,8.386,391,38.89,23.3891,190,0
54,-0.0018,-0.0003,642.03,1578.13,1402.84,554.09,2388.09,9051.33,47.04,521.67,2387.97,8138.23,8.3997,393,38.77,23.4433,189,0
55,-0.0031,0.0001,642.24,1590.58,1395.44,554.18,2388.07,9046.33,47.11,522.68,2388.04,8132.03,8.3811,392,39.1,23.4002,188,0
