time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0025,0.0005,642.6,1585.4,1402.85,553.97,2388.06,9051.1,47.29,521.94,2388.07,8131.5,8.42,393,39.04,23.3814,188,1
2,0.0002,-0.0004,642.45,1583.54,1410.36,554.62,2388.06,9048.41,47.35,521.7,2388.04,8129.53,8.3999,391,39.02,23.4437,187,1
3,-0.0025,-0.0,642.16,1586.59,1398.65,553.52,2388.08,9052.57,47.4,521.35,2388.09,8131.24,8.415,391,38.96,23.3314,186,1
4,0.0024,-0.0003,642.73,1583.96,1400.32,553.58,2388.08,9047.7,47.39,522.0,2388.01,8132.9,8.4309,392,38.87,23.4338,185,1
5,0.0012,-0.0002,642.11,1590.62,1399.42,552.91,2388.1,9046.98,47.26,521.35,2388.11,8126.94,8.4164,393,38.91,23.2896,184,1
6,0.0023,0.0005,642.46,1588.76,1407.78,553.12,2388.04,9048.78,47.18,521.9,2388.09,8136.69,8.4313,392,38.94,23.3491,183,1
7,-0.002,0.0002,642.26,1586.91,1404.44,554.42,2388.06,9053.53,47.45,521.96,2388.08,8130.68,8.4372,393,38.87,23.4134,182,1
8,0.0014,-0.0004,641.97,1584.18,1406.22,553.93,2388.05,9048.79,47.24,521.77,2388.06,8134.3,8.4169,393,38.91,23.4044,181,1
9,0.0059,0.0005,642.59,1584.78,1403.51,553.78,2388.06,9051.3,47.43,522.23,2388.0,8132.18,8.388,393,38.88,23.3179,180,1
10,0.0006,-0.0003,642.78,1586.0,1400.12,553.54,2388.06,9050.49,47.5,521.54,2388.09,8131.5,8.4233,392,38.94,23.3154,179,1
11,0.0034,0.0003,642.21,1588.75,1395.79,553.58,2388.07,9049.29,47.31,522.35,2388.06,8130.08,8.4134,394,39.21,23.4153,178,1
12,0.0014,-0.0001,642.63,1584.33,1403.67,554.39,2388.09,9053.08,47.35,521.77,2388.05,8129.83,8.4208,394,38.93,23.2962,177,1
13,-0.0018,0.0005,642.24,1587.74,1395.23,553.5,2388.06,9053.94,47.29,521.78,2388.06,8127.22,8.433,392,38.87,23.3162,176,1
14,-0.0019,0.0005,642.62,1583.38,1407.62,553.65,2388.05,9045.65,47.49,521.91,2388.07,8134.1,8.4236,393,38.92,23.4073,175,1
15,-0.0021,-0.0001,642.47,1592.08,1401.13,554.7,2388.03,9050.65,47.35,521.98,2388.05,8132.16,8.4369,392,38.91,23.3439,174,1
16,0.0014,-0.0001,642.17,1585.39,1409.84,554.72,2388.09,9049.49,47.3,521.66,2388.08,8125.32,8.4203,393,39.04,23.313,173,1
17,0.0014,0.0004,642.06,1587.82,1406.43,553.57,2388.1,9050.63,47.39,522.35,2388.06,8129.65,8.4309,392,38.95,23.2397,172,1
18,0.0002,-0.0002,642.36,1589.62,1403.75,554.23,2388.08,9047.81,47.52,521.96,2388.09,8132.26,8.4229,393,39.01,23.2961,171,1
19,-0.0029,0.0005,643.02,1589.9,1406.34,553.62,2388.02,9051.51,47.28,521.95,2388.08,8138.08,8.4111,392,39.1,23.2799,170,1
20,0.0022,-0.0003,642.53,1589.76,1401.19,553.97,2388.05,9047.8,47.26,521.62,2388.08,8128.24,8.3897,392,38.91,23.3725,169,1
21,-0.0029,-0.0001,642.49,1593.11,1398.49,554.01,2388.05,9056.58,47.33,521.5,2388.07,8139.62,8.4263,393,38.97,23.2878,168,1
22,0.0025,-0.0003,642.68,1594.65,1405.05,554.28,2388.09,9047.38,47.7,521.78,2388.05,8131.9,8.3904,391,39.17,23.2002,167,1
23,0.0022,0.0,642.41,1592.74,1401.8,554.49,2388.14,9049.85,47.44,521.97,2388.03,8134.54,8.4255,395,39.12,23.3787,166,1
24,0.0022,-0.0002,642.51,1589.01,1400.24,553.74,2388.08,9056.76,47.46,522.11,2388.09,8127.73,8.4394,390,38.69,23.2943,165,1
25,0.0011,-0.0004,642.05,1592.65,1399.14,554.33,2388.04,9052.67,47.52,521.87,2388.13,8129.9,8.3954,391,38.81,23.3862,164,1
26,0.0031,0.0001,642.35,1589.28,1399.54,553.62,2388.07,9049.02,47.21,521.71,2388.08,8138.85,8.4235,393,38.95,23.338,163,1
27,0.0022,0.0001,642.08,1582.09,1402.27,553.71,2388.05,9056.66,47.37,522.37,2388.1,8135.0,8.4328,392,38.85,23.3876,162,1
28,-0.0002,0.0001,642.59,1583.69,1400.85,553.79,2388.09,9049.03,47.61,521.72,2388.11,8131.59,8.4004,390,38.84,23.2796,161,1
29,-0.0002,0.0,642.34,1585.53,1401.61,554.14,2388.07,9049.24,47.42,521.56,2388.08,8131.82,8.418,393,38.91,23.3161,160,1
30,-0.0011,-0.0002,642.7,1584.4,1403.21,554.09,2388.1,9055.69,47.57,521.68,2388.08,8131.94,8.4294,391,38.79,23.357,159,1
31,-0.001,0.0001,642.42,1580.87,1400.49,554.05,2388.05,9051.85,47.4,521.84,2388.12,8129.66,8.4268,392,38.96,23.3364,158,1
32,-0.0012,0.0004,642.1,1589.33,1406.42,553.8,2388.08,9047.22,47.3,521.76,2388.1,8133.15,8.4672,392,38.85,23.4112,157,1
33,-0.0002,-0.0004,642.79,1590.98,1405.72,554.62,2388.11,9052.54,47.34,521.7,2388.02,8136.37,8.4295,393,38.86,23.349,156,1
34,0.0006,-0.0002,642.29,1587.97,1396.73,553.61,2388.06,9051.75,47.5,521.65,2388.06,8130.49,8.4369,392,38.88,23.2764,155,1
35,0.0003,-0.0002,642.42,1587.89,1398.89,553.72,2388.05,9054.05,47.38,521.49,2388.09,8135.26,8.4134,393,38.94,23.3307,154,1
36,-0.0004,0.0,642.08,1589.48,1406.77,552.71,2388.13,9050.82,47.32,522.12,2388.08,8132.53,8.4194,393,38.87,23.3539,153,1
37,0.0011,0.0001,642.62,1582.75,1411.83,553.92,2388.06,9050.21,47.28,521.23,2388.07,8133.01,8.4065,391,38.85,23.4505,152,1
38,-0.0015,-0.0004,642.69,1591.19,1400.63,553.4,2388.08,9051.77,47.36,521.87,2388.05,8131.17,8.4118,393,39.07,23.4142,151,1
39,-0.0002,-0.0003,642.14,1581.05,1406.06,553.06,2388.08,9057.41,47.56,521.81,2388.09,8133.67,8.4111,393,38.76,23.3571,150,1
40,0.0026,0.0003,642.77,1596.22,1407.38,553.77,2388.04,9053.55,47.38,522.2,2388.09,8134.81,8.3846,391,38.79,23.3047,149,1
41,0.0029,-0.0001,642.44,1588.31,1403.4,553.44,2388.02,9057.66,47.27,521.95,2388.05,8132.78,8.3683,393,39.11,23.3804,148,1
42,-0.0003,-0.0003,642.62,1587.0,1401.08,553.94,2388.05,9046.9,47.42,521.83,2388.06,8137.1,8.4684,390,39.04,23.5074,147,1
43,-0.0029,-0.0002,642.12,1589.99,1407.47,553.71,2388.09,9056.77,47.47,521.67,2388.09,8132.67,8.4196,393,38.89,23.4416,146,1
44,-0.0003,0.0005,641.81,1585.87,1403.08,553.47,2388.13,9054.81,47.29,522.07,2388.1,8131.23,8.4386,391,39.03,23.4158,145,1
45,-0.0023,0.0001,642.58,1587.46,1403.12,553.89,2388.08,9050.89,47.3,521.96,2388.08,8133.1,8.4115,392,38.98,23.3737,144,1
46,-0.0007,-0.0003,642.99,1584.18,1415.57,553.59,2388.03,9052.66,47.54,521.66,2388.06,8135.14,8.4334,393,38.7,23.3137,143,1
47,-0.0035,-0.0003,642.15,1591.57,1409.99,553.8,2388.02,9057.44,47.51,521.69,2388.08,8132.89,8.4093,393,38.74,23.2122,142,1
48,0.0028,-0.0004,642.33,1586.8,1405.17,554.54,2388.08,9056.15,47.46,522.02,2388.08,8131.02,8.3869,392,38.97,23.3181,141,1
49,-0.0006,-0.0002,642.82,1590.52,1408.42,553.87,2388.09,9050.03,47.52,521.75,2388.11,8130.35,8.3928,392,38.98,23.3336,140,1
50,0.004,-0.0002,642.05,1586.99,1403.54,552.53,2388.12,9058.09,47.35,521.85,2388.1,8137.83,8.4348,391,38.93,23.2186,139,1
51,-0.0007,0.0005,642.3,1584.29,1407.61,553.63,2388.07,9057.14,47.22,521.8,2388.07,8138.87,8.3844,392,38.85,23.4029,138,1
52,-0.0022,-0.0001,642.82,1593.22,1407.67,553.9,2388.11,9053.23,47.31,521.99,2388.13,8137.16,8.4321,394,38.89,23.3655,137,1
53,0.0023,-0.0,642.41,1586.77,1407.4,554.5,2388.1,9055.97,47.38,521.19,2388.07,8134.39,8.4154,393,39.04,23.4327,136,1
54,-0.0002,-0.0001,642.54,1592.6,1405.04,553.9,2388.06,9053.65,47.28,521.34,2388.11,8130.82,8.4348,393,38.93,23.2384,135,1
55,0.0004,0.0002,642.02,1587.01,1406.46,554.03,2388.06,9053.51,47.16,521.4,2388.09,8139.57,8.401,393,38.82,23.3281,134,1
56,-0.0035,0.0001,642.8,1594.24,1403.34,553.93,2388.03,9052.37,47.35,521.47,2388.05,8134.14,8.42,390,39.01,23.3547,133,1
57,0.0018,0.0003,642.3,1585.96,1404.0,553.5,2388.08,9051.38,47.43,521.84,2388.11,8132.78,8.4312,392,38.73,23.4221,132,1
58,0.0002,0.0003,642.66,1590.94,1405.24,553.27,2388.07,9047.2,47.39,522.02,2388.09,8135.85,8.4203,393,38.87,23.2575,131,1
59,-0.0002,0.0,642.32,1600.12,1398.12,554.75,2388.07,9048.52,47.46,522.35,2388.07,8134.77,8.383,391,38.8,23.3164,130,1
60,-0.0024,-0.0003,642.31,1576.64,1404.66,553.49,2388.08,9050.23,47.29,521.94,2388.08,8130.55,8.4349,392,38.96,23.3673,129,1
61,-0.0012,0.0003,642.56,1587.51,1407.15,553.77,2388.1,9059.18,47.39,521.79,2388.04,8138.03,8.4231,392,38.95,23.3748,128,1
62,0.0003,0.0004,642.69,1588.08,1407.72,553.74,2388.06,9045.33,47.16,521.39,2388.07,8135.29,8.4133,391,38.88,23.2919,127,1
63,0.0015,0.0002,642.45,1587.6,1410.95,553.89,2388.02,9052.34,47.39,522.11,2388.11,8135.39,8.4424,393,38.86,23.3359,126,1
64,-0.003,0.0,642.68,1591.76,1403.8,554.25,2388.06,9049.6,47.33,521.61,2388.06,8139.28,8.4002,393,38.84,23.2918,125,1
65,0.0002,0.0005,642.8,1590.85,1407.01,554.03,2388.04,9048.79,47.24,522.14,2388.08,8130.59,8.4314,392,39.04,23.4812,124,1
66,0.0023,0.0,642.9,1583.9,1402.56,554.13,2388.06,9061.64,47.35,521.43,2388.08,8134.65,8.405,394,38.89,23.3588,123,1
67,0.0029,-0.0003,642.21,1592.37,1395.74,553.47,2388.08,9051.73,47.43,521.63,2388.0,8137.62,8.4517,393,38.87,23.4225,122,1
68,0.0041,-0.0001,642.44,1587.83,1408.43,554.03,2388.09,9054.44,47.53,521.92,2388.02,8131.88,8.433,390,38.85,23.4063,121,1
69,-0.0002,-0.0003,642.74,1588.44,1409.93,553.75,2388.06,9060.71,47.33,521.74,2388.06,8137.23,8.4094,391,38.97,23.3788,120,1
70,0.0002,0.0003,642.42,1590.37,1403.68,553.6,2388.1,9054.66,47.37,521.9,2388.04,8136.58,8.4232,392,38.96,23.2755,119,1
71,-0.0022,-0.0003,642.63,1585.71,1410.7,554.23,2388.11,9053.94,47.37,521.71,2388.12,8135.4,8.417,393,38.8,23.3652,118,1
72,-0.0021,0.0002,642.69,1584.72,1408.21,553.62,2388.07,9052.99,47.27,521.5,2388.09,8140.48,8.4053,394,38.89,23.3367,117,1
73,0.0001,0.0001,642.35,1588.43,1409.32,554.1,2388.15,9058.6,47.4,521.85,2388.08,8137.42,8.4666,394,39.17,23.2982,116,1
74,0.0044,0.0001,642.6,1588.1,1407.74,553.31,2388.11,9056.63,47.31,521.67,2388.06,8139.0,8.431,394,38.74,23.3864,115,1
75,-0.0003,-0.0003,642.42,1593.17,1400.47,554.13,2388.08,9057.3,47.43,521.95,2388.14,8138.83,8.4095,393,38.85,23.3053,114,1
76,0.0055,0.0,641.86,1588.78,1405.44,553.56,2388.04,9061.17,47.42,521.95,2388.1,8140.73,8.4142,392,38.82,23.2617,113,1
77,0.002,0.0004,642.77,1588.91,1398.16,553.43,2388.03,9062.96,47.32,521.22,2388.07,8137.46,8.423,394,38.95,23.2448,112,1
78,-0.0014,0.0001,642.66,1587.09,1408.49,554.03,2388.06,9053.78,47.46,521.53,2388.04,8137.48,8.4084,392,38.78,23.3512,111,1
79,0.0014,0.0004,642.14,1592.26,1407.47,553.13,2388.1,9056.85,47.39,521.93,2388.1,8136.08,8.4384,393,39.05,23.4146,110,1
80,-0.0,0.0001,642.98,1588.2,1405.22,554.66,2388.05,9059.21,47.36,521.78,2388.06,8136.75,8.3982,394,38.92,23.2887,109,1
81,-0.0003,0.0,642.26,1582.27,1408.32,553.51,2388.04,9052.44,47.39,521.35,2388.06,8135.47,8.4252,392,38.82,23.34,108,1
82,-0.0003,0.0004,642.66,1582.04,1404.73,553.76,2388.05,9053.33,47.3,521.87,2388.1,8136.0,8.4169,392,38.93,23.2496,107,1
83,-0.0002,0.0005,642.13,1588.16,1406.59,554.25,2388.08,9057.38,47.34,521.82,2388.09,8134.95,8.4433,393,38.98,23.3686,106,1
84,-0.0029,0.0006,642.91,1589.92,1403.9,553.48,2388.09,9053.78,47.52,521.63,2388.09,8134.57,8.4081,392,38.72,23.4161,105,1
85,-0.0001,0.0001,642.29,1579.9,1399.07,553.85,2388.05,9063.79,47.27,521.6,2388.09,8143.55,8.4401,394,38.94,23.3839,104,1
86,0.0016,-0.0,642.21,1591.36,1407.58,553.52,2388.08,9060.26,47.42,521.74,2388.0,8140.42,8.4306,393,38.8,23.3293,103,1
87,-0.0015,0.0005,642.7,1587.37,1406.05,553.83,2388.09,9053.77,47.5,522.01,2388.1,8137.57,8.4359,393,38.92,23.3269,102,1
88,0.0001,-0.0003,642.68,1584.7,1398.74,554.23,2388.1,9067.32,47.32,521.36,2388.0,8141.36,8.4428,394,38.87,23.2128,101,1
89,0.0006,-0.0002,641.97,1578.65,1394.77,553.55,2388.09,9058.52,47.56,522.15,2388.07,8140.68,8.4233,392,38.74,23.3807,100,1
90,0.0001,0.0003,643.32,1586.92,1408.45,553.98,2388.05,9063.48,47.32,522.22,2388.06,8143.04,8.4484,393,38.98,23.322,99,1
91,0.0018,0.0002,642.79,1589.6,1404.18,553.48,2388.07,9062.96,47.15,522.23,2388.07,8144.13,8.4301,393,38.87,23.2897,98,1
92,0.0015,0.0004,642.41,1590.17,1403.99,554.49,2388.08,9055.76,47.55,521.56,2388.12,8143.49,8.4255,393,38.79,23.284,97,1
93,-0.003,0.0005,642.24,1588.28,1398.67,554.07,2388.09,9054.9,47.58,521.54,2388.1,8140.33,8.3856,392,38.77,23.3528,96,1
94,-0.0036,0.0004,642.5,1588.54,1406.69,553.76,2388.16,9056.18,47.34,521.82,2388.07,8138.34,8.4313,392,38.85,23.3703,95,1
