time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0014,-0.0003,642.52,1583.12,1398.16,553.89,2388.09,9062.52,47.28,521.92,2388.04,8134.47,8.4813,391,39.03,23.3564,312,0
2,-0.0025,-0.0003,642.12,1591.12,1404.59,553.72,2388.12,9060.29,47.23,521.72,2388.04,8143.35,8.3883,393,38.8,23.4387,311,0
3,0.0019,-0.0001,642.52,1591.87,1408.07,553.63,2388.08,9069.27,47.16,522.17,2388.02,8149.79,8.4786,391,38.92,23.3917,310,0
4,-0.0009,0.0002,642.55,1589.54,1398.73,553.5,2388.0,9063.39,47.28,522.04,2388.09,8144.8,8.4327,392,38.92,23.486,309,0
5,0.0022,-0.0002,642.08,1591.25,1395.19,554.75,2388.07,9067.98,47.36,521.9,2388.06,8142.97,8.4489,392,39.04,23.3165,308,0
6,0.0038,0.0003,642.32,1594.72,1401.03,553.46,2388.08,9063.97,47.48,521.96,2388.03,8142.24,8.4434,393,38.78,23.3504,307,0
7,0.0015,-0.0004,642.28,1579.75,1403.27,554.28,2388.07,9063.91,47.34,522.06,2388.09,8152.22,8.414,392,38.9,23.2431,306,0
8,-0.0007,0.0,641.73,1584.85,1402.44,554.18,2388.03,9059.68,47.49,521.84,2388.06,8142.69,8.4307,394,38.94,23.3818,305,0
9,-0.0031,0.0001,642.12,1580.02,1401.75,553.15,2388.04,9060.99,47.37,521.87,2388.06,8144.5,8.4691,391,39.01,23.3086,304,0
10,0.0047,0.0003,641.96,1581.35,1406.78,553.05,2388.04,9058.78,47.42,521.88,2388.08,8143.59,8.3857,392,38.9,23.3331,303,0
11,0.0036,-0.0001,641.95,1590.54,1400.88,553.92,2388.09,9056.72,47.24,522.33,2388.05,8146.26,8.4332,394,39.16,23.3903,302,0
12,-0.0015,0.0,642.52,1589.2,1398.12,553.63,2388.02,9063.19,47.41,521.69,2388.04,8144.65,8.3826,393,39.05,23.3721,301,0
13,0.0017,-0.0002,642.14,1587.24,1404.68,554.04,2388.1,9068.16,47.28,521.97,2388.05,8146.02,8.4271,393,38.89,23.3479,300,0
14,-0.0005,-0.0002,642.85,1591.59,1403.96,553.65,2388.08,9066.08,47.51,521.67,2388.07,8149.68,8.3974,391,38.96,23.3415,299,0
