time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0005,-0.0004,642.45,1594.7,1405.79,554.06,2388.07,9038.48,47.44,521.78,2388.13,8120.5,8.4205,394,39.0,23.3014,182,0
2,0.0006,-0.0001,642.38,1589.78,1411.55,552.95,2388.14,9040.16,47.43,521.18,2388.08,8119.68,8.4491,395,38.97,23.2753,181,0
3,0.0003,0.0004,642.79,1589.74,1408.06,552.28,2388.14,9041.05,47.54,521.36,2388.16,8123.02,8.4899,393,38.82,23.2877,180,0
4,0.0015,-0.0,642.45,1593.78,1410.08,554.13,2388.11,9042.46,47.65,521.79,2388.12,8125.8,8.4347,393,38.77,23.2596,179,0
5,-0.0008,-0.0003,642.77,1583.06,1412.94,553.75,2388.16,9044.05,47.35,521.34,2388.15,8119.79,8.3949,392,38.87,23.2758,178,0
6,0.0006,-0.0,642.05,1595.09,1406.98,553.49,2388.2,9045.3,47.48,521.87,2388.14,8122.08,8.4394,393,38.81,23.3344,177,0
7,-0.0001,-0.0003,642.46,1590.86,1404.3,552.81,2388.11,9034.75,47.42,521.47,2388.09,8123.71,8.4772,393,38.83,23.2835,176,0
8,0.0006,0.0004,642.77,1590.3,1405.43,554.3,2388.12,9041.07,47.59,521.13,2388.07,8131.27,8.4335,392,38.73,23.2987,175,0
9,-0.0036,-0.0001,642.49,1591.94,1403.4,553.54,2388.16,9045.96,47.49,521.34,2388.12,8127.13,8.4392,394,38.92,23.3671,174,0
10,0.001,0.0001,642.96,1590.19,1406.88,552.93,2388.14,9045.97,47.49,521.21,2388.11,8118.44,8.4617,393,38.84,23.3047,173,0
11,-0.0007,-0.0004,642.47,1590.62,1404.81,553.17,2388.08,9044.86,47.33,521.05,2388.12,8128.1,8.4533,392,38.79,23.3003,172,0
12,-0.0004,-0.0005,642.61,1582.38,1410.24,553.33,2388.12,9038.59,47.54,521.66,2388.18,8122.8,8.4017,393,38.91,23.3492,171,0
13,0.0006,0.0001,642.3,1589.02,1405.86,553.85,2388.11,9035.54,47.51,521.33,2388.08,8118.19,8.4316,394,38.89,23.2538,170,0
14,0.0015,0.0004,641.87,1590.6,1409.76,553.98,2388.14,9041.86,47.39,521.69,2388.06,8125.03,8.45,393,38.93,23.298,169,0
15,0.0031,0.0002,642.68,1592.96,1411.57,553.18,2388.12,9041.27,47.47,521.04,2388.16,8124.39,8.4502,392,38.9,23.4407,168,0
16,-0.0023,0.0002,642.54,1597.64,1406.24,553.21,2388.13,9034.39,47.65,521.02,2388.1,8114.47,8.4267,394,38.83,23.3101,167,0
17,-0.0025,0.0003,642.92,1584.32,1408.8,553.86,2388.13,9041.16,47.43,521.38,2388.12,8125.36,8.4297,392,38.73,23.2393,166,0
18,-0.0005,0.0001,642.91,1590.96,1405.58,553.92,2388.13,9044.01,47.41,521.74,2388.13,8125.41,8.4603,393,38.9,23.2783,165,0
19,-0.0032,-0.0003,642.66,1589.57,1403.25,554.02,2388.07,9038.02,47.48,521.32,2388.11,8119.37,8.4401,394,38.75,23.3246,164,0
20,-0.0015,0.0002,642.49,1591.84,1407.01,553.77,2388.13,9036.1,47.46,521.61,2388.11,8122.65,8.4458,394,38.85,23.363,163,0
21,-0.0016,-0.0005,642.25,1592.2,1410.01,552.95,2388.12,9039.73,47.56,521.71,2388.14,8126.12,8.468,392,38.91,23.2894,162,0
22,0.0023,0.0004,642.41,1589.35,1402.18,554.39,2388.09,9050.13,47.68,521.34,2388.07,8125.08,8.405,393,38.92,23.3008,161,0
23,0.0025,0.0003,643.06,1587.22,1402.71,553.06,2388.17,9040.59,47.35,521.87,2388.11,8121.91,8.4441,393,38.79,23.316,160,0
24,-0.0008,-0.0003,642.55,1590.91,1407.58,553.88,2388.13,9043.56,47.83,521.53,2388.12,8124.69,8.4455,392,39.01,23.2332,159,0
