time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0029,0.0004,642.2,1586.62,1396.42,554.0,2388.08,9041.41,47.28,522.52,2388.04,8128.05,8.4268,392,38.99,23.5187,216,0
2,0.0027,-0.0001,642.26,1591.42,1405.08,553.55,2388.06,9050.66,47.2,522.23,2388.0,8127.16,8.4308,392,38.89,23.4303,215,0
3,-0.0015,0.0001,642.42,1583.55,1406.44,554.54,2388.06,9040.19,47.29,522.26,2388.07,8125.95,8.4061,391,38.89,23.3267,214,0
4,0.0054,0.0004,642.1,1578.31,1397.52,554.34,2388.07,9045.61,47.31,521.7,2388.04,8131.47,8.404,392,39.05,23.3949,213,0
5,-0.0039,-0.0003,642.07,1591.09,1397.85,553.69,2388.05,9049.14,47.39,522.26,2388.06,8127.56,8.4249,393,38.91,23.2758,212,0
6,-0.0002,0.0006,642.41,1587.0,1399.47,554.09,2388.1,9045.71,47.24,522.02,2388.12,8127.77,8.4353,393,38.88,23.4374,211,0
7,-0.0018,0.0006,641.86,1586.7,1399.4,554.28,2388.03,9051.06,47.19,522.03,2388.09,8131.45,8.4439,392,38.95,23.3722,210,0
8,-0.0007,0.0001,641.92,1587.85,1394.48,554.46,2388.07,9049.41,47.2,521.93,2388.04,8131.36,8.4042,393,39.05,23.336,209,0
9,0.0001,0.0005,642.4,1580.65,1399.31,554.03,2388.04,9039.82,47.16,522.48,2388.07,8129.68,8.4146,392,38.9,23.3778,208,0
10,-0.0028,0.0002,642.2,1586.43,1401.28,554.38,2388.06,9052.87,47.45,522.39,2388.08,8129.81,8.411,391,39.05,23.3781,207,0
11,-0.0017,-0.0002,642.56,1585.76,1404.67,554.4,2388.09,9047.14,47.29,522.06,2388.03,8133.64,8.3894,391,39.05,23.4157,206,0
12,-0.0012,-0.0003,642.39,1582.71,1399.99,554.71,2388.07,9041.76,47.22,522.18,2388.05,8134.3,8.412,391,38.88,23.4169,205,0
