time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0021,0.0003,642.83,1590.31,1408.6,553.94,2388.11,9051.5,47.53,521.75,2388.12,8136.06,8.4849,393,38.7,23.3795,160,0
2,-0.0009,-0.0004,642.74,1598.86,1405.51,552.49,2388.12,9049.59,47.56,520.98,2388.13,8131.67,8.425,394,38.73,23.2761,159,0
3,0.0025,-0.0002,642.81,1585.4,1410.45,553.23,2388.11,9056.18,47.59,521.3,2388.13,8131.71,8.429,393,38.79,23.3631,158,0
4,-0.0013,-0.0004,642.5,1603.35,1414.25,552.86,2388.13,9063.0,47.61,521.14,2388.09,8133.87,8.46,393,38.87,23.3013,157,0
5,0.0016,0.0002,642.54,1581.8,1410.98,552.9,2388.1,9050.58,47.59,521.36,2388.1,8137.59,8.4356,394,38.76,23.3429,156,0
6,0.0018,0.0001,642.95,1591.91,1407.42,553.05,2388.12,9055.81,47.69,521.49,2388.07,8134.69,8.4673,394,38.77,23.2661,155,0
7,-0.0029,-0.0001,642.75,1590.29,1409.05,553.25,2388.1,9057.74,47.7,521.44,2388.1,8137.2,8.4335,394,38.92,23.2509,154,0
8,-0.0016,0.0001,642.42,1595.81,1410.02,553.75,2388.16,9061.76,47.41,521.05,2388.13,8136.15,8.4372,393,38.76,23.3233,153,0
9,-0.0046,0.0001,642.34,1589.13,1414.46,552.86,2388.11,9051.88,47.56,520.93,2388.1,8133.61,8.4376,394,38.76,23.2473,152,0
10,0.0011,-0.0001,642.59,1592.04,1407.84,553.41,2388.17,9052.55,47.56,521.36,2388.12,8140.02,8.4261,393,38.8,23.2725,151,0
11,0.0014,-0.0005,642.68,1589.8,1413.18,553.02,2388.11,9048.19,47.79,521.92,2388.06,8134.48,8.4342,392,38.75,23.352,150,0
12,-0.001,0.0001,642.76,1592.19,1408.16,553.92,2388.12,9049.11,47.64,521.0,2388.15,8134.87,8.4268,393,38.75,23.3305,149,0
13,-0.0025,0.0,642.98,1590.5,1409.3,553.69,2388.12,9057.64,47.5,521.85,2388.07,8135.52,8.4247,392,38.73,23.2893,148,0
