time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0026,0.0003,642.31,1580.41,1404.26,553.92,2388.09,9047.33,47.31,522.02,2388.05,8131.67,8.3863,393,38.95,23.3332,187,1
2,-0.0017,0.0002,642.37,1586.83,1396.63,553.5,2388.08,9042.51,47.3,521.73,2388.1,8135.57,8.4283,394,38.96,23.3597,186,1
3,-0.0014,-0.0002,642.51,1589.86,1405.45,553.86,2388.07,9051.67,47.36,521.75,2388.08,8125.17,8.402,392,38.84,23.3195,185,1
4,-0.0009,-0.0002,642.43,1591.46,1399.49,553.8,2388.11,9043.85,47.48,522.06,2388.06,8129.57,8.4057,393,38.9,23.2142,184,1
5,0.0048,-0.0003,642.01,1589.04,1400.7,553.19,2388.09,9037.75,47.38,522.25,2388.13,8126.68,8.4239,393,38.88,23.3594,183,1
6,0.0002,0.0002,642.09,1593.84,1413.45,553.93,2388.06,9051.59,47.23,521.91,2388.09,8129.5,8.422,392,39.08,23.3577,182,1
7,0.0006,-0.0001,642.47,1589.94,1410.87,553.37,2388.05,9041.88,47.26,522.22,2388.08,8132.5,8.4264,393,38.71,23.3937,181,1
8,-0.0025,0.0004,641.88,1583.06,1405.42,553.0,2388.08,9050.89,47.43,521.69,2388.04,8132.36,8.422,394,38.97,23.3585,180,1
9,0.0009,-0.0002,642.38,1587.57,1401.93,554.52,2388.02,9057.19,47.43,521.03,2388.0,8135.38,8.4393,392,38.91,23.3156,179,1
10,0.0007,-0.0004,642.59,1590.37,1405.7,553.13,2388.07,9048.57,47.32,521.66,2388.1,8130.35,8.3807,393,38.86,23.2654,178,1
11,0.0046,-0.0002,642.27,1584.08,1409.61,553.59,2388.1,9052.57,47.48,521.47,2388.11,8127.45,8.4284,391,38.94,23.3506,177,1
12,-0.0012,0.0004,642.89,1581.25,1405.2,553.92,2388.08,9050.98,47.31,521.41,2388.05,8133.9,8.4347,393,38.77,23.2885,176,1
13,-0.0013,0.0002,642.2,1586.6,1409.83,554.05,2388.06,9054.49,47.54,521.36,2388.06,8134.67,8.4252,392,38.9,23.3357,175,1
14,0.0007,0.0003,642.33,1583.61,1404.09,553.44,2388.05,9042.97,47.39,521.61,2388.09,8134.3,8.3953,391,38.85,23.3549,174,1
15,-0.0029,-0.0004,642.62,1589.59,1405.94,553.69,2388.09,9051.28,47.37,522.0,2388.11,8127.6,8.3985,393,38.88,23.3261,173,1
16,0.0004,0.0005,642.77,1582.07,1410.99,554.11,2388.05,9050.55,47.32,521.77,2388.07,8133.72,8.4512,391,38.81,23.4112,172,1
17,0.0004,0.0003,642.93,1590.99,1408.9,553.32,2388.12,9045.83,47.32,521.21,2388.08,8127.8,8.4059,392,39.07,23.4003,171,1
18,-0.0009,-0.0001,642.45,1583.27,1408.31,553.88,2388.08,9045.97,47.38,521.56,2388.06,8125.11,8.3959,392,38.93,23.4061,170,1
19,-0.0007,0.0001,642.56,1588.44,1403.63,553.79,2388.04,9043.28,47.3,522.08,2388.11,8131.6,8.4319,393,38.99,23.2704,169,1
20,0.0009,0.0003,642.45,1587.99,1406.19,553.77,2388.07,9049.52,47.22,521.37,2388.11,8128.84,8.4396,393,39.08,23.3066,168,1
21,-0.0012,0.0,642.22,1585.68,1406.51,553.63,2388.1,9039.79,47.39,521.6,2388.13,8133.92,8.4333,392,39.0,23.2366,167,1
22,0.0,0.0001,642.2,1582.56,1403.89,553.6,2388.09,9054.79,47.4,521.92,2388.07,8130.36,8.4127,393,38.94,23.342,166,1
23,0.0057,0.0003,642.69,1591.33,1407.79,553.71,2388.13,9043.86,47.39,521.44,2388.08,8125.87,8.4387,393,38.91,23.2444,165,1
24,0.0014,0.0003,642.11,1584.62,1401.73,553.8,2388.09,9046.58,47.45,521.59,2388.07,8125.71,8.4057,392,38.88,23.2486,164,1
25,0.0008,0.0,642.47,1585.34,1404.21,553.19,2388.05,9045.29,47.51,521.04,2388.11,8127.25,8.4083,391,38.72,23.4437,163,1
26,-0.0019,-0.0004,642.71,1584.58,1401.23,554.4,2388.08,9052.27,47.44,521.56,2388.06,8131.12,8.4405,393,39.13,23.347,162,1
27,-0.001,-0.0002,642.64,1588.68,1402.45,553.97,2388.04,9055.42,47.47,522.16,2388.13,8132.9,8.3852,393,39.08,23.3735,161,1
28,0.0015,-0.0002,642.4,1586.99,1403.32,554.0,2388.05,9057.27,47.37,521.67,2388.14,8131.5,8.4044,393,38.79,23.3527,160,1
29,0.0018,-0.0003,642.45,1583.65,1410.27,553.5,2388.14,9051.14,47.48,522.01,2388.08,8130.98,8.4366,394,39.06,23.2799,159,1
30,-0.0001,0.0002,642.73,1589.19,1407.82,553.21,2388.12,9042.61,47.48,521.37,2388.07,8129.81,8.4122,393,38.82,23.3216,158,1
31,0.0024,-0.0,642.45,1591.3,1406.62,554.27,2388.06,9055.39,47.37,522.02,2388.1,8125.81,8.404,394,38.89,23.4098,157,1
32,-0.0001,-0.0001,642.37,1581.62,1403.3,553.36,2388.07,9045.93,47.39,521.52,2388.09,8130.23,8.4086,393,38.96,23.408,156,1
33,0.0,0.0004,642.47,1591.44,1403.23,554.12,2388.09,9044.35,47.35,521.89,2388.08,8122.3,8.4386,391,38.89,23.3909,155,1
34,-0.0023,-0.0003,642.28,1588.51,1401.66,553.68,2388.02,9051.39,47.46,521.51,2388.06,8128.16,8.4209,393,38.97,23.3551,154,1
35,-0.0031,0.0004,642.67,1588.03,1404.63,553.58,2388.07,9051.62,47.53,521.83,2388.12,8124.33,8.4248,391,38.88,23.2829,153,1
36,-0.0021,0.0003,641.96,1585.14,1403.25,554.0,2388.12,9047.79,47.42,521.78,2388.15,8126.72,8.4366,392,38.94,23.3038,152,1
37,0.0018,-0.0004,642.99,1593.95,1411.28,552.49,2388.1,9048.82,47.46,522.34,2388.12,8127.59,8.4327,392,38.8,23.3718,151,1
38,-0.0014,0.0004,642.14,1583.88,1405.04,554.06,2388.05,9047.57,47.48,522.04,2388.1,8129.87,8.4401,393,38.94,23.3578,150,1
39,0.0033,-0.0003,642.57,1587.6,1402.04,554.53,2388.13,9044.3,47.4,521.73,2388.06,8129.42,8.4211,392,39.01,23.3667,149,1
40,-0.0044,0.0001,642.82,1592.13,1402.5,553.25,2388.13,9048.2,47.47,521.81,2388.1,8130.59,8.416,393,38.77,23.3966,148,1
41,-0.0028,-0.0003,642.57,1591.49,1403.02,553.83,2388.1,9049.91,47.35,521.98,2388.1,8123.6,8.4392,393,38.8,23.2299,147,1
42,-0.0021,-0.0003,642.45,1589.39,1399.22,553.66,2388.07,9046.73,47.33,521.38,2388.09,8126.91,8.4199,391,38.74,23.3729,146,1
43,-0.001,-0.0003,642.73,1584.77,1405.57,552.87,2388.08,9049.61,47.53,521.88,2388.06,8133.24,8.4393,394,38.85,23.4313,145,1
44,0.0008,0.0002,642.72,1588.86,1410.37,554.45,2388.03,9048.92,47.4,521.6,2388.12,8127.44,8.4138,393,38.89,23.3747,144,1
45,-0.0012,0.0003,642.67,1590.15,1408.48,553.62,2388.11,9052.8,47.31,521.76,2388.07,8131.5,8.4402,394,39.01,23.2769,143,1
46,-0.0008,0.0001,642.16,1591.45,1401.9,554.18,2388.17,9047.6,47.5,522.0,2388.09,8124.3,8.4418,393,38.98,23.3411,142,1
47,-0.0019,-0.0005,642.63,1584.1,1401.53,553.6,2388.12,9037.76,47.46,521.87,2388.13,8128.51,8.4478,392,39.03,23.3067,141,1
48,-0.0024,-0.0002,642.73,1587.05,1412.91,554.11,2388.1,9047.98,47.54,521.53,2388.07,8129.85,8.4147,392,39.06,23.452,140,1
49,0.0002,0.0001,642.44,1594.21,1407.72,553.94,2388.1,9052.31,47.44,521.53,2388.12,8130.67,8.4278,393,38.85,23.3197,139,1
50,0.0018,-0.0004,642.4,1592.68,1408.59,553.2,2388.13,9050.44,47.5,522.08,2388.08,8127.07,8.4445,394,38.97,23.3855,138,1
51,-0.0002,-0.0001,642.41,1584.81,1408.1,553.41,2388.13,9049.9,47.38,521.42,2388.09,8129.22,8.4348,394,38.95,23.2695,137,1
52,0.0004,-0.0005,642.2,1594.58,1406.78,553.19,2388.09,9048.58,47.46,521.77,2388.06,8130.44,8.438,392,38.78,23.2944,136,1
53,0.0027,-0.0002,642.42,1586.59,1400.61,554.76,2388.06,9041.06,47.42,521.42,2388.07,8132.14,8.4335,391,38.83,23.3808,135,1
54,-0.0021,-0.0002,642.2,1597.03,1407.74,553.74,2388.09,9048.2,47.31,521.17,2388.09,8127.52,8.4022,394,38.99,23.1784,134,1
55,-0.0028,-0.0004,642.76,1589.41,1399.76,553.76,2388.09,9046.7,47.41,520.92,2388.1,8130.26,8.4167,392,38.96,23.2452,133,1
56,0.0028,-0.0004,642.64,1590.52,1403.97,554.13,2388.11,9051.83,47.42,522.15,2388.1,8125.99,8.4284,393,38.96,23.3748,132,1
57,0.0023,-0.0002,642.69,1584.34,1401.59,553.25,2388.13,9046.98,47.27,521.3,2388.08,8130.18,8.4318,393,38.87,23.1746,131,1
58,-0.0043,-0.0004,642.86,1587.55,1401.53,553.61,2388.09,9044.8,47.43,522.15,2388.09,8124.96,8.4583,393,38.88,23.3496,130,1
59,0.0021,0.0003,642.41,1581.12,1405.76,553.85,2388.1,9050.46,47.35,522.06,2388.09,8129.41,8.4333,393,39.04,23.3655,129,1
60,-0.0038,-0.0005,642.13,1592.98,1398.84,553.83,2388.07,9043.36,47.37,521.27,2388.06,8133.4,8.4156,391,38.91,23.2915,128,1
61,-0.0008,-0.0001,642.85,1581.17,1400.56,553.36,2388.11,9053.86,47.31,521.78,2388.11,8134.73,8.4412,392,38.86,23.4161,127,1
62,0.0035,-0.0003,643.08,1591.1,1402.85,554.16,2388.12,9050.75,47.43,521.51,2388.08,8123.89,8.4309,392,39.01,23.3259,126,1
63,-0.0014,-0.0002,642.18,1592.59,1405.09,554.55,2388.11,9051.02,47.29,521.85,2388.14,8128.6,8.4517,392,38.83,23.3697,125,1
64,-0.0001,0.0001,642.72,1579.92,1402.52,553.56,2388.13,9049.84,47.24,521.66,2388.1,8127.92,8.4743,391,38.79,23.3397,124,1
65,0.0015,-0.0002,642.63,1592.43,1401.01,553.7,2388.08,9046.04,47.62,521.38,2388.05,8132.23,8.4376,392,38.81,23.2808,123,1
66,-0.0018,-0.0002,641.81,1591.27,1407.31,553.54,2388.11,9052.77,47.51,521.64,2388.08,8133.49,8.4003,393,39.09,23.3484,122,1
67,-0.0005,0.0003,642.52,1587.97,1406.84,554.14,2388.17,9046.58,47.45,522.0,2388.1,8132.37,8.4413,392,38.81,23.3884,121,1
