time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0032,-0.0001,642.51,1579.7,1402.95,554.54,2388.07,9060.7,47.13,522.42,2388.03,8139.06,8.4373,391,39.03,23.3501,154,0
2,-0.0029,0.0001,642.06,1583.52,1394.46,553.95,2388.02,9062.06,47.04,521.66,2388.03,8141.41,8.4357,392,38.99,23.3998,153,0
3,-0.0035,-0.0004,641.88,1583.81,1388.81,554.1,2388.06,9062.63,47.42,522.2,2387.99,8140.79,8.4127,393,38.94,23.381,152,0
4,0.0013,0.0004,641.64,1584.57,1395.56,554.0,2388.05,9061.06,47.11,522.34,2388.0,8144.72,8.379,390,39.03,23.4494,151,0
5,0.0023,0.0004,642.66,1583.04,1394.77,554.81,2388.08,9062.0,47.19,522.28,2387.97,8144.23,8.397,392,38.94,23.31,150,0
6,0.0,-0.0004,642.15,1585.54,1398.23,553.91,2387.99,9066.45,47.53,523.04,2387.98,8141.67,8.4252,392,38.9,23.2549,149,0
7,-0.0007,0.0001,642.17,1592.67,1398.81,553.88,2388.09,9054.66,47.25,522.31,2388.05,8143.05,8.3991,393,39.05,23.4584,148,0
8,-0.0024,0.0001,641.94,1577.83,1399.59,554.3,2388.05,9065.07,47.43,522.55,2387.98,8139.83,8.4123,391,38.99,23.4375,147,0
9,-0.0,0.0005,642.07,1590.77,1404.51,554.58,2387.97,9057.62,47.24,522.33,2388.01,8141.93,8.4321,395,39.08,23.339,146,0
10,-0.0018,0.0,642.0,1584.78,1398.88,554.22,2388.03,9063.0,47.34,522.41,2388.06,8147.38,8.3859,392,38.92,23.3936,145,0
11,0.0016,0.0003,642.13,1585.78,1397.07,554.43,2388.03,9063.65,47.32,521.9,2388.02,8137.68,8.4371,391,38.97,23.2917,144,0
12,0.0024,-0.0001,641.88,1591.53,1395.74,554.54,2388.02,9058.5,47.2,522.22,2387.99,8146.48,8.4631,392,38.95,23.4204,143,0
13,-0.0016,-0.0001,642.09,1587.5,1395.74,554.58,2387.98,9059.31,47.27,522.32,2388.02,8140.39,8.3733,392,39.12,23.3624,142,0
14,-0.0011,-0.0003,642.55,1578.26,1407.54,554.7,2387.98,9063.17,47.35,522.08,2388.03,8143.4,8.4249,391,39.04,23.3249,141,0
15,0.002,0.0004,641.74,1591.68,1397.78,554.8,2388.04,9057.33,47.2,522.13,2387.99,8150.6,8.3771,390,39.03,23.3488,140,0
16,0.0012,-0.0001,641.99,1583.33,1400.41,554.26,2388.07,9053.17,47.19,521.68,2388.04,8137.32,8.418,392,38.95,23.3007,139,0
17,-0.002,-0.0004,642.4,1583.88,1400.02,554.02,2388.01,9062.9,47.29,521.88,2388.05,8145.88,8.4206,391,39.07,23.4115,138,0
18,-0.0015,-0.0004,642.14,1575.08,1405.49,554.59,2388.0,9058.84,47.34,521.9,2388.04,8141.36,8.4278,392,38.81,23.4692,137,0
19,0.0003,-0.0004,642.19,1590.07,1397.8,553.86,2388.06,9059.77,47.16,522.44,2388.03,8141.03,8.3891,392,39.03,23.2859,136,0
20,-0.0029,-0.0002,642.04,1587.41,1400.46,554.37,2388.06,9062.78,47.32,522.25,2388.01,8143.85,8.4121,392,38.88,23.3637,135,0
21,0.0034,-0.0002,642.15,1585.73,1405.02,554.26,2388.04,9060.61,47.48,522.53,2388.02,8143.45,8.4088,391,39.02,23.4172,134,0
22,0.0001,-0.0002,641.97,1589.43,1398.5,554.37,2388.02,9063.9,47.26,521.82,2387.98,8145.87,8.4277,392,38.95,23.2934,133,0
23,0.0011,0.0002,642.46,1588.59,1403.26,553.99,2388.0,9063.86,47.33,522.57,2388.08,8145.91,8.4197,391,39.05,23.3539,132,0
24,-0.0005,0.0002,642.39,1578.51,1397.71,554.46,2388.04,9059.71,47.26,522.44,2388.03,8139.68,8.4333,390,38.81,23.4792,131,0
25,0.0,-0.0003,642.35,1580.64,1401.57,553.97,2388.03,9068.92,47.43,522.01,2388.06,8138.19,8.4482,392,39.04,23.4259,130,0
26,-0.0004,0.0005,642.06,1585.43,1397.36,554.77,2388.0,9049.76,47.08,522.6,2388.02,8139.33,8.4149,391,38.97,23.2488,129,0
27,-0.0004,0.0001,642.31,1588.46,1400.88,554.56,2387.99,9061.56,47.15,522.1,2388.0,8144.74,8.4,392,38.96,23.3691,128,0
28,0.0007,-0.0002,642.12,1587.13,1398.04,554.42,2388.04,9068.01,47.22,521.82,2388.01,8146.0,8.432,391,38.95,23.3347,127,0
29,-0.0004,0.0004,641.66,1580.35,1404.17,553.95,2388.03,9061.99,47.11,521.87,2388.13,8149.89,8.3854,390,39.09,23.3577,126,0
30,-0.0026,0.0005,642.63,1587.73,1401.9,554.28,2388.05,9061.31,47.27,521.94,2388.01,8143.35,8.4132,392,39.0,23.3961,125,0
31,-0.003,0.0003,642.45,1583.37,1404.61,554.0,2388.03,9059.16,47.07,522.24,2388.02,8140.57,8.4343,392,39.08,23.526,124,0
32,0.0023,-0.0002,642.21,1592.82,1405.31,554.2,2388.08,9064.25,47.15,522.56,2387.99,8141.95,8.4177,391,39.1,23.3063,123,0
33,0.001,-0.0002,642.05,1582.57,1395.11,554.16,2388.02,9063.94,47.07,522.43,2388.05,8146.1,8.4023,391,38.99,23.3747,122,0
34,0.0064,-0.0001,642.56,1589.82,1386.29,554.26,2388.03,9068.16,47.28,521.93,2388.06,8145.14,8.4112,392,39.04,23.419,121,0
35,-0.0054,-0.0001,642.0,1591.39,1395.39,553.64,2388.04,9060.18,47.38,522.27,2388.01,8139.05,8.432,392,38.97,23.383,120,0
36,0.0026,0.0003,642.15,1577.88,1395.64,554.0,2388.03,9057.78,47.07,521.16,2388.03,8142.32,8.4367,393,38.95,23.3592,119,0
37,0.0004,-0.0003,642.19,1586.89,1405.15,553.94,2388.01,9071.15,47.18,522.8,2388.0,8138.67,8.3954,392,39.01,23.3922,118,0
38,0.0014,-0.0001,642.45,1591.49,1400.04,553.71,2388.07,9063.87,47.37,522.11,2388.02,8146.28,8.4347,393,39.0,23.3595,117,0
39,-0.0033,0.0001,642.21,1587.41,1396.13,554.04,2388.02,9058.95,47.07,521.19,2388.01,8141.34,8.4289,391,38.87,23.4622,116,0
40,0.0012,0.0005,642.84,1583.49,1403.31,554.06,2388.07,9056.56,47.27,521.58,2388.03,8147.6,8.4133,392,39.01,23.3409,115,0
41,0.0011,0.0001,642.03,1585.82,1388.75,553.7,2388.03,9056.21,47.18,522.06,2388.02,8144.71,8.398,391,38.95,23.4546,114,0
42,-0.005,0.0,641.77,1581.84,1402.11,554.06,2388.0,9060.62,47.2,521.89,2388.06,8143.16,8.3853,393,38.97,23.4096,113,0
43,-0.0006,-0.0003,642.66,1590.02,1400.53,553.83,2388.05,9058.82,47.44,522.25,2388.03,8139.16,8.3885,391,38.95,23.3824,112,0
44,-0.0009,0.0005,642.26,1579.57,1403.01,553.39,2388.08,9059.16,47.19,522.28,2388.05,8141.3,8.449,391,38.9,23.3625,111,0
45,-0.0015,-0.0001,642.1,1580.86,1398.83,554.46,2388.05,9068.15,47.24,522.06,2388.02,8144.73,8.3365,391,38.83,23.3948,110,0
46,0.0006,0.0003,642.42,1587.65,1403.45,554.48,2388.03,9061.63,47.4,521.78,2388.07,8144.5,8.42,391,38.93,23.3844,109,0
47,-0.0005,0.0005,642.22,1581.14,1399.4,554.56,2388.0,9060.76,47.24,521.38,2388.04,8138.84,8.4657,392,39.09,23.2828,108,0
48,0.0027,-0.0,642.2,1581.03,1397.15,554.21,2388.01,9053.7,47.23,521.67,2388.06,8142.37,8.4587,392,38.99,23.395,107,0
49,0.0015,0.0004,642.67,1586.7,1399.43,554.38,2388.12,9051.11,47.2,522.3,2388.03,8141.96,8.3865,391,38.81,23.4098,106,0
50,-0.0029,0.0001,642.77,1591.11,1398.31,553.63,2387.99,9055.0,47.26,521.63,2387.98,8143.15,8.3442,392,38.83,23.4036,105,0
51,-0.0023,0.0002,642.24,1583.89,1400.62,554.21,2388.03,9070.23,47.25,521.82,2388.04,8152.68,8.3968,392,38.92,23.3083,104,0
52,0.0013,0.0003,642.11,1583.97,1403.76,554.1,2388.03,9059.69,47.41,521.89,2388.09,8141.51,8.4019,392,39.04,23.4703,103,0
53,-0.0007,0.0003,642.89,1576.32,1397.79,554.03,2387.99,9062.45,47.28,522.14,2388.06,8138.02,8.3933,393,38.97,23.2884,102,0
54,-0.0026,-0.0004,641.66,1584.01,1402.01,554.14,2387.96,9062.23,47.57,522.01,2388.03,8141.24,8.4084,392,39.03,23.3563,101,0
55,-0.0022,-0.0,641.95,1590.86,1397.56,554.15,2388.06,9058.54,47.48,521.62,2388.01,8140.8,8.3655,391,38.98,23.427,100,0
56,0.0021,-0.0001,641.72,1592.11,1403.0,554.77,2388.01,9059.37,47.2,522.37,2388.05,8142.43,8.4458,392,39.12,23.2846,99,0
57,0.0002,-0.0004,642.16,1588.7,1403.15,553.91,2388.02,9064.33,47.27,522.07,2388.02,8142.28,8.4497,392,38.92,23.4204,98,0
58,0.0007,0.0004,642.74,1586.71,1402.02,554.14,2388.01,9066.28,47.32,522.1,2388.01,8143.78,8.4171,393,39.13,23.3799,97,0
59,0.001,0.0002,642.16,1585.41,1403.26,554.0,2388.05,9058.6,47.27,522.06,2388.05,8142.57,8.4343,392,38.93,23.3422,96,0
60,-0.0016,0.0005,642.35,1583.99,1406.37,554.01,2388.06,9066.47,47.45,521.75,2388.04,8145.46,8.3981,391,38.98,23.5351,95,0
61,0.0007,0.0004,642.25,1585.11,1397.99,554.26,2388.01,9059.35,47.44,522.07,2388.04,8143.41,8.3813,393,38.7,23.3242,94,0
62,-0.0036,-0.0003,642.63,1582.12,1396.84,554.18,2388.03,9063.41,47.47,521.99,2388.02,8143.72,8.4442,392,39.09,23.2784,93,0
63,0.0025,0.0004,642.13,1587.61,1403.96,554.5,2388.06,9062.21,47.49,522.14,2388.05,8141.16,8.4301,394,39.06,23.3871,92,0
64,0.0023,0.0002,641.69,1587.33,1404.9,554.37,2388.06,9063.82,47.31,522.07,2388.07,8146.49,8.3889,393,38.92,23.3226,91,0
