time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0019,-0.0004,642.9,1591.39,1403.1,553.3,2388.12,9053.39,47.51,520.91,2388.15,8133.2,8.4285,392,38.73,23.2484,271,0
2,0.0056,0.0003,642.7,1588.71,1403.9,552.79,2388.15,9039.31,47.6,521.3,2388.14,8131.52,8.4654,393,38.75,23.255,270,0
3,-0.002,0.0001,642.66,1587.92,1409.22,553.5,2388.09,9047.47,47.44,521.61,2388.12,8129.36,8.4315,395,39.12,23.3092,269,0
4,-0.0001,-0.0001,642.94,1590.4,1412.54,553.69,2388.13,9048.13,47.47,521.64,2388.06,8130.03,8.4418,393,38.83,23.1862,268,0
5,0.0029,-0.0003,642.39,1595.41,1401.22,552.76,2388.11,9040.81,47.75,521.09,2388.13,8128.49,8.4508,393,38.72,23.3402,267,0
6,-0.0013,-0.0001,642.88,1587.83,1400.94,553.35,2388.12,9048.73,47.63,521.81,2388.13,8132.25,8.416,393,38.87,23.2693,266,0
7,-0.0032,0.0004,642.66,1586.44,1406.48,553.41,2388.12,9052.03,47.52,521.1,2388.05,8126.88,8.4535,393,38.93,23.3371,265,0
8,-0.001,-0.0001,642.78,1590.5,1410.26,553.41,2388.14,9051.79,47.32,521.72,2388.13,8126.36,8.4698,394,38.79,23.2968,264,0
9,0.0019,-0.0003,642.22,1583.15,1408.55,552.7,2388.12,9044.83,47.38,521.26,2388.12,8130.72,8.4373,395,38.94,23.3203,263,0
10,-0.0008,-0.0001,642.44,1589.54,1405.69,553.82,2388.11,9056.85,47.71,521.37,2388.14,8126.11,8.4496,394,38.8,23.321,262,0
11,-0.001,-0.0002,642.57,1585.97,1412.9,552.95,2388.17,9046.35,47.58,521.43,2388.14,8130.69,8.4618,393,38.92,23.2545,261,0
12,0.0001,0.0002,642.68,1588.56,1413.42,553.65,2388.1,9045.23,47.68,522.32,2388.07,8130.28,8.4207,394,38.86,23.2743,260,0
13,0.0015,0.0001,642.31,1586.62,1405.4,553.63,2388.11,9052.41,47.58,521.58,2388.12,8130.5,8.4465,393,38.79,23.2915,259,0
14,-0.002,-0.0002,643.07,1591.23,1411.86,553.72,2388.11,9053.54,47.55,521.61,2388.06,8128.67,8.4248,391,38.73,23.2526,258,0
15,0.0022,0.0003,642.53,1583.28,1407.73,552.65,2388.1,9049.98,47.6,521.38,2388.1,8131.03,8.4472,395,38.8,23.225,257,0
16,-0.0018,0.0002,642.35,1592.56,1401.57,553.35,2388.12,9049.89,47.57,521.68,2388.1,8124.11,8.4377,394,38.56,23.3141,256,0
17,-0.0018,-0.0004,642.84,1594.43,1408.58,553.16,2388.12,9050.74,47.83,521.01,2388.11,8128.46,8.471,394,38.87,23.3524,255,0
18,-0.0033,-0.0004,642.7,1583.02,1411.4,553.02,2388.11,9051.58,47.73,521.49,2388.09,8127.49,8.4198,394,38.89,23.2311,254,0
19,0.0005,-0.0004,642.96,1590.82,1404.27,553.73,2388.13,9044.06,47.42,521.48,2388.12,8129.17,8.3774,393,38.78,23.2706,253,0
20,-0.0003,-0.0003,643.02,1593.52,1416.23,553.07,2388.13,9047.39,47.43,521.31,2388.16,8121.67,8.453,393,39.0,23.2243,252,0
21,0.0014,-0.0003,642.59,1592.85,1403.95,553.04,2388.13,9043.67,47.45,521.42,2388.12,8127.46,8.4289,394,38.65,23.2859,251,0
22,-0.0015,0.0002,642.47,1590.58,1407.22,552.78,2388.2,9049.38,47.6,521.38,2388.15,8131.37,8.4157,393,38.87,23.2972,250,0
23,0.0016,-0.0005,642.89,1588.61,1410.03,554.02,2388.12,9043.0,47.54,521.71,2388.09,8126.49,8.4844,394,38.95,23.4011,249,0
