time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0007,0.0002,643.21,1582.28,1411.05,552.34,2388.13,9047.16,47.7,521.74,2388.17,8126.26,8.4379,393,38.69,23.2347,266,0
2,0.0013,0.0001,643.03,1590.29,1405.09,552.78,2388.11,9049.45,47.59,521.42,2388.21,8130.41,8.4355,391,38.86,23.3061,265,0
3,-0.0031,-0.0004,642.52,1594.11,1405.79,553.14,2388.1,9050.03,47.56,521.65,2388.13,8125.01,8.4371,393,38.78,23.2421,264,0
4,0.0016,0.0,642.81,1583.83,1410.99,552.91,2388.16,9047.11,47.54,521.02,2388.15,8125.17,8.4267,392,38.8,23.2697,263,0
5,-0.0012,-0.0002,643.05,1590.42,1409.12,553.06,2388.09,9040.72,47.46,521.1,2388.14,8133.34,8.4131,395,38.88,23.3069,262,0
6,0.0049,0.0003,642.4,1590.97,1409.58,553.47,2388.15,9046.57,47.55,521.39,2388.1,8131.73,8.4176,392,38.79,23.2575,261,0
7,-0.0026,-0.0,643.18,1592.68,1406.51,553.42,2388.09,9052.31,47.65,521.54,2388.13,8124.68,8.4577,393,38.79,23.3591,260,0
8,0.0001,-0.0,642.88,1588.43,1413.34,553.36,2388.08,9044.81,47.52,521.72,2388.08,8127.61,8.4188,392,38.72,23.2578,259,0
9,-0.0007,-0.0002,642.22,1592.2,1404.76,553.05,2388.1,9050.9,47.58,521.27,2388.06,8126.03,8.446,394,38.89,23.2204,258,0
10,0.0012,0.0003,642.51,1588.42,1411.19,553.0,2388.15,9041.87,47.49,520.81,2388.1,8127.63,8.4668,392,38.9,23.3049,257,0
11,0.0031,0.0003,642.52,1591.73,1414.97,553.17,2388.13,9050.57,47.68,521.04,2388.16,8127.5,8.4334,394,38.77,23.252,256,0
12,-0.0017,-0.0002,643.19,1583.14,1402.03,553.06,2388.1,9041.66,47.71,521.02,2388.1,8133.01,8.4633,394,38.75,23.2142,255,0
13,0.0002,-0.0002,642.43,1593.97,1413.78,552.66,2388.12,9048.77,47.69,521.63,2388.11,8127.55,8.4428,393,38.89,23.2502,254,0
14,-0.0009,-0.0001,642.79,1592.48,1405.06,553.62,2388.11,9046.61,47.48,521.21,2388.1,8128.52,8.4764,393,38.84,23.2572,253,0
15,0.0007,0.0003,643.44,1592.66,1412.32,553.46,2388.1,9041.04,47.64,521.62,2388.12,8128.06,8.4187,394,38.87,23.335,252,0
16,0.0004,-0.0001,642.72,1593.2,1406.03,553.14,2388.16,9049.57,47.65,521.32,2388.13,8132.71,8.4468,393,38.95,23.356,251,0
17,-0.0045,-0.0002,642.38,1586.02,1410.31,553.54,2388.11,9045.13,47.55,521.61,2388.08,8132.1,8.4345,393,38.9,23.2926,250,0
18,-0.0029,-0.0004,643.51,1588.36,1403.38,553.76,2388.08,9044.5,47.39,520.77,2388.13,8127.96,8.4253,393,38.74,23.3304,249,0
19,-0.0032,0.0004,642.85,1589.71,1411.99,553.04,2388.1,9045.48,47.72,521.07,2388.16,8128.78,8.4318,393,38.92,23.2694,248,0
20,0.0008,-0.0005,642.66,1589.44,1409.05,553.65,2388.16,9043.9,47.37,521.25,2388.1,8131.55,8.4331,393,38.87,23.2639,247,0
21,-0.0017,0.0004,642.53,1594.63,1412.57,553.15,2388.12,9047.23,47.41,521.04,2388.11,8130.41,8.4207,394,38.91,23.2987,246,0
22,-0.0019,0.0002,643.05,1589.63,1406.16,552.94,2388.15,9049.17,47.65,521.14,2388.12,8127.03,8.4483,394,38.95,23.1987,245,0
23,0.0003,0.0002,643.24,1590.54,1410.39,553.81,2388.16,9046.05,47.51,521.28,2388.08,8124.87,8.4171,393,38.71,23.212,244,0
24,-0.0003,0.0001,643.04,1587.04,1409.8,553.44,2388.19,9049.15,47.63,521.43,2388.14,8130.35,8.4281,394,38.81,23.2116,243,0
25,-0.001,-0.0002,642.79,1589.86,1407.38,553.26,2388.11,9047.61,47.79,520.83,2388.13,8131.24,8.4072,394,38.79,23.2516,242,0
26,0.0014,-0.0004,643.71,1589.97,1404.07,554.1,2388.11,9047.88,47.66,521.52,2388.1,8132.14,8.4438,392,38.88,23.2926,241,0
27,0.0051,-0.0001,641.99,1591.75,1405.32,553.54,2388.15,9045.53,47.62,521.4,2388.14,8128.23,8.4201,391,38.64,23.2826,240,0
28,-0.0042,0.0,642.78,1596.4,1404.56,552.97,2388.17,9054.09,47.67,521.19,2388.15,8127.44,8.4376,391,38.65,23.2574,239,0
29,0.0046,0.0001,642.71,1591.8,1408.03,553.09,2388.12,9054.79,47.61,521.67,2388.09,8129.97,8.4629,393,38.87,23.284,238,0
30,0.0005,0.0003,642.22,1590.93,1411.4,552.74,2388.09,9055.21,47.73,522.24,2388.13,8134.88,8.4427,392,38.89,23.3001,237,0
31,-0.0019,-0.0001,642.69,1591.62,1409.32,553.4,2388.14,9046.43,47.52,521.21,2388.13,8128.54,8.4511,393,38.82,23.2766,236,0
32,-0.0043,-0.0003,642.94,1589.47,1411.55,553.83,2388.08,9052.98,47.71,521.58,2388.12,8126.15,8.4464,394,38.95,23.3217,235,0
33,-0.0004,-0.0005,642.75,1587.09,1411.12,553.36,2388.13,9055.56,47.69,520.96,2388.17,8126.09,8.4102,394,38.86,23.2336,234,0
34,0.0014,0.0001,642.5,1599.67,1410.24,553.46,2388.07,9047.79,47.55,520.83,2388.1,8125.14,8.4427,393,38.75,23.3265,233,0
35,-0.0035,-0.0003,642.84,1586.39,1412.49,552.92,2388.15,9043.37,47.49,521.48,2388.15,8133.02,8.4616,393,38.88,23.2048,232,0
36,0.0021,-0.0003,642.6,1578.09,1408.77,553.4,2388.14,9047.16,47.52,521.49,2388.13,8129.3,8.4407,393,38.8,23.3825,231,0
37,0.0012,-0.0001,642.73,1588.45,1407.21,553.36,2388.16,9042.78,47.39,521.47,2388.12,8129.79,8.4385,394,38.68,23.2483,230,0
38,-0.0014,0.0,642.36,1587.99,1406.45,553.44,2388.19,9045.96,47.64,521.02,2388.09,8127.08,8.4212,393,38.95,23.3056,229,0
39,-0.0015,0.0004,642.51,1589.66,1412.27,553.06,2388.1,9040.37,47.54,521.25,2388.09,8126.82,8.4291,392,38.5,23.378,228,0
40,-0.0023,-0.0001,643.0,1584.88,1409.71,553.0,2388.1,9050.23,47.74,521.28,2388.14,8126.34,8.4357,392,38.91,23.4001,227,0
41,-0.0,0.0001,642.64,1591.03,1405.5,553.01,2388.16,9047.89,47.34,521.19,2388.12,8129.88,8.4436,394,38.71,23.2906,226,0
