time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0005,0.0,642.66,1585.01,1411.33,554.11,2388.12,9054.53,47.5,521.51,2388.1,8128.52,8.4346,393,38.75,23.3154,209,1
2,0.0034,-0.0002,642.24,1589.03,1411.7,553.24,2388.13,9056.49,47.71,521.38,2388.11,8129.09,8.4192,394,38.79,23.3319,208,1
3,-0.0014,-0.0004,642.92,1597.35,1404.75,553.55,2388.06,9059.17,47.44,521.89,2388.08,8137.35,8.473,393,38.88,23.2503,207,1
4,-0.0042,0.0001,642.92,1598.29,1407.19,553.94,2388.01,9061.95,47.36,521.86,2388.1,8134.24,8.4419,393,38.77,23.3645,206,1
5,-0.0001,0.0004,642.42,1590.91,1408.04,553.17,2388.15,9050.41,47.34,521.83,2388.12,8134.47,8.4566,394,38.73,23.3993,205,1
6,0.0006,0.0001,642.6,1590.97,1404.87,553.27,2388.08,9054.86,47.32,520.76,2388.09,8135.55,8.4539,393,38.79,23.279,204,1
7,-0.0023,-0.0004,642.27,1595.97,1409.9,553.24,2388.1,9057.46,47.39,521.15,2388.09,8128.33,8.4195,392,38.8,23.3957,203,1
8,0.0002,-0.0003,642.73,1593.1,1409.33,553.91,2388.13,9056.95,47.62,521.7,2388.07,8131.54,8.4268,393,38.7,23.4049,202,1
9,-0.0008,-0.0003,642.93,1594.11,1407.76,553.28,2388.13,9057.0,47.4,521.39,2388.11,8134.52,8.4215,394,38.83,23.303,201,1
10,-0.003,0.0004,642.66,1586.93,1410.44,553.06,2388.13,9053.21,47.36,521.38,2388.08,8133.26,8.5026,394,38.96,23.3141,200,1
11,0.0007,0.0003,642.87,1583.32,1404.44,553.7,2388.08,9059.04,47.53,521.43,2388.13,8128.92,8.4178,391,38.96,23.3043,199,1
12,0.0003,-0.0001,642.96,1590.68,1406.24,553.98,2388.1,9052.12,47.44,521.53,2388.14,8129.72,8.4189,394,38.75,23.3658,198,1
13,-0.0007,-0.0001,642.74,1587.61,1404.4,553.15,2388.12,9052.98,47.53,521.5,2388.07,8133.89,8.4424,393,38.71,23.418,197,1
14,-0.0055,0.0001,642.63,1581.53,1409.47,553.16,2388.1,9050.7,47.64,521.43,2388.14,8131.74,8.4431,393,38.66,23.3179,196,1
15,0.0027,-0.0001,642.55,1596.42,1411.75,552.98,2388.1,9049.21,47.38,521.67,2388.1,8129.45,8.4212,392,38.83,23.2887,195,1
16,0.0008,0.0005,642.84,1588.74,1412.99,553.04,2388.05,9049.55,47.57,521.96,2388.14,8135.66,8.4322,393,38.77,23.3078,194,1
17,-0.0007,0.0001,642.92,1585.8,1412.45,553.25,2388.15,9055.05,47.42,521.47,2388.07,8130.44,8.437,394,38.81,23.2183,193,1
