time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0003,0.0005,641.99,1580.61,1404.52,553.89,2388.02,9055.55,47.23,521.98,2388.07,8135.24,8.4054,389,39.16,23.4433,260,0
2,-0.0038,-0.0004,642.06,1580.86,1404.29,554.52,2388.03,9053.06,47.27,522.4,2388.06,8133.2,8.3689,391,38.79,23.3935,259,0
3,-0.0008,-0.0003,641.74,1584.37,1398.84,554.63,2388.07,9055.45,47.27,522.05,2387.96,8132.62,8.3817,392,39.01,23.4242,258,0
4,0.0016,0.0004,642.36,1591.73,1405.82,554.56,2388.05,9055.73,47.24,522.56,2388.01,8138.87,8.4385,393,38.81,23.3681,257,0
5,-0.0039,0.0002,642.61,1579.86,1402.44,554.0,2388.02,9051.97,47.32,522.03,2388.04,8133.12,8.3839,392,38.87,23.4878,256,0
6,0.0016,0.0003,641.9,1587.99,1407.3,554.0,2388.04,9052.98,47.2,521.95,2388.04,8133.75,8.4115,392,38.99,23.4369,255,0
7,-0.0037,0.0003,642.03,1583.47,1400.72,553.59,2388.07,9052.67,47.38,522.02,2388.02,8139.3,8.3922,392,38.96,23.3214,254,0
8,0.0014,0.0002,642.48,1590.99,1399.93,554.09,2388.01,9049.48,46.98,522.19,2388.06,8138.94,8.3948,392,39.21,23.3801,253,0
9,0.0014,0.0002,642.37,1586.12,1398.76,554.36,2388.04,9054.46,47.14,521.85,2388.04,8133.92,8.4042,391,39.1,23.3066,252,0
10,-0.0018,-0.0001,642.2,1591.13,1398.95,554.03,2388.03,9053.79,47.23,522.64,2388.0,8132.87,8.4079,393,39.02,23.3343,251,0
11,-0.0069,-0.0004,642.63,1582.28,1396.41,554.1,2388.05,9058.33,47.41,522.38,2388.01,8134.97,8.4124,393,38.95,23.2982,250,0
12,-0.0032,-0.0,642.75,1575.51,1401.36,554.07,2388.02,9054.97,47.17,522.11,2388.01,8135.61,8.4239,393,38.96,23.4411,249,0
13,0.0022,-0.0002,642.4,1587.35,1406.97,553.67,2388.05,9058.32,47.4,522.42,2388.1,8137.55,8.4142,393,38.79,23.3158,248,0
14,-0.0009,0.0005,642.43,1580.88,1402.19,554.33,2388.08,9063.7,47.23,521.97,2388.07,8137.11,8.4247,392,38.87,23.3392,247,0
15,0.0012,-0.0001,642.17,1586.9,1405.63,554.03,2388.02,9061.83,47.17,522.26,2388.07,8138.02,8.4444,393,38.95,23.3965,246,0
16,0.0021,-0.0004,642.33,1587.21,1399.58,554.22,2388.02,9051.67,47.05,522.18,2387.96,8135.51,8.4067,391,38.89,23.4335,245,0
17,-0.0007,0.0002,642.82,1590.4,1401.28,554.44,2388.01,9061.74,47.24,521.83,2388.03,8139.74,8.4162,391,39.01,23.4396,244,0
