time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0007,0.0003,642.83,1585.12,1406.19,553.36,2388.07,9060.28,47.48,521.54,2388.06,8142.15,8.456,393,38.85,23.3847,160,0
2,0.0003,0.0002,643.16,1591.6,1405.2,553.05,2388.05,9067.97,47.31,521.78,2388.07,8141.7,8.4182,393,38.94,23.4274,159,0
3,0.0004,-0.0002,642.72,1587.43,1402.98,553.49,2388.1,9060.37,47.21,520.97,2388.07,8139.28,8.4203,392,38.87,23.2889,158,0
4,0.0028,0.0002,642.48,1589.42,1412.79,553.4,2388.1,9060.63,47.38,521.22,2388.05,8144.92,8.4473,392,38.83,23.3173,157,0
5,0.0041,-0.0004,642.66,1594.18,1408.46,553.59,2388.05,9056.41,47.12,521.84,2388.11,8140.38,8.431,393,38.82,23.3313,156,0
6,-0.0014,-0.0003,642.61,1592.28,1406.39,552.79,2388.1,9056.71,47.51,521.53,2388.07,8137.08,8.4378,393,38.92,23.3121,155,0
7,-0.001,-0.0004,642.39,1587.08,1408.84,553.03,2388.04,9056.28,47.42,521.88,2388.01,8148.07,8.4176,393,38.96,23.275,154,0
8,0.0014,-0.0001,642.77,1589.81,1402.1,553.94,2388.06,9059.55,47.44,521.5,2388.05,8142.91,8.4494,391,38.96,23.2843,153,0
9,-0.0025,-0.0003,642.55,1585.14,1404.25,554.02,2388.06,9057.17,47.4,522.69,2388.04,8142.33,8.4063,392,38.8,23.2619,152,0
10,0.0014,0.0,642.99,1583.65,1409.68,553.03,2388.12,9062.02,47.58,521.06,2388.09,8137.25,8.4082,392,38.81,23.3664,151,0
11,0.006,-0.0002,642.75,1587.93,1403.79,553.06,2388.06,9061.31,47.37,522.23,2388.08,8135.93,8.4515,392,38.95,23.3144,150,0
12,0.0005,0.0,642.52,1585.8,1407.46,553.67,2388.05,9052.66,47.52,521.57,2388.05,8134.63,8.4581,393,38.97,23.3998,149,0
13,0.0034,0.0005,642.59,1590.27,1403.08,554.14,2388.06,9055.25,47.49,521.28,2388.07,8135.48,8.451,392,38.73,23.3402,148,0
14,-0.0007,-0.0003,642.41,1588.15,1402.08,553.58,2388.04,9064.48,47.46,521.85,2388.14,8139.3,8.3936,392,38.86,23.3237,147,0
15,0.0023,0.0003,642.44,1592.82,1403.37,553.33,2388.09,9066.9,47.44,521.21,2388.12,8141.03,8.458,394,38.9,23.3118,146,0
16,0.0021,-0.0002,642.63,1581.13,1400.68,554.08,2388.11,9060.38,47.3,521.77,2388.06,8137.89,8.4373,395,38.79,23.3176,145,0
17,0.0034,0.0,642.89,1589.57,1406.87,553.74,2388.08,9061.2,47.42,521.61,2388.12,8139.37,8.4088,393,38.84,23.244,144,0
18,0.0033,0.0003,641.98,1592.81,1398.39,553.61,2388.06,9059.61,47.35,521.16,2388.07,8139.49,8.4574,392,38.88,23.4084,143,0
19,-0.0018,-0.0005,641.92,1589.28,1405.95,553.92,2388.07,9059.02,47.43,521.43,2388.07,8139.38,8.4432,393,38.87,23.4132,142,0
20,0.0013,-0.0001,642.84,1589.53,1402.95,553.37,2388.1,9057.73,47.51,521.78,2388.18,8138.1,8.4377,392,38.7,23.2962,141,0
21,-0.0015,0.0003,642.2,1596.98,1401.81,553.54,2388.04,9060.36,47.54,521.14,2388.09,8142.58,8.4563,395,38.93,23.2612,140,0
22,0.005,-0.0002,642.77,1586.1,1400.67,554.07,2388.08,9058.36,47.45,522.06,2388.07,8145.09,8.4354,393,38.91,23.2106,139,0
23,-0.0002,0.0002,642.31,1590.69,1402.1,553.58,2388.05,9064.04,47.45,521.79,2388.1,8145.25,8.4132,392,38.98,23.3764,138,0
24,0.0013,0.0001,643.11,1589.89,1400.89,553.25,2388.07,9059.96,47.54,521.47,2388.1,8139.24,8.446,393,38.86,23.264,137,0
25,-0.0044,-0.0005,642.75,1587.59,1405.27,552.49,2388.07,9067.15,47.43,521.47,2388.09,8135.24,8.4193,394,38.68,23.4397,136,0
26,-0.0035,0.0001,642.36,1585.82,1411.98,553.72,2388.14,9065.2,47.46,521.79,2388.07,8139.81,8.4219,394,38.67,23.1554,135,0
27,-0.0022,-0.0004,642.88,1587.89,1407.67,554.0,2388.11,9064.95,47.4,521.58,2388.07,8144.11,8.4115,392,38.72,23.3541,134,0
28,-0.0003,-0.0002,642.5,1586.67,1407.03,553.24,2388.14,9054.13,47.36,522.04,2388.1,8141.98,8.4328,395,38.78,23.3806,133,0
29,-0.0011,-0.0003,642.57,1589.96,1406.28,553.39,2388.1,9055.83,47.44,521.9,2388.06,8141.79,8.4439,394,38.83,23.3423,132,0
30,0.0003,-0.0004,642.84,1593.52,1404.09,553.71,2388.07,9064.88,47.58,521.78,2388.05,8142.98,8.4078,394,38.78,23.3951,131,0
31,0.0055,0.0001,642.13,1584.69,1406.49,553.9,2388.11,9059.97,47.5,522.41,2388.07,8142.51,8.47,394,38.77,23.3976,130,0
32,-0.0014,-0.0003,642.9,1590.21,1406.57,552.61,2388.09,9066.57,47.4,521.45,2388.05,8144.19,8.4222,393,39.08,23.268,129,0
33,-0.0014,-0.0002,642.41,1583.87,1407.22,553.53,2388.06,9062.59,47.39,521.65,2388.13,8143.24,8.4251,391,39.0,23.2918,128,0
34,-0.0006,0.0004,642.85,1588.14,1404.36,553.8,2388.07,9053.71,47.4,521.83,2388.05,8138.71,8.4174,392,39.01,23.4317,127,0
35,-0.0005,-0.0001,642.77,1588.15,1400.23,553.41,2388.07,9059.4,47.61,521.45,2388.05,8145.52,8.4082,394,38.82,23.4795,126,0
36,-0.0003,-0.0004,642.48,1596.41,1403.52,552.99,2388.1,9067.82,47.58,521.83,2388.11,8144.37,8.4603,393,38.92,23.342,125,0
37,-0.0018,-0.0004,642.51,1590.08,1408.34,553.56,2388.15,9060.08,47.57,521.7,2388.05,8142.22,8.4402,392,38.81,23.2739,124,0
38,0.0031,0.0001,643.09,1587.73,1411.09,553.46,2388.06,9064.8,47.54,522.17,2388.04,8142.05,8.4441,393,38.75,23.3457,123,0
39,-0.0029,0.0004,642.85,1585.07,1409.89,553.95,2388.1,9060.5,47.28,521.85,2388.05,8142.86,8.4206,393,38.94,23.285,122,0
40,-0.0013,-0.0003,642.54,1584.16,1411.71,552.94,2388.07,9058.51,47.52,521.46,2388.08,8148.28,8.4678,393,38.87,23.267,121,0
