time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0016,0.0002,642.23,1584.54,1402.25,554.95,2387.99,9064.0,47.2,522.51,2388.01,8149.44,8.3951,391,38.99,23.3644,179,0
2,-0.003,0.0002,641.86,1586.19,1397.63,554.69,2388.01,9069.24,47.09,522.69,2387.99,8149.83,8.4167,391,39.01,23.499,178,0
3,0.0,-0.0002,641.94,1588.02,1396.78,554.41,2387.96,9067.75,47.34,522.31,2388.0,8149.27,8.3922,392,39.02,23.4139,177,0
4,0.0023,-0.0003,642.22,1587.4,1393.25,554.12,2388.0,9068.91,47.07,522.18,2387.99,8147.26,8.422,392,38.99,23.4934,176,0
5,0.0046,0.0004,641.79,1574.13,1391.45,555.07,2388.01,9070.81,47.3,522.48,2388.01,8149.92,8.4029,392,38.91,23.3685,175,0
6,-0.0003,0.0002,642.15,1585.59,1399.92,554.15,2388.0,9062.74,47.12,522.04,2387.95,8147.27,8.3782,391,39.25,23.4364,174,0
7,-0.0007,0.0002,642.0,1585.23,1400.25,554.91,2387.95,9062.94,47.3,522.28,2387.97,8146.18,8.424,391,39.0,23.3731,173,0
8,0.0026,-0.0002,641.96,1590.64,1396.58,554.27,2388.04,9061.55,47.3,521.81,2388.02,8148.76,8.4027,392,38.97,23.5273,172,0
9,0.0015,0.0001,642.38,1569.04,1401.1,554.31,2387.99,9070.81,47.31,522.76,2387.99,8151.58,8.3854,392,39.11,23.3974,171,0
10,-0.0016,-0.0001,642.19,1579.64,1394.31,554.42,2388.0,9068.36,47.02,522.81,2387.98,8154.51,8.4231,392,39.14,23.4,170,0
11,0.0047,0.0002,641.56,1584.9,1400.56,554.54,2387.97,9064.97,47.16,522.02,2387.98,8145.53,8.4344,391,39.0,23.3425,169,0
12,-0.0007,-0.0001,641.94,1580.92,1397.59,554.49,2387.95,9067.35,47.22,522.76,2387.99,8143.28,8.3934,391,38.99,23.6419,168,0
13,0.0008,0.0005,642.08,1581.24,1399.75,553.83,2388.02,9067.26,47.43,522.78,2388.02,8147.23,8.3879,393,38.88,23.5324,167,0
14,0.0019,0.0005,642.1,1581.65,1400.7,555.84,2388.02,9070.93,47.05,522.44,2388.02,8146.03,8.379,392,38.85,23.351,166,0
15,0.0019,-0.0,641.7,1585.86,1396.35,553.77,2387.99,9064.58,47.09,522.25,2388.0,8146.45,8.4361,393,38.98,23.387,165,0
16,0.0003,-0.0002,641.85,1584.16,1398.29,554.53,2387.95,9068.24,47.43,522.2,2388.02,8147.02,8.409,392,38.83,23.3798,164,0
17,0.0035,-0.0004,642.95,1588.25,1403.25,553.91,2388.03,9070.08,47.13,522.46,2387.96,8146.72,8.4077,392,38.96,23.4767,163,0
18,-0.0013,0.0003,642.14,1586.29,1405.83,554.33,2387.94,9070.24,47.36,522.41,2388.01,8148.23,8.4336,391,38.97,23.4118,162,0
19,0.0017,0.0,642.28,1587.63,1399.19,553.98,2388.01,9062.0,47.36,522.49,2388.03,8148.1,8.4062,391,38.93,23.3238,161,0
20,0.0048,0.0001,642.7,1595.6,1393.3,554.49,2388.04,9067.04,47.18,522.6,2388.03,8144.94,8.3879,390,39.05,23.3941,160,0
21,-0.0006,-0.0001,641.85,1584.06,1399.96,554.75,2387.99,9063.5,47.47,522.42,2387.96,8142.01,8.3782,389,38.83,23.4787,159,0
22,-0.0013,-0.0,642.54,1585.83,1398.62,554.44,2388.03,9064.93,47.19,522.34,2388.05,8147.04,8.4306,391,38.85,23.4011,158,0
23,0.0013,0.0005,642.52,1581.38,1402.41,554.07,2388.05,9066.6,47.1,522.23,2388.06,8147.47,8.3904,392,38.95,23.4036,157,0
24,0.0003,-0.0001,642.39,1589.03,1402.48,554.01,2387.94,9061.45,47.18,522.23,2388.05,8146.67,8.3824,391,39.06,23.3425,156,0
25,-0.0009,0.0005,642.1,1582.68,1396.49,554.12,2388.01,9063.57,47.23,522.01,2387.99,8149.65,8.3635,393,38.98,23.4842,155,0
26,0.0007,0.0005,642.51,1581.69,1396.66,554.5,2387.99,9066.65,47.23,522.49,2388.03,8154.11,8.4007,392,38.79,23.3433,154,0
27,-0.0022,0.0,642.5,1583.04,1395.45,554.59,2388.03,9076.55,47.29,522.76,2387.98,8145.15,8.3893,391,39.06,23.4521,153,0
28,-0.0,0.0003,642.6,1591.44,1406.27,554.28,2388.0,9058.1,47.42,522.94,2388.02,8143.21,8.4002,391,38.97,23.3335,152,0
29,-0.0022,0.0004,642.14,1586.56,1401.68,554.44,2388.1,9071.13,47.26,521.82,2388.01,8148.65,8.3754,391,39.1,23.4313,151,0
30,0.0003,-0.0002,642.27,1587.66,1398.44,554.97,2388.06,9067.68,47.43,523.1,2388.01,8146.91,8.4129,391,39.0,23.4329,150,0
31,-0.0065,0.0003,641.79,1590.45,1396.81,554.38,2387.99,9065.47,47.09,522.12,2387.95,8152.28,8.4216,392,39.06,23.5083,149,0
32,0.002,0.0004,642.19,1584.43,1400.56,554.34,2387.97,9067.44,47.35,522.82,2387.99,8151.21,8.397,390,39.04,23.4251,148,0
33,-0.0015,0.0003,642.02,1584.25,1401.62,554.13,2388.0,9068.54,47.25,522.39,2388.04,8149.33,8.401,391,39.06,23.4023,147,0
34,0.0049,0.0003,641.91,1579.08,1399.9,553.66,2387.96,9072.36,47.36,522.02,2388.01,8146.89,8.4202,391,39.03,23.3678,146,0
35,0.0031,0.0003,642.11,1582.14,1395.25,554.66,2388.04,9063.94,47.06,522.28,2388.0,8142.01,8.4056,391,38.91,23.387,145,0
36,-0.0009,0.0,642.28,1583.41,1396.61,554.55,2387.98,9068.97,47.39,522.61,2388.04,8152.74,8.4106,394,39.09,23.4682,144,0
37,-0.0019,0.0001,641.8,1588.07,1398.84,554.09,2387.98,9060.68,47.3,522.34,2388.0,8153.47,8.3882,392,39.01,23.3754,143,0
38,-0.0018,-0.0002,642.23,1580.73,1399.56,554.32,2388.0,9065.02,47.2,522.47,2387.98,8143.42,8.4224,392,38.84,23.4365,142,0
39,-0.0029,0.0004,642.36,1585.81,1402.01,554.18,2387.99,9072.06,47.14,522.15,2388.01,8148.98,8.3966,390,38.97,23.4216,141,0
40,-0.0019,0.0002,642.23,1595.19,1403.42,554.24,2387.98,9068.17,47.22,522.66,2387.95,8143.65,8.414,393,38.86,23.4506,140,0
41,-0.0015,0.0005,643.25,1577.26,1398.27,554.71,2387.98,9064.9,47.09,522.48,2388.02,8152.04,8.4119,394,38.86,23.4248,139,0
42,-0.0009,0.0003,641.83,1584.7,1393.54,554.02,2387.98,9054.45,47.02,522.44,2388.0,8150.87,8.3925,391,39.0,23.4151,138,0
43,0.0001,-0.0003,641.91,1588.88,1396.43,554.17,2388.02,9071.11,47.21,522.62,2388.02,8141.87,8.4283,392,39.08,23.4279,137,0
44,0.0032,-0.0001,641.74,1588.6,1399.5,553.76,2388.0,9058.24,47.16,521.87,2388.0,8150.66,8.3962,391,39.01,23.3768,136,0
45,-0.0006,-0.0001,642.62,1579.76,1399.92,554.32,2388.02,9058.21,47.27,522.05,2388.03,8149.57,8.3987,390,39.08,23.4681,135,0
46,-0.0027,0.0001,642.31,1585.94,1399.41,553.9,2387.98,9064.24,47.15,521.9,2388.02,8144.85,8.3906,393,39.05,23.2772,134,0
47,0.0001,-0.0001,642.17,1584.36,1398.25,554.64,2388.01,9073.18,47.08,522.24,2388.04,8144.3,8.3936,390,38.98,23.3882,133,0
48,-0.0034,0.0005,642.09,1582.43,1389.61,554.78,2388.01,9059.39,47.07,522.25,2387.98,8145.65,8.3992,392,38.91,23.4434,132,0
49,-0.0012,0.0,642.13,1585.45,1397.65,554.25,2388.02,9063.14,47.15,522.43,2388.0,8145.61,8.4115,391,39.1,23.3669,131,0
50,0.0006,-0.0001,642.25,1589.59,1397.87,555.3,2388.05,9073.68,47.12,522.09,2388.0,8149.08,8.419,391,38.98,23.3875,130,0
51,0.0008,0.0003,642.24,1585.69,1400.28,554.71,2388.07,9055.62,47.04,522.12,2387.98,8141.54,8.3726,393,38.91,23.3447,129,0
52,-0.0011,0.0004,642.11,1584.85,1399.65,554.37,2388.04,9070.73,47.44,522.16,2387.99,8151.54,8.3764,392,39.07,23.4483,128,0
53,-0.0008,0.0005,642.42,1585.59,1403.64,554.6,2388.06,9065.69,47.23,522.26,2388.02,8149.37,8.4027,391,39.09,23.3105,127,0
54,0.0012,0.0002,642.49,1590.47,1406.01,554.42,2388.01,9060.9,47.43,522.18,2387.96,8146.38,8.397,391,38.83,23.2425,126,0
55,-0.0002,0.0002,641.95,1580.0,1394.58,554.81,2388.02,9064.63,47.04,522.1,2388.01,8148.75,8.3858,391,39.09,23.3662,125,0
56,0.006,0.0001,642.21,1577.48,1387.58,554.53,2388.01,9079.25,47.13,522.37,2388.02,8157.79,8.3963,392,39.04,23.317,124,0
57,0.0035,-0.0,642.31,1586.3,1407.81,554.45,2388.05,9067.86,47.37,522.07,2388.01,8145.78,8.3972,391,38.98,23.3459,123,0
58,-0.0027,0.0004,642.5,1587.8,1396.01,554.78,2387.98,9063.99,47.43,522.04,2387.96,8150.26,8.3954,392,39.07,23.5156,122,0
59,0.0016,-0.0003,642.39,1584.29,1403.06,553.6,2388.05,9058.95,47.3,521.83,2388.05,8149.43,8.3882,390,38.9,23.3953,121,0
60,-0.0012,-0.0004,642.33,1587.06,1404.8,554.82,2388.03,9070.17,47.2,522.13,2387.99,8148.14,8.4201,392,38.99,23.2653,120,0
61,-0.0043,-0.0002,642.14,1588.56,1402.32,554.57,2388.05,9065.99,47.33,522.18,2388.05,8149.46,8.431,392,38.96,23.3528,119,0
62,-0.0008,-0.0,642.08,1587.88,1399.95,554.7,2387.98,9062.39,47.18,521.78,2388.0,8149.22,8.3802,392,38.87,23.3705,118,0
63,0.0016,-0.0002,641.74,1583.46,1397.25,554.62,2388.03,9068.75,47.41,522.75,2388.01,8147.8,8.4215,393,38.74,23.276,117,0
64,-0.0012,0.0,642.25,1592.65,1398.68,553.55,2388.05,9069.56,47.39,522.02,2387.99,8147.35,8.4189,392,38.95,23.3272,116,0
65,0.0035,0.0002,642.01,1583.18,1405.41,554.39,2388.03,9067.27,47.19,522.31,2388.05,8147.77,8.3818,391,39.07,23.3852,115,0
66,0.0006,0.0003,642.87,1585.15,1399.23,555.24,2388.02,9067.61,47.12,522.08,2388.08,8147.97,8.4152,393,39.12,23.321,114,0
67,0.0006,0.0005,641.85,1580.61,1401.39,554.07,2387.98,9070.75,47.27,522.39,2387.99,8149.57,8.3883,393,38.99,23.3876,113,0
68,-0.0007,0.0001,642.67,1588.74,1400.01,554.73,2388.03,9061.19,47.39,521.93,2388.03,8146.92,8.4114,392,38.97,23.4247,112,0
69,-0.0033,-0.0004,641.81,1587.93,1396.92,553.86,2388.0,9066.19,47.54,522.31,2387.98,8151.45,8.4073,392,38.98,23.4873,111,0
70,0.0016,-0.0,642.54,1582.26,1402.52,554.9,2388.03,9066.31,47.35,521.73,2387.94,8148.95,8.4054,393,38.83,23.3467,110,0
71,0.0004,-0.0003,641.94,1587.29,1402.39,554.3,2388.02,9062.5,47.2,522.32,2388.09,8152.22,8.4036,391,39.12,23.3562,109,0
72,0.0002,0.0005,642.22,1583.59,1405.26,554.59,2388.0,9065.56,47.24,521.66,2387.96,8145.81,8.3932,390,38.87,23.3916,108,0
73,-0.0006,0.0004,641.92,1595.36,1405.17,554.38,2388.03,9070.09,47.32,522.4,2388.03,8149.08,8.409,392,39.01,23.3588,107,0
74,-0.0016,-0.0003,641.85,1587.68,1393.93,554.74,2388.01,9061.19,47.37,522.25,2388.02,8149.58,8.4431,393,38.99,23.3431,106,0
75,0.0,-0.0004,642.62,1591.15,1397.25,553.76,2388.03,9066.25,47.25,522.76,2388.05,8148.16,8.4045,389,39.11,23.4004,105,0
76,-0.0011,-0.0001,642.36,1598.02,1401.04,553.95,2388.0,9065.28,47.33,522.33,2388.0,8154.97,8.3905,392,38.85,23.4119,104,0
77,0.0007,0.0,641.69,1587.25,1402.27,554.67,2388.08,9069.07,47.11,522.09,2388.01,8146.64,8.3947,391,38.86,23.3033,103,0
78,-0.0009,-0.0003,642.87,1590.84,1404.78,553.9,2388.02,9070.51,47.35,521.89,2388.01,8144.01,8.4399,393,38.95,23.3408,102,0
79,-0.0005,-0.0004,642.32,1590.25,1399.76,555.38,2388.06,9066.12,47.12,521.79,2388.05,8145.47,8.429,391,39.02,23.3785,101,0
80,-0.0032,0.0001,642.58,1582.93,1404.58,554.67,2388.01,9074.01,47.06,521.99,2387.96,8144.03,8.4001,392,38.85,23.3927,100,0
81,0.0029,0.0005,643.11,1590.07,1403.3,553.52,2388.03,9063.54,47.24,521.84,2388.03,8154.12,8.3851,392,39.01,23.3693,99,0
82,0.0023,0.0001,642.15,1584.68,1402.82,553.84,2388.04,9070.91,47.4,522.24,2388.04,8150.77,8.4449,393,38.98,23.3699,98,0
83,-0.0048,0.0001,642.36,1580.48,1412.56,554.75,2388.08,9062.72,47.22,521.87,2387.99,8149.06,8.391,393,38.8,23.2768,97,0
84,-0.002,0.0001,642.23,1584.97,1396.81,553.73,2388.09,9070.13,47.42,522.13,2388.04,8148.88,8.4336,393,38.88,23.475,96,0
85,-0.0015,0.0005,642.47,1587.47,1405.6,554.04,2388.04,9065.09,47.22,522.07,2387.98,8145.49,8.4181,392,38.92,23.4081,95,0
86,0.0029,0.0001,642.3,1589.12,1404.63,554.31,2387.98,9067.86,47.43,522.41,2388.03,8153.31,8.4402,393,39.11,23.4048,94,0
87,0.0047,-0.0001,642.35,1585.15,1400.01,553.91,2387.99,9069.08,47.1,521.82,2388.01,8150.66,8.4407,394,38.68,23.2901,93,0
88,0.0016,0.0002,642.67,1593.22,1392.61,554.61,2388.02,9057.48,47.47,522.07,2388.02,8149.74,8.4432,392,38.97,23.235,92,0
89,-0.0005,0.0004,642.09,1590.39,1399.06,553.91,2388.06,9061.53,47.43,521.52,2388.07,8143.93,8.403,392,38.93,23.4926,91,0
90,-0.0012,0.0002,642.06,1594.44,1397.94,554.11,2388.01,9071.96,47.39,521.77,2388.04,8149.47,8.4228,393,38.92,23.2889,90,0
91,0.0028,-0.0001,642.69,1586.41,1397.37,554.4,2387.99,9066.21,47.47,521.96,2388.03,8146.13,8.3787,391,38.98,23.4498,89,0
92,-0.0021,0.0006,642.37,1588.66,1402.01,553.91,2388.04,9066.1,47.23,521.74,2388.07,8145.42,8.4218,391,39.0,23.4098,88,0
