time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,0.0011,-0.0005,642.26,1588.38,1397.78,554.43,2388.07,9072.24,47.4,521.88,2388.06,8147.58,8.3923,393,38.76,23.497,199,0
2,-0.0001,-0.0003,642.23,1590.73,1405.88,553.62,2388.06,9059.5,47.32,522.03,2388.06,8151.74,8.4385,392,38.9,23.424,198,0
3,-0.0015,0.0003,642.21,1590.7,1401.31,554.24,2388.08,9064.83,47.19,521.8,2388.03,8146.37,8.4234,392,38.96,23.446,197,0
4,-0.0022,0.0001,642.68,1588.91,1403.28,553.79,2388.06,9058.04,47.28,522.25,2388.06,8144.65,8.3955,391,38.94,23.3412,196,0
5,-0.0064,-0.0001,642.4,1588.43,1406.46,553.9,2388.06,9064.03,47.42,522.17,2388.04,8146.81,8.4371,393,38.94,23.4452,195,0
6,0.0002,0.0005,642.31,1583.41,1410.11,554.59,2388.06,9065.79,47.21,521.51,2388.0,8144.26,8.4084,394,39.11,23.268,194,0
7,-0.0,-0.0001,642.51,1588.8,1403.14,553.54,2388.08,9056.7,47.23,522.33,2388.01,8143.49,8.384,391,39.01,23.5032,193,0
8,-0.0017,0.0003,642.14,1582.49,1409.85,553.79,2388.04,9062.01,47.35,522.21,2388.04,8143.8,8.4276,392,38.91,23.2012,192,0
9,-0.0003,0.0005,642.62,1587.81,1401.31,553.45,2388.0,9058.59,47.31,521.94,2388.05,8145.42,8.4346,392,39.07,23.3134,191,0
10,-0.0043,-0.0005,642.72,1579.87,1397.6,554.07,2388.02,9066.99,47.49,522.15,2388.01,8143.67,8.4201,392,39.17,23.3761,190,0
11,0.0011,-0.0002,642.19,1583.08,1402.24,553.9,2388.05,9061.37,47.43,522.41,2388.06,8143.5,8.4352,392,38.91,23.3079,189,0
12,-0.0002,-0.0003,642.19,1583.4,1404.04,553.95,2388.05,9062.5,47.23,521.3,2388.03,8146.87,8.4181,393,38.88,23.3532,188,0
13,0.0006,0.0004,642.35,1588.8,1405.92,554.42,2388.07,9059.61,47.33,522.21,2388.05,8137.99,8.4403,392,39.05,23.3392,187,0
14,-0.0017,0.0,641.89,1587.07,1401.89,554.19,2387.98,9058.89,47.36,522.09,2388.01,8141.04,8.3952,394,39.07,23.3884,186,0
15,0.001,-0.0,642.01,1583.67,1401.97,554.19,2388.02,9068.81,47.39,521.67,2388.05,8144.22,8.4463,392,38.98,23.3765,185,0
16,-0.0036,-0.0002,641.92,1587.33,1401.12,554.22,2388.01,9060.38,47.31,521.85,2388.05,8146.21,8.3903,393,38.97,23.4072,184,0
17,-0.0036,0.0001,642.31,1584.68,1399.36,553.72,2388.0,9059.83,47.41,521.42,2388.04,8145.03,8.443,392,38.9,23.4197,183,0
18,-0.0007,0.0001,642.25,1589.1,1397.3,554.04,2388.0,9067.4,47.45,521.8,2388.06,8141.38,8.4176,392,39.01,23.4773,182,0
19,0.0015,0.0,642.57,1589.54,1399.29,553.94,2388.01,9068.73,47.35,522.04,2388.04,8143.86,8.4173,393,38.91,23.4434,181,0
20,0.002,0.0001,641.68,1584.73,1407.52,554.84,2388.01,9062.79,47.6,521.99,2388.1,8146.85,8.3964,392,38.97,23.31,180,0
21,0.0015,0.0005,642.08,1583.86,1401.08,554.41,2388.07,9062.32,47.37,521.83,2388.03,8139.83,8.4358,392,38.96,23.3744,179,0
22,0.0048,-0.0004,642.47,1593.2,1399.4,554.69,2388.01,9060.79,47.32,521.92,2388.05,8150.45,8.4481,391,38.95,23.3418,178,0
23,-0.0006,-0.0005,642.36,1588.14,1398.69,553.72,2387.96,9070.4,47.43,521.75,2388.07,8151.2,8.4006,391,38.87,23.4336,177,0
24,-0.0034,0.0004,642.46,1587.36,1399.21,553.85,2388.09,9061.89,47.55,521.78,2388.0,8140.11,8.4065,391,38.91,23.4268,176,0
25,-0.0004,-0.0004,642.81,1584.78,1401.12,554.02,2388.0,9066.97,47.46,522.13,2388.06,8143.48,8.4288,391,39.01,23.3177,175,0
26,0.0044,-0.0005,641.99,1588.34,1392.96,553.98,2388.02,9068.6,47.43,522.06,2388.08,8137.29,8.4166,390,39.14,23.2545,174,0
27,-0.0015,-0.0003,642.47,1583.57,1400.66,553.45,2388.06,9068.37,47.48,521.84,2388.06,8142.33,8.3973,393,39.02,23.2371,173,0
28,0.0007,0.0004,642.85,1580.89,1399.73,553.83,2388.07,9070.14,47.34,522.06,2388.01,8141.41,8.4033,392,38.76,23.2885,172,0
29,0.0005,-0.0002,642.38,1585.58,1407.47,553.6,2388.04,9065.53,47.29,521.76,2388.02,8142.33,8.4299,392,38.8,23.4058,171,0
30,0.0012,0.0,642.36,1585.83,1398.44,553.63,2387.99,9062.44,47.46,522.48,2388.06,8148.92,8.432,393,39.05,23.3971,170,0
31,-0.0007,0.0004,642.22,1586.43,1399.32,553.79,2388.05,9055.02,47.43,522.44,2388.07,8141.56,8.406,392,38.83,23.4251,169,0
32,-0.004,-0.0001,642.21,1592.6,1400.83,553.58,2388.01,9072.49,47.52,521.67,2388.04,8143.2,8.4231,393,38.85,23.356,168,0
33,-0.0012,-0.0005,642.59,1591.46,1396.11,553.37,2388.07,9058.41,47.31,522.61,2388.03,8142.61,8.4241,393,38.99,23.2876,167,0
34,0.0012,0.0003,642.11,1586.73,1403.69,554.02,2388.0,9062.86,47.24,521.81,2388.03,8140.26,8.4478,392,38.92,23.2906,166,0
35,-0.0009,-0.0004,641.99,1580.16,1403.36,554.23,2388.08,9057.35,47.26,521.84,2388.07,8143.29,8.4159,392,38.96,23.3688,165,0
36,-0.0003,0.0004,641.6,1589.87,1401.83,554.14,2388.04,9063.38,47.23,521.78,2388.07,8144.86,8.428,391,39.02,23.474,164,0
37,-0.0006,-0.0003,641.67,1589.81,1404.51,554.24,2388.01,9065.72,47.13,521.98,2388.08,8143.49,8.3965,394,38.97,23.4184,163,0
38,-0.0024,-0.0004,642.23,1586.24,1403.12,554.24,2388.01,9067.53,47.36,522.32,2388.05,8144.46,8.4523,392,38.74,23.341,162,0
39,-0.0016,0.0003,642.25,1585.78,1402.46,553.9,2388.08,9067.5,47.36,522.09,2388.03,8144.7,8.4503,392,38.86,23.4426,161,0
40,0.0028,0.0004,642.22,1584.72,1402.01,553.6,2388.08,9062.39,47.34,522.44,2388.09,8141.29,8.4225,391,39.01,23.4612,160,0
41,-0.0026,0.0002,642.41,1590.81,1403.17,554.88,2388.06,9067.65,47.34,522.55,2388.01,8148.22,8.3978,393,39.07,23.3047,159,0
42,-0.0008,-0.0001,642.93,1587.19,1406.86,554.49,2388.06,9059.77,47.39,522.28,2388.07,8137.73,8.3924,392,38.97,23.2815,158,0
43,-0.0017,0.0004,642.2,1586.84,1395.66,553.62,2388.02,9061.67,47.35,521.8,2388.05,8144.45,8.4154,392,38.93,23.4378,157,0
44,-0.0041,0.0001,642.24,1580.6,1405.38,553.6,2388.11,9062.74,47.48,521.72,2388.09,8142.79,8.4243,392,38.97,23.3105,156,0
45,-0.0006,-0.0004,642.6,1587.36,1404.2,554.02,2388.06,9058.43,47.32,522.4,2388.05,8141.89,8.4107,392,39.02,23.4696,155,0
46,0.0011,-0.0005,642.48,1582.37,1397.87,553.84,2388.05,9063.35,47.21,522.16,2388.04,8149.01,8.3992,394,38.93,23.2716,154,0
47,0.0007,0.0002,642.69,1586.44,1404.31,553.56,2388.09,9062.43,47.34,522.25,2388.1,8141.99,8.4513,392,38.87,23.2534,153,0
48,0.003,0.0004,642.97,1579.21,1392.66,554.28,2388.07,9067.94,47.51,522.06,2388.04,8150.31,8.4229,394,39.0,23.3638,152,0
49,0.0007,0.0002,642.38,1584.08,1403.38,553.68,2388.03,9064.49,47.39,522.34,2388.07,8138.77,8.4,392,38.89,23.2624,151,0
50,-0.0001,0.0002,642.41,1593.45,1401.55,553.38,2387.99,9069.67,47.45,522.12,2387.99,8142.71,8.4274,392,38.86,23.3933,150,0
51,-0.0016,0.0004,642.31,1585.94,1405.36,553.86,2388.02,9064.45,47.41,521.91,2388.03,8146.64,8.4476,392,38.86,23.3312,149,0
52,0.0032,0.0004,642.53,1587.87,1403.48,554.65,2388.02,9066.1,47.19,521.76,2388.02,8147.55,8.4427,391,38.84,23.3762,148,0
53,-0.0014,-0.0001,642.33,1578.89,1402.82,553.89,2388.03,9066.32,47.37,521.86,2388.04,8139.54,8.4637,394,38.98,23.3569,147,0
