time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.002,-0.0003,642.19,1587.28,1405.05,554.28,2387.99,9063.06,47.37,522.21,2388.02,8139.4,8.3809,391,38.95,23.361,323,0
2,-0.0003,0.0004,642.06,1582.62,1391.77,554.22,2387.99,9057.98,47.09,522.86,2387.99,8144.25,8.4008,391,39.08,23.4337,322,0
3,-0.0002,-0.0001,641.74,1590.54,1404.73,554.44,2387.96,9049.47,47.27,522.3,2387.99,8139.56,8.4113,392,39.1,23.4173,321,0
4,-0.0001,-0.0002,642.44,1583.66,1398.72,553.92,2388.01,9062.51,47.05,522.69,2387.98,8144.68,8.407,392,38.89,23.3802,320,0
5,0.0021,0.0002,641.91,1590.37,1404.26,554.83,2388.02,9059.25,47.1,523.13,2387.95,8141.34,8.3815,392,39.04,23.3513,319,0
6,-0.0001,0.0003,642.07,1594.91,1395.4,554.3,2388.03,9054.92,47.22,522.15,2387.98,8143.18,8.382,392,38.97,23.4372,318,0
7,0.001,0.0003,642.11,1578.0,1393.43,554.06,2387.98,9070.76,47.1,522.16,2387.97,8145.68,8.39,391,39.11,23.4216,317,0
8,-0.002,0.0002,642.35,1573.73,1393.78,554.55,2388.05,9061.65,46.96,521.83,2388.0,8141.98,8.403,392,39.14,23.3938,316,0
9,-0.0013,-0.0001,642.0,1588.32,1397.58,554.74,2388.01,9068.47,47.16,522.31,2388.05,8141.53,8.3863,391,38.9,23.4746,315,0
10,0.0029,0.0003,642.76,1579.73,1397.17,554.89,2387.98,9059.61,47.02,522.14,2388.0,8143.19,8.3797,392,39.06,23.3656,314,0
11,-0.0016,0.0005,641.48,1582.8,1400.83,555.16,2387.97,9054.68,47.13,522.65,2388.02,8146.72,8.4036,392,39.07,23.3072,313,0
12,0.001,0.0005,642.28,1588.86,1397.71,554.23,2387.96,9055.62,47.3,521.95,2388.02,8145.74,8.4351,391,39.09,23.5481,312,0
13,0.0049,0.0001,642.39,1584.6,1399.0,554.69,2388.0,9062.16,47.34,521.99,2387.99,8144.38,8.4057,393,38.96,23.3946,311,0
14,-0.0001,-0.0003,642.5,1580.46,1398.79,554.58,2388.01,9057.96,47.15,522.28,2388.04,8147.73,8.356,391,38.88,23.4957,310,0
15,-0.0039,0.0005,642.1,1586.89,1394.15,554.76,2387.97,9062.33,47.08,522.75,2388.02,8143.13,8.3502,393,39.0,23.4441,309,0
16,0.0028,0.0002,642.26,1589.83,1393.73,554.6,2388.0,9062.42,47.04,522.2,2387.98,8142.18,8.3699,393,38.96,23.4122,308,0
17,-0.0026,0.0005,642.27,1578.73,1394.91,555.1,2387.96,9056.23,47.21,522.57,2387.97,8143.26,8.3796,391,39.24,23.4017,307,0
18,0.0038,-0.0001,642.14,1580.05,1397.9,554.52,2387.99,9061.56,47.23,522.3,2388.02,8145.85,8.4003,392,39.07,23.3202,306,0
19,-0.003,0.0,641.69,1587.49,1398.05,555.39,2387.97,9052.21,47.18,522.3,2388.01,8140.98,8.4023,391,39.11,23.392,305,0
20,-0.0014,-0.0003,642.45,1579.14,1403.98,554.71,2388.01,9059.04,47.19,522.45,2388.04,8138.64,8.3689,392,39.07,23.4035,304,0
21,-0.0023,0.0004,641.94,1586.75,1403.93,554.63,2388.04,9056.59,47.14,522.49,2387.97,8143.28,8.3765,391,39.02,23.4273,303,0
22,0.0001,-0.0003,642.27,1584.49,1403.33,553.55,2388.01,9054.46,47.09,522.32,2388.03,8142.85,8.3821,393,38.9,23.4797,302,0
23,0.0005,0.0003,642.0,1589.99,1398.72,554.24,2388.02,9058.34,47.13,522.75,2387.99,8145.46,8.3634,392,39.03,23.3879,301,0
24,-0.0023,-0.0001,642.04,1576.73,1397.18,554.39,2388.0,9052.74,47.22,522.25,2388.09,8140.92,8.404,391,39.06,23.4458,300,0
25,0.0004,0.0002,641.84,1587.03,1394.02,554.51,2388.03,9060.9,47.24,522.84,2388.0,8141.51,8.346,394,39.17,23.4543,299,0
26,-0.0007,-0.0,641.93,1586.22,1390.54,554.48,2388.03,9059.78,47.29,522.29,2388.01,8137.46,8.36,391,39.04,23.4113,298,0
27,0.0017,0.0001,642.26,1583.88,1395.61,554.8,2387.99,9057.86,47.22,522.09,2388.01,8146.62,8.3996,390,39.02,23.3734,297,0
28,0.0034,-0.0,642.1,1586.38,1401.94,553.79,2388.03,9068.35,47.24,522.62,2388.03,8144.3,8.3853,390,38.92,23.3887,296,0
29,-0.0024,-0.0,642.61,1593.3,1399.11,554.26,2388.01,9057.19,47.31,522.04,2388.0,8142.15,8.3773,391,39.0,23.3798,295,0
30,-0.0017,0.0005,642.5,1580.67,1396.12,554.8,2388.0,9063.29,47.05,521.99,2387.94,8144.4,8.3447,391,38.83,23.3859,294,0
31,-0.0012,0.0005,642.58,1581.34,1389.96,554.49,2388.02,9059.52,47.27,522.13,2387.99,8148.29,8.4153,392,39.14,23.5178,293,0
32,0.0048,0.0004,641.94,1578.75,1405.08,553.77,2388.01,9063.59,47.18,522.49,2387.93,8148.39,8.3929,391,39.07,23.4417,292,0
33,-0.0021,0.0005,641.81,1585.82,1396.36,554.4,2387.96,9068.19,47.06,522.17,2388.0,8144.69,8.431,391,38.87,23.354,291,0
34,0.0005,-0.0002,642.3,1583.65,1397.03,554.53,2388.04,9057.6,47.13,522.58,2387.97,8143.55,8.3985,392,39.13,23.3591,290,0
35,0.0015,-0.0002,642.24,1583.63,1399.9,554.37,2387.96,9060.88,47.15,522.18,2387.93,8145.84,8.3761,392,38.99,23.4162,289,0
36,0.0016,-0.0002,642.03,1578.5,1402.19,554.07,2387.96,9058.39,47.34,522.59,2388.0,8141.11,8.3891,390,39.01,23.3901,288,0
37,-0.0001,0.0003,642.22,1584.2,1394.39,554.42,2388.05,9059.9,47.34,522.61,2388.06,8144.28,8.3827,391,39.02,23.4438,287,0
38,-0.0028,-0.0004,642.16,1588.44,1402.0,555.29,2388.02,9065.5,47.24,522.79,2387.99,8145.6,8.4322,391,38.94,23.4156,286,0
39,-0.0003,0.0001,641.45,1578.28,1395.75,554.51,2388.01,9062.77,47.37,522.58,2387.97,8147.86,8.4021,391,38.98,23.3659,285,0
40,-0.0012,0.0001,642.06,1581.22,1400.81,553.98,2388.04,9061.5,47.06,522.36,2387.98,8147.92,8.4107,391,39.12,23.4582,284,0
41,-0.0003,0.0004,642.05,1579.31,1398.79,554.55,2388.03,9063.2,47.16,522.43,2387.98,8142.86,8.3858,393,39.12,23.4819,283,0
42,0.0007,0.0005,642.43,1587.37,1392.57,553.97,2388.03,9065.04,47.3,522.01,2388.02,8141.99,8.3917,391,39.07,23.4405,282,0
43,-0.0002,-0.0004,642.37,1582.75,1396.55,554.38,2387.98,9060.52,47.19,522.15,2388.07,8145.76,8.378,392,38.94,23.3865,281,0
44,-0.0011,0.0005,642.39,1582.32,1400.69,554.32,2388.04,9066.41,47.25,522.32,2388.0,8145.66,8.4076,393,38.91,23.4223,280,0
45,-0.0045,0.0003,641.47,1585.06,1397.72,554.32,2388.05,9062.78,47.11,521.71,2388.02,8150.56,8.4228,392,39.0,23.3075,279,0
46,0.0005,-0.0002,642.14,1591.9,1409.27,553.99,2388.02,9065.44,47.3,522.15,2388.03,8141.87,8.417,391,39.01,23.2435,278,0
47,0.0016,0.0001,642.69,1591.89,1389.5,553.73,2388.01,9056.17,47.27,522.17,2387.96,8138.33,8.4166,392,38.92,23.49,277,0
48,-0.0016,0.0002,642.72,1577.73,1402.92,554.65,2388.05,9059.19,47.19,522.45,2387.98,8141.99,8.4282,392,39.19,23.4269,276,0
49,0.0018,0.0001,641.87,1585.54,1394.63,554.29,2388.0,9065.4,47.2,522.79,2387.95,8144.03,8.4072,394,39.09,23.4565,275,0
50,0.0019,-0.0001,642.18,1587.61,1400.45,554.06,2387.96,9061.02,47.11,522.38,2387.94,8140.68,8.4166,391,38.98,23.5163,274,0
51,-0.0017,-0.0003,642.27,1593.25,1392.6,554.88,2388.02,9062.46,47.19,522.66,2387.99,8150.02,8.4018,392,38.89,23.3844,273,0
52,-0.0033,-0.0003,642.21,1592.81,1395.49,554.29,2388.0,9063.07,47.18,522.58,2387.94,8150.04,8.4071,392,39.04,23.523,272,0
53,0.0029,0.0003,642.6,1584.04,1404.73,554.18,2388.01,9062.61,47.27,522.11,2388.0,8143.61,8.3609,392,38.99,23.3856,271,0
54,-0.0024,-0.0004,642.32,1590.18,1397.62,553.82,2387.99,9056.95,47.16,522.63,2388.05,8139.26,8.4063,392,38.89,23.427,270,0
55,-0.0031,-0.0004,642.41,1585.8,1400.3,554.06,2388.03,9057.02,47.2,522.38,2388.09,8145.36,8.3952,391,39.02,23.3825,269,0
56,-0.0009,0.0001,642.36,1580.86,1390.76,554.56,2388.08,9064.4,47.34,522.57,2388.02,8139.89,8.3715,392,39.03,23.3958,268,0
57,0.0007,0.0005,642.15,1583.95,1401.17,554.61,2388.0,9061.32,47.25,522.27,2388.01,8142.37,8.3867,393,39.02,23.3655,267,0
58,0.002,-0.0002,642.37,1591.94,1394.01,554.68,2387.97,9060.34,47.16,522.65,2387.99,8144.25,8.3821,391,39.07,23.3651,266,0
59,0.0006,0.0003,642.14,1584.6,1401.83,554.88,2387.95,9066.98,47.15,522.17,2387.97,8145.72,8.4142,392,38.97,23.4136,265,0
60,0.0014,0.0001,641.88,1585.55,1395.74,554.55,2388.04,9056.21,47.22,521.52,2387.99,8144.04,8.3921,391,39.27,23.345,264,0
61,0.0001,-0.0004,642.2,1585.57,1399.32,554.58,2388.04,9054.53,47.06,522.0,2387.99,8139.96,8.3796,391,38.92,23.3217,263,0
