time_in_cycles,op_setting_1,op_setting_2,T24,T30,T50,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,evento
1,-0.0027,-0.0004,642.12,1582.35,1394.89,554.77,2387.95,9069.25,47.04,522.6,2387.98,8151.25,8.4143,391,39.13,23.3603,198,0
2,-0.0031,-0.0002,641.73,1577.5,1400.13,554.8,2387.98,9064.5,47.17,522.02,2388.03,8144.72,8.392,392,39.07,23.3845,197,0
3,0.0014,0.0002,642.68,1584.76,1394.33,555.0,2388.0,9067.89,47.37,522.51,2388.03,8152.97,8.426,390,39.11,23.4761,196,0
4,-0.002,-0.0001,642.01,1590.27,1396.53,554.18,2387.98,9068.17,47.28,522.58,2388.01,8147.42,8.4188,392,38.98,23.5207,195,0
5,0.0006,0.0005,641.64,1573.19,1393.68,554.64,2388.01,9071.57,46.98,522.44,2387.94,8146.75,8.3916,392,38.97,23.4421,194,0
6,0.0025,0.0005,642.26,1584.8,1393.17,555.22,2387.99,9063.37,47.19,522.39,2388.02,8141.9,8.4189,392,39.11,23.4317,193,0
7,0.0014,-0.0004,642.05,1582.84,1394.19,554.68,2387.99,9067.46,47.3,523.07,2388.0,8141.19,8.3832,392,39.02,23.3886,192,0
8,-0.0,-0.0004,641.75,1582.86,1398.45,554.42,2388.01,9078.07,47.1,522.13,2387.93,8150.24,8.3649,391,39.22,23.4888,191,0
9,-0.0011,-0.0003,642.19,1581.86,1397.56,553.7,2388.05,9067.92,47.11,522.55,2388.01,8147.72,8.3801,392,39.01,23.3268,190,0
10,-0.0008,-0.0002,642.16,1584.34,1391.88,554.05,2387.97,9066.67,47.3,522.85,2387.95,8149.68,8.382,390,39.05,23.3587,189,0
11,-0.0006,0.0004,642.06,1586.93,1398.41,555.45,2387.95,9070.41,47.09,522.94,2387.97,8154.28,8.3983,390,39.03,23.3313,188,0
12,0.0015,0.0004,642.08,1590.92,1392.54,554.41,2387.96,9066.78,47.17,522.22,2387.95,8142.71,8.4261,391,39.28,23.4204,187,0
13,-0.0012,0.0002,642.37,1584.53,1393.67,554.87,2387.96,9071.96,47.01,522.54,2387.99,8150.87,8.4074,390,39.19,23.4142,186,0
14,0.0005,-0.0002,642.26,1587.76,1391.71,554.95,2387.91,9067.9,47.2,522.72,2388.03,8148.58,8.4226,391,39.13,23.287,185,0
15,-0.004,0.0005,642.59,1580.67,1398.04,554.24,2387.97,9070.9,46.99,523.07,2388.0,8149.58,8.3771,392,39.18,23.3892,184,0
16,-0.0014,0.0001,642.02,1582.76,1393.07,555.04,2387.96,9063.46,47.2,522.41,2388.02,8149.78,8.3917,392,39.09,23.2788,183,0
17,0.003,-0.0003,642.31,1588.19,1390.6,555.54,2387.92,9065.54,47.18,522.28,2388.02,8148.42,8.3887,392,39.01,23.4339,182,0
18,0.0004,0.0003,641.89,1584.55,1398.83,554.26,2388.0,9071.57,47.06,522.38,2388.0,8149.44,8.3686,391,39.03,23.3367,181,0
19,0.0029,-0.0005,642.33,1585.2,1394.36,554.92,2388.0,9067.98,47.19,522.52,2387.96,8149.75,8.3682,392,39.07,23.398,180,0
20,0.0006,-0.0003,641.93,1581.57,1396.96,553.81,2387.91,9066.79,47.14,522.72,2387.99,8144.57,8.3879,393,38.83,23.402,179,0
21,-0.0005,-0.0004,641.87,1585.66,1391.9,554.25,2388.02,9069.29,47.18,522.05,2387.99,8148.61,8.3851,392,39.17,23.4318,178,0
22,0.0017,-0.0003,641.72,1585.29,1397.25,554.73,2388.01,9067.95,47.11,522.67,2387.95,8151.51,8.3958,391,39.25,23.4034,177,0
